1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q3,2557.00,5018.00,108128.00,-1444.00,692.00,0.00,76204.00,9836.00,768.00,6104.00,-2112.00,61608.00,21760.00,1252.00,20508.00,-10952.00,9240.00,372.00,12256.00,0.00,656.00,11600.00,94472.00,0.00,-232.00,0.00,25052.00,74048.00,472.00,1848.00,-6716.00,0.00,0.00,5200.00,-11772.00,-144.00,-16117.00
1988:Q4,2778.00,5128.00,117296.00,3384.00,-8.00,0.00,93568.00,9588.00,100.00,11956.00,-1516.00,73440.00,25262.00,1084.00,24178.00,-6896.00,4596.00,-504.00,-2106.00,0.00,1420.00,-3526.00,132828.00,0.00,-272.00,0.00,30512.00,79532.00,620.00,3424.00,19012.00,0.00,0.00,5364.00,11324.00,2324.00,13182.00
1989:Q1,489.00,5948.00,78876.00,-3048.00,-1284.00,0.00,61825.00,-1355.00,-6264.00,23068.00,-1192.00,47568.00,22361.00,3112.00,19249.00,-1796.00,-1632.00,-396.00,2846.00,0.00,-368.00,3214.00,78004.00,0.00,-792.00,0.00,13284.00,28376.00,808.00,3624.00,32704.00,0.00,0.00,5172.00,16800.00,10732.00,-6331.00
1989:Q2,-3543.00,6065.00,113132.00,1588.00,-3160.00,0.00,85149.00,-13499.00,-8056.00,31636.00,-60.00,75128.00,22098.00,3780.00,18318.00,3832.00,-9656.00,-392.00,13672.00,0.00,460.00,13212.00,117136.00,0.00,-364.00,0.00,32912.00,89916.00,1036.00,-184.00,-6180.00,0.00,0.00,3628.00,9616.00,-19424.00,-5604.00
1989:Q3,208.00,6309.00,83020.00,872.00,-1684.00,0.00,55859.00,-1513.00,-9228.00,25380.00,596.00,40624.00,25317.00,2600.00,22717.00,5064.00,-9056.00,-708.00,7356.00,0.00,512.00,6844.00,76524.00,0.00,-680.00,0.00,23988.00,62768.00,1040.00,1656.00,-12248.00,0.00,0.00,3324.00,12744.00,-28316.00,-12597.00
1989:Q4,-1387.00,6327.00,144360.00,2396.00,3124.00,0.00,99219.00,30767.00,624.00,19808.00,172.00,47848.00,28440.00,3320.00,25120.00,-5412.00,92.00,1052.00,15449.00,0.00,2712.00,12737.00,141672.00,0.00,-700.00,0.00,38928.00,32720.00,820.00,700.00,69204.00,0.00,0.00,9068.00,10056.00,50080.00,-10402.00
1990:Q1,-3651.00,6911.00,114260.00,-444.00,8680.00,0.00,80019.00,-16089.00,25136.00,16256.00,1188.00,53528.00,40622.00,14676.00,25946.00,1860.00,7063.00,320.00,-23860.00,0.00,-1440.00,-22420.00,105932.00,0.00,-1428.00,0.00,25236.00,74620.00,596.00,1616.00,5292.00,0.00,0.00,2740.00,17024.00,-14472.00,-18890.00
1990:Q2,-3626.00,6897.00,139992.00,16.00,544.00,0.00,98824.00,11128.00,-732.00,15660.00,6576.00,66192.00,22912.00,8144.00,14768.00,2892.00,-131.00,-56.00,14992.00,0.00,44.00,14948.00,164012.00,0.00,-936.00,0.00,28148.00,134176.00,360.00,-784.00,3048.00,0.00,0.00,4668.00,908.00,-2528.00,13497.00
1990:Q3,-2327.00,6941.00,106492.00,-64.00,2996.00,0.00,106952.00,13396.00,3888.00,26016.00,3436.00,60216.00,-3857.00,-10012.00,6155.00,212.00,15307.00,1580.00,-16634.00,0.00,-200.00,-16434.00,73812.00,0.00,-1780.00,0.00,27196.00,41608.00,384.00,60.00,6344.00,0.00,0.00,6080.00,11516.00,-11252.00,-41948.00
1990:Q4,-1177.00,6894.00,87036.00,84.00,596.00,0.00,71837.00,3357.00,-3060.00,23444.00,1976.00,46120.00,11403.00,3684.00,7719.00,688.00,-1491.00,504.00,3414.00,4.00,1948.00,1462.00,87728.00,0.00,-1276.00,0.00,21960.00,62492.00,660.00,6720.00,-2828.00,0.00,0.00,8780.00,9140.00,-20748.00,-7379.00
1991:Q1,-141.00,6798.00,114308.00,576.00,4864.00,0.00,104890.00,12042.00,15396.00,31160.00,6696.00,39596.00,17526.00,13000.00,4526.00,-3836.00,-9983.00,604.00,-333.00,0.00,-512.00,179.00,148948.00,0.00,-444.00,0.00,23872.00,14112.00,896.00,1108.00,109404.00,0.00,0.00,5888.00,14620.00,88896.00,27701.00
1991:Q2,1674.00,6769.00,140560.00,384.00,524.00,0.00,127619.00,4503.00,8416.00,65624.00,-10740.00,59816.00,7295.00,2316.00,4979.00,5876.00,3997.00,-44.00,-5091.00,0.00,-908.00,-4183.00,126028.00,0.00,-248.00,0.00,31860.00,55052.00,1084.00,428.00,37852.00,0.00,0.00,5888.00,24940.00,7024.00,-19627.00
1991:Q3,1534.00,6677.00,107364.00,1088.00,-1360.00,0.00,77833.00,14585.00,28680.00,12432.00,2264.00,19872.00,-658.00,5120.00,-5778.00,2140.00,2567.00,-652.00,26405.00,0.00,-916.00,27321.00,92620.00,0.00,-316.00,0.00,18036.00,52736.00,1196.00,5180.00,15788.00,0.00,0.00,5888.00,18316.00,-8416.00,-19887.00
1991:Q4,1075.00,6660.00,16364.00,56.00,-1316.00,0.00,26909.00,-30963.00,21908.00,60520.00,-6772.00,-17784.00,-38363.00,-1228.00,-37135.00,21440.00,6331.00,2300.00,-993.00,0.00,-552.00,-441.00,29572.00,0.00,644.00,0.00,22136.00,50448.00,1236.00,-2788.00,-42104.00,0.00,0.00,5876.00,25168.00,-73148.00,7623.00
1992:Q1,-1495.00,7719.00,107768.00,-112.00,1348.00,0.00,85369.00,641.00,9428.00,28808.00,-424.00,46916.00,-4378.00,2172.00,-6550.00,11260.00,13187.00,696.00,397.00,28.00,-256.00,625.00,110084.00,0.00,-28.00,4.00,29264.00,31568.00,1288.00,1272.00,46716.00,0.00,0.00,8484.00,13444.00,24788.00,-6898.00
1992:Q2,-4216.00,7941.00,100792.00,-456.00,-1024.00,0.00,91746.00,78.00,7352.00,19712.00,508.00,64096.00,-17861.00,4320.00,-22181.00,4660.00,13984.00,744.00,9000.00,64.00,-84.00,9020.00,109532.00,0.00,-236.00,12.00,15236.00,67144.00,1368.00,1908.00,24100.00,0.00,0.00,8480.00,7872.00,7748.00,-3417.00
1992:Q3,-2133.00,8100.00,104056.00,-880.00,-336.00,0.00,97812.00,-5124.00,14704.00,34460.00,1784.00,51988.00,-15078.00,5816.00,-20894.00,4412.00,10009.00,-148.00,8266.00,0.00,112.00,8154.00,114724.00,0.00,2224.00,180.00,35992.00,80276.00,1436.00,-700.00,-4684.00,0.00,0.00,8476.00,-24244.00,11084.00,435.00
1992:Q4,-2679.00,8341.00,88776.00,-1044.00,-1232.00,0.00,90537.00,-5783.00,9208.00,27816.00,2460.00,56836.00,-9955.00,10468.00,-20423.00,8904.00,8692.00,4.00,-7130.00,0.00,328.00,-7458.00,105708.00,0.00,480.00,-168.00,28144.00,178060.00,1492.00,2388.00,-104688.00,0.00,0.00,8480.00,-75464.00,-37704.00,5912.00
1993:Q1,-5847.00,7057.00,156584.00,396.00,-1772.00,0.00,132292.00,5636.00,28140.00,23124.00,380.00,75012.00,-9958.00,3268.00,-13226.00,-2804.00,22363.00,344.00,15723.00,24.00,508.00,15191.00,152176.00,0.00,1612.00,128.00,31500.00,103520.00,1600.00,-4280.00,18096.00,0.00,0.00,7760.00,-10468.00,20804.00,-17312.00
1993:Q2,-6713.00,7190.00,167276.00,400.00,-68.00,0.00,121311.00,11571.00,21120.00,37312.00,4044.00,47264.00,-10167.00,3928.00,-14095.00,2612.00,26030.00,-972.00,28131.00,12.00,504.00,27615.00,154664.00,0.00,252.00,580.00,33940.00,84712.00,1772.00,2632.00,30776.00,0.00,0.00,7304.00,4728.00,18744.00,-26515.00
1993:Q3,-5962.00,7281.00,146724.00,396.00,1076.00,0.00,118357.00,-8831.00,27204.00,28408.00,5268.00,66308.00,-10102.00,7400.00,-17502.00,11764.00,40675.00,-180.00,-15261.00,4.00,504.00,-15769.00,135896.00,0.00,-4140.00,-140.00,36968.00,132548.00,1720.00,1336.00,-32396.00,0.00,0.00,12372.00,-25956.00,-18812.00,-24071.00
1993:Q4,-1782.00,7538.00,127956.00,396.00,444.00,0.00,79416.00,6208.00,4004.00,21548.00,3164.00,44492.00,-19605.00,8072.00,-27677.00,23424.00,33053.00,228.00,10600.00,12.00,508.00,10080.00,109148.00,0.00,-1072.00,388.00,35528.00,63020.00,1448.00,1232.00,8604.00,0.00,0.00,2972.00,4260.00,1372.00,-28128.00
1994:Q1,3117.00,8795.00,173512.00,424.00,5604.00,0.00,85446.00,-774.00,-12876.00,24016.00,-488.00,75568.00,-6392.00,6176.00,-12568.00,11764.00,31592.00,396.00,44678.00,44.00,528.00,44106.00,130212.00,0.00,-836.00,36.00,26448.00,22336.00,1152.00,2004.00,79072.00,0.00,0.00,7836.00,58312.00,12924.00,-48978.00
1994:Q2,4741.00,8992.00,39756.00,420.00,2804.00,0.00,33776.00,-448.00,10324.00,-6788.00,-6316.00,37004.00,-1448.00,9908.00,-11356.00,12016.00,27803.00,1040.00,-36654.00,8.00,532.00,-37194.00,46804.00,0.00,-952.00,24.00,23984.00,1220.00,836.00,112.00,21580.00,0.00,0.00,4436.00,35384.00,-18240.00,2797.00
1994:Q3,8943.00,9132.00,153216.00,420.00,924.00,0.00,90548.00,9860.00,14048.00,3336.00,-1708.00,65012.00,5649.00,7608.00,-1959.00,7572.00,21545.00,-468.00,27026.00,4.00,528.00,26494.00,111608.00,0.00,-2128.00,32.00,66724.00,86328.00,828.00,1156.00,-41332.00,0.00,0.00,12444.00,-39548.00,-14228.00,-41797.00
1994:Q4,7600.00,9437.00,97896.00,420.00,1888.00,0.00,79710.00,15150.00,-23080.00,24704.00,956.00,61980.00,891.00,7404.00,-6513.00,6572.00,17404.00,1380.00,-10370.00,140.00,528.00,-11038.00,103248.00,0.00,-3068.00,1292.00,21308.00,-12548.00,1140.00,532.00,94592.00,0.00,0.00,7488.00,68084.00,19020.00,3515.00
1995:Q1,1442.00,9461.00,151812.00,-456.00,-1332.00,0.00,119558.00,-8174.00,16316.00,32064.00,-4404.00,83756.00,7129.00,6156.00,973.00,-14400.00,16307.00,100.00,24906.00,-16.00,720.00,24202.00,150756.00,0.00,-2668.00,-28.00,44396.00,117096.00,1452.00,900.00,-10392.00,0.00,0.00,10960.00,-71848.00,50496.00,-9075.00
1995:Q2,-982.00,9597.00,125024.00,-460.00,3524.00,0.00,129556.00,-2088.00,2444.00,7308.00,5692.00,116200.00,3341.00,6724.00,-3383.00,-24000.00,34605.00,1044.00,-22586.00,4.00,716.00,-23306.00,119792.00,0.00,-6216.00,148.00,51124.00,79936.00,1652.00,704.00,-7556.00,0.00,0.00,10960.00,5184.00,-23700.00,-15811.00
1995:Q3,-4387.00,9711.00,105140.00,-456.00,1044.00,0.00,52994.00,4602.00,252.00,13896.00,-1812.00,36056.00,25104.00,9280.00,15824.00,-15072.00,30950.00,-468.00,11043.00,4.00,720.00,10319.00,86028.00,0.00,-540.00,-52.00,28248.00,52304.00,1744.00,1476.00,2848.00,0.00,0.00,4460.00,7088.00,-8700.00,-33210.00
1995:Q4,-4434.00,9933.00,120856.00,-460.00,1352.00,0.00,66631.00,-23617.00,-14940.00,-18328.00,-3248.00,126764.00,-4322.00,19632.00,-23954.00,-19596.00,36438.00,960.00,39853.00,-36.00,716.00,39173.00,93416.00,0.00,-4800.00,-388.00,32888.00,37588.00,1540.00,4300.00,22288.00,0.00,0.00,5696.00,11256.00,5336.00,-41807.00
1996:Q1,-837.00,7373.00,71288.00,-872.00,2808.00,0.00,46013.00,30521.00,-9136.00,-15048.00,1756.00,37920.00,7723.00,7428.00,295.00,-6412.00,44220.00,872.00,-23065.00,140.00,792.00,-23997.00,31364.00,0.00,-8860.00,2524.00,15848.00,33820.00,460.00,776.00,-13204.00,0.00,0.00,804.00,4036.00,-18044.00,-48134.00
1996:Q2,17.00,7557.00,60248.00,-456.00,2480.00,0.00,-1387.00,14249.00,-20584.00,-17976.00,-888.00,23812.00,649.00,4828.00,-4179.00,3652.00,45993.00,732.00,8585.00,44.00,792.00,7749.00,54524.00,0.00,-1124.00,280.00,27952.00,26872.00,440.00,424.00,-320.00,0.00,0.00,3916.00,9568.00,-13804.00,-13264.00
1996:Q3,676.00,7802.00,164524.00,-460.00,2632.00,0.00,116852.00,-16604.00,4520.00,31144.00,1084.00,96708.00,3076.00,11832.00,-8756.00,1816.00,48430.00,1012.00,-8833.00,8.00,788.00,-9629.00,124156.00,0.00,-3072.00,-404.00,55940.00,22276.00,600.00,1740.00,47076.00,0.00,0.00,5404.00,19484.00,22188.00,-47494.00
1996:Q4,3451.00,8052.00,202332.00,-1700.00,2800.00,0.00,118430.00,-16378.00,-34304.00,6960.00,3956.00,158196.00,-13140.00,-5876.00,-7264.00,5096.00,39929.00,740.00,50177.00,172.00,792.00,49213.00,206128.00,0.00,-22180.00,1952.00,58432.00,124156.00,484.00,1112.00,42172.00,0.00,0.00,21084.00,-14076.00,35164.00,-805.00
1997:Q1,-6067.00,7966.00,176444.00,-3384.00,5276.00,0.00,99192.00,34788.00,-32.00,-4332.00,584.00,68184.00,5918.00,7024.00,-1106.00,-5596.00,46960.00,2956.00,25122.00,8.00,336.00,24778.00,155408.00,0.00,-2332.00,752.00,44568.00,59232.00,1080.00,3380.00,48728.00,0.00,0.00,9320.00,-21392.00,60800.00,-35069.00
1997:Q2,-6872.00,8158.00,209292.00,2280.00,-624.00,0.00,166351.00,15855.00,2492.00,10848.00,872.00,136284.00,7785.00,8012.00,-227.00,-3728.00,42748.00,492.00,-6012.00,20.00,332.00,-6364.00,165024.00,0.00,2144.00,136.00,49524.00,103240.00,1200.00,14768.00,-5988.00,0.00,0.00,11768.00,33180.00,-50936.00,-59298.00
1997:Q3,-7316.00,8554.00,173360.00,-1440.00,-2040.00,0.00,80429.00,10985.00,11584.00,14188.00,1520.00,42152.00,3187.00,4100.00,-913.00,-944.00,63955.00,-600.00,30814.00,908.00,336.00,29570.00,137912.00,0.00,-2316.00,180.00,54860.00,76348.00,1292.00,4008.00,3540.00,0.00,368.00,11324.00,19136.00,-27288.00,-51318.00
1997:Q4,-7373.00,8660.00,120532.00,17792.00,1180.00,0.00,18356.00,8256.00,-45132.00,-90592.00,10144.00,135680.00,-4870.00,-1828.00,-3042.00,2916.00,46138.00,4468.00,34552.00,-884.00,336.00,35100.00,145988.00,0.00,-13372.00,-336.00,30052.00,-11768.00,2000.00,5772.00,133640.00,0.00,0.00,10248.00,25352.00,98040.00,9423.00
1998:Q1,-1381.00,9660.00,213404.00,-18316.00,1708.00,0.00,117138.00,23070.00,-11648.00,-4012.00,2092.00,107636.00,7672.00,2380.00,5292.00,-5596.00,54850.00,2568.00,53380.00,-16.00,-136.00,53532.00,180252.00,0.00,-3612.00,8.00,26660.00,69232.00,1548.00,1024.00,85392.00,0.00,28.00,7600.00,20460.00,57304.00,-44193.00
1998:Q2,-1335.00,9950.00,146068.00,5100.00,7464.00,0.00,52474.00,1370.00,-14224.00,-10976.00,1596.00,74708.00,7848.00,6348.00,1500.00,-584.00,63027.00,3576.00,7162.00,-56.00,1140.00,6078.00,139968.00,0.00,2336.00,-612.00,36500.00,113608.00,1552.00,2992.00,-16408.00,0.00,1928.00,4644.00,-22652.00,-328.00,-17385.00
1998:Q3,-1293.00,10122.00,156840.00,-1636.00,15944.00,0.00,49415.00,3683.00,-15036.00,-12092.00,1532.00,71328.00,5731.00,3644.00,2087.00,3788.00,54141.00,-2812.00,32268.00,80.00,-2052.00,34240.00,133716.00,0.00,-4396.00,1620.00,32716.00,81304.00,1548.00,1112.00,19812.00,0.00,1108.00,11752.00,-21200.00,28152.00,-34539.00
1998:Q4,-342.00,10454.00,88284.00,3960.00,-1896.00,0.00,53485.00,1961.00,-15544.00,-11440.00,1632.00,76876.00,13849.00,-4472.00,18321.00,-3108.00,34981.00,-380.00,-12607.00,104.00,-4608.00,-8103.00,95196.00,0.00,-13152.00,1752.00,76552.00,5180.00,1548.00,5700.00,17616.00,0.00,0.00,17152.00,29996.00,-29532.00,-3884.00
1999:Q1,5014.00,10347.00,206268.00,-10936.00,9624.00,0.00,98526.00,122.00,-6892.00,15692.00,2456.00,87148.00,5806.00,-16496.00,22302.00,15064.00,40148.00,1472.00,46564.00,240.00,4896.00,41428.00,175496.00,0.00,-4504.00,3252.00,42364.00,1812.00,532.00,2892.00,129148.00,0.00,4696.00,4624.00,9056.00,110772.00,-36105.00
1999:Q2,5974.00,10746.00,131264.00,5228.00,2976.00,0.00,44424.00,-8460.00,-9176.00,8816.00,1900.00,51344.00,16621.00,-2372.00,18993.00,16780.00,46138.00,1960.00,-2862.00,136.00,324.00,-3322.00,119204.00,0.00,-3160.00,2980.00,55224.00,26036.00,532.00,39216.00,-1624.00,0.00,6312.00,3188.00,2684.00,-13808.00,-16832.00
1999:Q3,5592.00,11111.00,128440.00,-328.00,18844.00,0.00,15231.00,-7137.00,-10560.00,4152.00,1504.00,27272.00,11586.00,1652.00,9934.00,22236.00,50334.00,2624.00,7913.00,220.00,164.00,7529.00,125844.00,0.00,-6828.00,1096.00,27152.00,-18876.00,532.00,1284.00,121484.00,0.00,2124.00,21840.00,29028.00,68492.00,-8115.00
1999:Q4,5241.00,11238.00,27840.00,6128.00,4080.00,0.00,12163.00,23551.00,-10380.00,-772.00,864.00,-1100.00,10999.00,-616.00,11615.00,19832.00,59849.00,-236.00,-84975.00,-56.00,3160.00,-88079.00,7516.00,0.00,-9488.00,-4428.00,63804.00,80664.00,532.00,3516.00,-127084.00,0.00,208.00,15792.00,-42852.00,-100232.00,-26321.00
2000:Q1,4665.00,11257.00,156552.00,-5616.00,-7904.00,0.00,85242.00,-486.00,-4040.00,14556.00,-468.00,75680.00,1502.00,-20.00,1522.00,-10632.00,85856.00,3272.00,4832.00,-332.00,-2932.00,8096.00,104556.00,0.00,-6180.00,-736.00,47976.00,29608.00,-368.00,7860.00,26396.00,0.00,5372.00,3736.00,-6260.00,23548.00,-58588.00
2000:Q2,4872.00,11656.00,145904.00,6388.00,-2952.00,0.00,22923.00,131.00,-5004.00,7276.00,-1360.00,21880.00,15287.00,4860.00,10427.00,-6188.00,60581.00,1720.00,48146.00,0.00,776.00,47370.00,160348.00,0.00,12864.00,-1080.00,28732.00,97012.00,-368.00,12816.00,10372.00,0.00,11116.00,6344.00,-30716.00,23628.00,7660.00
2000:Q3,5174.00,11816.00,181160.00,-7944.00,692.00,0.00,58307.00,-4393.00,-4096.00,12808.00,-880.00,54868.00,15803.00,6788.00,9015.00,-3860.00,71168.00,1744.00,45249.00,420.00,-584.00,45413.00,162224.00,0.00,-4936.00,-348.00,45948.00,105748.00,-368.00,45380.00,-29200.00,0.00,5212.00,11672.00,-34352.00,-11732.00,-25578.00
2000:Q4,6120.00,11953.00,68316.00,5200.00,9368.00,0.00,28760.00,-13364.00,-5432.00,9356.00,-1156.00,39356.00,3712.00,4060.00,-348.00,-23888.00,33935.00,-2348.00,13577.00,4.00,3240.00,10333.00,91252.00,0.00,-4756.00,-712.00,43556.00,91484.00,-368.00,54436.00,-92388.00,0.00,9032.00,5768.00,-42508.00,-64680.00,17103.00
2001:Q1,2094.00,12166.00,339464.00,51544.00,27240.00,5384.00,106340.00,-38516.00,-3564.00,20020.00,-116.00,128516.00,7394.00,4776.00,2618.00,7248.00,2945.00,2464.00,128905.00,-84.00,-3348.00,132337.00,245536.00,10600.00,-6780.00,-2388.00,100056.00,200516.00,-384.00,9968.00,-66052.00,52.00,12712.00,-11308.00,-83816.00,16308.00,-104000.00
2001:Q2,2540.00,11897.00,208080.00,25712.00,-10056.00,5740.00,127269.00,-9335.00,-4148.00,18760.00,-308.00,122300.00,9198.00,1560.00,7638.00,3820.00,47073.00,-44.00,-631.00,-432.00,-1048.00,849.00,225024.00,-1016.00,-5040.00,96.00,99544.00,19016.00,-384.00,10180.00,102628.00,100.00,24280.00,21392.00,34292.00,22564.00,7587.00
2001:Q3,4179.00,11666.00,251048.00,22484.00,32040.00,-4804.00,172488.00,12980.00,-3900.00,21812.00,-124.00,141720.00,14802.00,5920.00,8882.00,13408.00,10278.00,824.00,-10472.00,104.00,3212.00,-13788.00,243312.00,1724.00,-10908.00,3460.00,13020.00,254176.00,-384.00,5188.00,-22964.00,-136.00,12064.00,18004.00,-128984.00,76088.00,-15223.00
2001:Q4,6037.00,11300.00,25692.00,27820.00,-4928.00,-1072.00,64511.00,-43045.00,11044.00,11952.00,-1036.00,85596.00,8462.00,-720.00,9182.00,-48800.00,30685.00,2048.00,-53034.00,56.00,-588.00,-52502.00,88652.00,-6192.00,19240.00,1384.00,78256.00,-105228.00,-384.00,-11904.00,113480.00,-5484.00,12204.00,-1936.00,95016.00,13680.00,57697.00
2002:Q1,9496.00,11614.00,290824.00,-7104.00,6328.00,21576.00,241562.00,-966.00,31604.00,77972.00,1548.00,131404.00,9500.00,1992.00,7508.00,22220.00,43150.00,564.00,-46972.00,104.00,1276.00,-48352.00,279540.00,58380.00,-7420.00,2388.00,91244.00,-52412.00,-7404.00,6120.00,188644.00,-2096.00,30696.00,4512.00,82844.00,72688.00,-13402.00
2002:Q2,10889.00,11590.00,280632.00,-1852.00,10892.00,7736.00,197032.00,4320.00,31192.00,72868.00,932.00,87720.00,6733.00,904.00,5829.00,15768.00,8291.00,7832.00,28199.00,244.00,-520.00,28475.00,289384.00,5724.00,-9152.00,1236.00,91288.00,183824.00,-7408.00,1872.00,22000.00,7952.00,22420.00,23740.00,-85472.00,53360.00,8051.00
2002:Q3,9169.00,11691.00,304680.00,36252.00,18484.00,8472.00,249572.00,-3024.00,35760.00,83792.00,1544.00,131500.00,6800.00,2652.00,4148.00,-2848.00,-24175.00,1588.00,10534.00,136.00,2888.00,7510.00,285724.00,-9652.00,-9200.00,1972.00,60172.00,206564.00,-7404.00,3024.00,40248.00,3968.00,15872.00,9800.00,-126196.00,136804.00,-21478.00
2002:Q4,7601.00,11447.00,122044.00,-33668.00,-12812.00,-24244.00,190462.00,15662.00,26920.00,74996.00,716.00,72168.00,13574.00,3068.00,10506.00,19036.00,6161.00,1548.00,-38013.00,392.00,-100.00,-38305.00,76276.00,-4020.00,-180.00,2496.00,-9340.00,157400.00,-7408.00,3816.00,-66488.00,5992.00,10828.00,2804.00,53152.00,-139264.00,-49614.00
2003:Q1,5812.00,11556.00,416524.00,34176.00,8664.00,29368.00,237283.00,-25841.00,1524.00,30036.00,6732.00,224832.00,9705.00,-1416.00,11121.00,8328.00,4211.00,-96.00,84885.00,324.00,2768.00,81793.00,380932.00,23236.00,-6480.00,4432.00,70916.00,72856.00,1912.00,28.00,214032.00,2668.00,21540.00,11344.00,-6488.00,184968.00,-41336.00
2003:Q2,3064.00,11761.00,317140.00,2416.00,-16708.00,-9752.00,223075.00,-13129.00,-7576.00,26332.00,6752.00,210696.00,11949.00,1588.00,10361.00,9116.00,49940.00,1464.00,45640.00,768.00,1204.00,43668.00,265800.00,312.00,-3724.00,1476.00,70252.00,-27220.00,1908.00,-6940.00,229736.00,6352.00,27596.00,10392.00,120848.00,64548.00,-60037.00
2003:Q3,2569.00,12177.00,165476.00,9420.00,3140.00,-4856.00,121323.00,-6813.00,-5016.00,7452.00,5524.00,120176.00,9682.00,-1608.00,11290.00,4068.00,77857.00,788.00,-55946.00,968.00,88.00,-57002.00,142636.00,12260.00,-6160.00,3144.00,78016.00,9980.00,1908.00,-1952.00,45440.00,1436.00,16712.00,28324.00,56228.00,-57260.00,-32448.00
2003:Q4,5783.00,12419.00,90748.00,2020.00,-41184.00,-24832.00,88839.00,-25573.00,-25492.00,8248.00,5736.00,125920.00,11912.00,984.00,10928.00,-23616.00,57600.00,1364.00,18645.00,548.00,-392.00,18489.00,86740.00,-32636.00,576.00,2500.00,36956.00,12244.00,1908.00,-11792.00,76984.00,4828.00,19068.00,5568.00,126948.00,-79428.00,-10644.00
2004:Q1,13634.00,12809.00,394396.00,-3864.00,11232.00,6300.00,206648.00,-3700.00,6980.00,16020.00,4516.00,182832.00,11692.00,952.00,10740.00,-56.00,73115.00,-728.00,90057.00,236.00,172.00,89649.00,357776.00,2588.00,-4260.00,-364.00,-460.00,132064.00,11880.00,272.00,216056.00,4828.00,29688.00,11404.00,-18008.00,188144.00,-35795.00
2004:Q2,15804.00,13028.00,228904.00,20612.00,7552.00,-880.00,146072.00,-13332.00,-508.00,8700.00,4008.00,147204.00,9216.00,4076.00,5140.00,3276.00,47284.00,3792.00,-8019.00,96.00,3040.00,-11155.00,170288.00,8728.00,-32716.00,2704.00,41956.00,97736.00,-5996.00,55456.00,2420.00,-2752.00,21424.00,-268.00,25048.00,-41032.00,-55840.00
2004:Q3,17539.00,13439.00,220976.00,2800.00,12696.00,-1716.00,152765.00,-4171.00,2680.00,7332.00,4000.00,142924.00,19550.00,5184.00,14366.00,60.00,54204.00,3548.00,-22931.00,24.00,1236.00,-24191.00,186476.00,-2732.00,-18268.00,96.00,37100.00,161952.00,-244.00,15732.00,-7160.00,6112.00,12700.00,12268.00,-33160.00,-5080.00,-30400.00
2004:Q4,18081.00,13747.00,148256.00,4532.00,-21756.00,2084.00,91655.00,-20941.00,-2292.00,772.00,3504.00,110612.00,23095.00,3820.00,19275.00,-30128.00,53573.00,604.00,24597.00,1872.00,1768.00,20957.00,133416.00,-13380.00,-13920.00,9696.00,38884.00,55976.00,6740.00,11776.00,37644.00,1696.00,14448.00,22380.00,97516.00,-98396.00,-10506.00
2005:Q1,17462.00,12326.00,285944.00,-24492.00,13224.00,26876.00,172994.00,-23542.00,13492.00,38608.00,4116.00,140320.00,14481.00,2080.00,12401.00,24120.00,24856.00,1456.00,32429.00,-204.00,1076.00,31557.00,254588.00,25816.00,-13792.00,-1608.00,10552.00,120232.00,-1804.00,2128.00,113064.00,-460.00,29636.00,6828.00,2392.00,74668.00,-26220.00
2005:Q2,16250.00,12618.00,116904.00,20948.00,-16616.00,-8308.00,72425.00,-3743.00,13160.00,4648.00,2028.00,56332.00,15754.00,7204.00,8550.00,8148.00,30676.00,2372.00,-8495.00,-184.00,2844.00,-11155.00,131556.00,-128.00,-5032.00,2260.00,-1480.00,127376.00,-4160.00,4400.00,8320.00,720.00,9908.00,4400.00,8176.00,-14884.00,18284.00
2005:Q3,12578.00,12797.00,183296.00,4744.00,5644.00,-10160.00,111538.00,11426.00,16228.00,7636.00,2344.00,73904.00,9926.00,2320.00,7606.00,20016.00,24399.00,6156.00,11033.00,-8.00,-3080.00,14121.00,150288.00,3256.00,-5604.00,380.00,31864.00,15068.00,-1832.00,4984.00,102172.00,32264.00,10548.00,18620.00,27064.00,13676.00,-33227.00
2005:Q4,11866.00,12876.00,21940.00,-23340.00,-18224.00,-12384.00,39311.00,3911.00,11276.00,-5280.00,1124.00,28280.00,28496.00,8496.00,20000.00,9592.00,-4343.00,-4416.00,7249.00,-60.00,3056.00,4253.00,19604.00,832.00,-7440.00,492.00,1756.00,107148.00,-2564.00,-10104.00,-70516.00,6468.00,10280.00,7984.00,27344.00,-122592.00,-3346.00
