1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q2,12752562.00,8525.00,440034.00,2254896.00,242700.00,961195.00,50753.00,273256.00,23892.00,465178.00,148116.00,170858.00,52488.00,118370.00,0.00,1756493.00,458493.00,295990.00,3305455.00,675345.00,2630110.00,2675706.00,182217.00,2725924.00,78188.00,2603511.00,1752706.00,660313.00,13986.00,129548.00,46958.00,30032.00,14193.00
1987:Q3,13076025.00,8400.00,446119.00,2290364.00,246380.00,1023133.00,45110.00,290133.00,29075.00,493301.00,165514.00,171409.00,53155.00,118254.00,0.00,1837446.00,458924.00,303304.00,3406832.00,651701.00,2755131.00,2694771.00,188943.00,2802776.00,77948.00,2680189.00,1802929.00,679637.00,19189.00,131715.00,46719.00,30136.00,14503.00
1987:Q4,12814605.00,9759.00,460886.00,2352184.00,258281.00,1056911.00,55346.00,312806.00,35600.00,520819.00,132340.00,161333.00,41088.00,120245.00,0.00,1472855.00,397429.00,307540.00,3402424.00,895594.00,2506830.00,2739223.00,195779.00,2835222.00,78073.00,2710784.00,1828608.00,698640.00,17870.00,116120.00,49546.00,31272.00,15093.00
1988:Q1,13160985.00,9724.00,447321.00,2417033.00,285569.00,1058464.00,54134.00,313549.00,31458.00,527164.00,132159.00,163147.00,42938.00,120209.00,0.00,1573991.00,414777.00,313734.00,3491230.00,918647.00,2572583.00,2785490.00,200504.00,2876635.00,78178.00,2751613.00,1875598.00,693732.00,16412.00,114308.00,51563.00,31881.00,14963.00
1988:Q2,13440611.00,10130.00,451740.00,2451709.00,265091.00,1107989.00,63158.00,343266.00,27195.00,543377.00,130993.00,165879.00,45369.00,120510.00,0.00,1651625.00,420442.00,321119.00,3569114.00,918225.00,2650889.00,2820877.00,204896.00,2963318.00,78285.00,2837520.00,1942104.00,710128.00,17010.00,115451.00,52827.00,32490.00,15023.00
1988:Q3,13654630.00,10318.00,446560.00,2494640.00,267532.00,1178670.00,79925.00,369612.00,31824.00,567505.00,129804.00,166164.00,45082.00,121082.00,0.00,1661135.00,414755.00,327380.00,3627437.00,953818.00,2673619.00,2849671.00,210368.00,3042154.00,78989.00,2914880.00,1999589.00,725838.00,18247.00,117116.00,54090.00,33098.00,15187.00
1988:Q4,14063471.00,10708.00,460490.00,2537955.00,275892.00,1298116.00,93557.00,398038.00,55224.00,590828.00,160469.00,167573.00,45072.00,122501.00,0.00,1766266.00,411389.00,335651.00,3701028.00,962680.00,2738348.00,2881666.00,216737.00,3136599.00,79564.00,3000222.00,2054832.00,745206.00,18250.00,119192.00,62742.00,41271.00,15542.00
1989:Q1,14384082.00,11153.00,442534.00,2561400.00,303008.00,1347930.00,100226.00,414208.00,51898.00,591150.00,190448.00,169647.00,46446.00,123201.00,0.00,1843660.00,418600.00,339423.00,3802487.00,977253.00,2825234.00,2923952.00,220288.00,3172865.00,79271.00,3033228.00,2088877.00,753193.00,15443.00,110759.00,64956.00,44916.00,15450.00
1989:Q2,14695272.00,11032.00,438265.00,2564572.00,320537.00,1344613.00,88499.00,429282.00,41142.00,593906.00,191784.00,178077.00,52363.00,125714.00,0.00,1942620.00,448276.00,348088.00,3915949.00,962107.00,2953842.00,2959104.00,224139.00,3258843.00,79517.00,3114483.00,2146493.00,769617.00,14505.00,117186.00,66682.00,49278.00,15565.00
1989:Q3,15090250.00,11268.00,434487.00,2595361.00,352356.00,1376340.00,85995.00,434076.00,52852.00,605579.00,197838.00,172496.00,44210.00,128286.00,0.00,2098103.00,468889.00,353884.00,4026067.00,935740.00,3090327.00,2971984.00,229015.00,3338799.00,80471.00,3188955.00,2210690.00,784207.00,8084.00,117728.00,68246.00,53680.00,15693.00
1989:Q4,15400384.00,11874.00,462190.00,2623530.00,350131.00,1385395.00,87881.00,399863.00,78611.00,619514.00,199526.00,186631.00,55265.00,131366.00,0.00,2177525.00,461721.00,365250.00,4141760.00,972799.00,3168961.00,3000525.00,233853.00,3421464.00,82715.00,3264934.00,2260115.00,809285.00,8705.00,116857.00,69972.00,57444.00,16371.00
1990:Q1,15420370.00,11755.00,445751.00,2639199.00,377132.00,1415462.00,73155.00,421110.00,87665.00,634998.00,198534.00,185116.00,50720.00,134396.00,0.00,2054436.00,455405.00,371326.00,4205873.00,1041020.00,3164853.00,3016386.00,242529.00,3480469.00,82882.00,3321172.00,2334912.00,792320.00,1295.00,120950.00,71695.00,60404.00,16011.00
1990:Q2,15659076.00,12312.00,454551.00,2635181.00,358251.00,1456806.00,69568.00,429271.00,102295.00,649028.00,206644.00,189122.00,52388.00,136734.00,0.00,2127841.00,478148.00,379254.00,4297143.00,1013230.00,3283913.00,3026236.00,244231.00,3554509.00,83695.00,3391378.00,2395411.00,798712.00,1994.00,122017.00,73244.00,63414.00,16022.00
1990:Q3,15427092.00,12949.00,448550.00,2650585.00,380208.00,1527451.00,77207.00,475500.00,113162.00,651675.00,209907.00,194614.00,55360.00,139254.00,0.00,1762010.00,438932.00,385289.00,4332902.00,1150878.00,3182024.00,3044461.00,249142.00,3627231.00,84265.00,3461219.00,2446737.00,812302.00,10161.00,117052.00,74967.00,65775.00,15972.00
1990:Q4,15946952.00,13427.00,450651.00,2673578.00,389054.00,1629228.00,93658.00,509197.00,121823.00,655388.00,249162.00,206263.00,64851.00,141412.00,0.00,1981360.00,465940.00,391738.00,4435277.00,1124752.00,3310525.00,3056631.00,253804.00,3689856.00,85694.00,3520915.00,2489255.00,824391.00,9592.00,120472.00,77205.00,66788.00,16459.00
1991:Q1,16496245.00,13959.00,470891.00,2682465.00,440686.00,1594716.00,75825.00,508226.00,98201.00,651168.00,261296.00,205850.00,63362.00,142488.00,0.00,2319065.00,503361.00,398407.00,4545074.00,1054448.00,3490626.00,3066122.00,255650.00,3702033.00,85495.00,3531066.00,2529152.00,802207.00,-1415.00,121779.00,79343.00,69141.00,16331.00
1991:Q2,16514230.00,13957.00,469877.00,2630930.00,413317.00,1623903.00,57457.00,519349.00,102634.00,671909.00,272554.00,205410.00,61121.00,144289.00,0.00,2287419.00,524550.00,407093.00,4626410.00,1084428.00,3541982.00,3053342.00,258023.00,3772884.00,86925.00,3598360.00,2590113.00,801306.00,2413.00,123048.00,81480.00,71495.00,16104.00
1991:Q3,16785552.00,14409.00,472451.00,2611030.00,404167.00,1634278.00,61527.00,524729.00,103846.00,686731.00,257445.00,217519.00,72634.00,144885.00,0.00,2428254.00,572077.00,411776.00,4730091.00,1054182.00,3675909.00,3029072.00,260429.00,3824138.00,89027.00,3645388.00,2613968.00,802500.00,12142.00,133160.00,83618.00,73848.00,15875.00
1991:Q4,17379382.00,14565.00,505030.00,2591258.00,407034.00,1622243.00,58500.00,523066.00,104808.00,687041.00,248828.00,238570.00,95461.00,143109.00,0.00,2822437.00,633019.00,418577.00,4846523.00,1016230.00,3830293.00,3015600.00,264525.00,3902026.00,89511.00,3720576.00,2667356.00,815581.00,7740.00,144143.00,85756.00,76202.00,15737.00
1992:Q1,17343742.00,14566.00,516390.00,2455799.00,425846.00,1668000.00,40842.00,562589.00,115785.00,688205.00,260579.00,220307.00,78454.00,141853.00,0.00,2727671.00,656459.00,425606.00,4938007.00,1132401.00,3805606.00,3026397.00,268694.00,3916485.00,90587.00,3732556.00,2707721.00,793353.00,3291.00,140791.00,87400.00,77669.00,15673.00
1992:Q2,17436588.00,14953.00,528123.00,2447963.00,409010.00,1656096.00,44466.00,569243.00,101561.00,677795.00,263032.00,227398.00,86900.00,140498.00,0.00,2688502.00,700363.00,429996.00,5056163.00,1181417.00,3874746.00,3004581.00,273440.00,3965581.00,91820.00,3778971.00,2740700.00,792332.00,9630.00,147265.00,89045.00,79138.00,15652.00
1992:Q3,17690444.00,15504.00,555509.00,2394301.00,381915.00,1673910.00,44152.00,591312.00,114107.00,676048.00,248291.00,225958.00,86849.00,139109.00,0.00,2772559.00,752857.00,439404.00,5192287.00,1217574.00,3974713.00,3007817.00,278423.00,4030046.00,91436.00,3842325.00,2795331.00,801933.00,5834.00,148538.00,90689.00,80605.00,15680.00
1992:Q4,18290445.00,15600.00,616505.00,2364216.00,364401.00,1722504.00,52676.00,633394.00,123316.00,642789.00,270329.00,222674.00,85548.00,137126.00,0.00,3112850.00,801030.00,447710.00,5342618.00,1202173.00,4140445.00,2997542.00,282796.00,4110665.00,91891.00,3920939.00,2840356.00,824769.00,14729.00,148753.00,92333.00,82073.00,15762.00
1993:Q1,18616893.00,15445.00,591338.00,2322444.00,374139.00,1752774.00,55508.00,647727.00,106656.00,638464.00,304419.00,236383.00,101060.00,135323.00,0.00,3198127.00,876486.00,455971.00,5471510.00,1174847.00,4296663.00,3035823.00,286453.00,4118865.00,92579.00,3926826.00,2854173.00,807262.00,14762.00,155805.00,94824.00,83571.00,15889.00
1993:Q2,18840007.00,15352.00,612378.00,2299816.00,363868.00,1751666.00,58666.00,651693.00,75842.00,635673.00,329792.00,245984.00,112525.00,133459.00,0.00,3208966.00,949268.00,465216.00,5571242.00,1196220.00,4375022.00,3066714.00,289537.00,4189265.00,93812.00,3994370.00,2907780.00,818662.00,14830.00,155784.00,97314.00,85068.00,16015.00
1993:Q3,19169339.00,14697.00,636695.00,2284297.00,353158.00,1729732.00,60315.00,634673.00,65677.00,617825.00,351242.00,241216.00,109658.00,131558.00,0.00,3324804.00,1031597.00,474964.00,5683776.00,1170626.00,4513150.00,3100597.00,293805.00,4283777.00,93740.00,4087330.00,2957928.00,842668.00,21365.00,165564.00,99805.00,86566.00,16141.00
1993:Q4,19581573.00,15757.00,667581.00,2241626.00,361328.00,1802195.00,65040.00,668515.00,53234.00,596799.00,418607.00,241977.00,112311.00,129666.00,0.00,3478889.00,1082245.00,484813.00,5771937.00,1155736.00,4616201.00,3137129.00,296097.00,4381775.00,92952.00,4184492.00,2999034.00,886169.00,23573.00,172697.00,103019.00,88063.00,16268.00
1994:Q1,19668381.00,15716.00,639224.00,2245532.00,364255.00,1952687.00,65532.00,716252.00,118024.00,606111.00,446768.00,244448.00,116793.00,127655.00,0.00,3316875.00,1055369.00,490866.00,5843704.00,1259380.00,4584324.00,3200019.00,299686.00,4413699.00,93617.00,4214327.00,3029307.00,883876.00,25143.00,173188.00,102813.00,89355.00,16400.00
1994:Q2,19805011.00,16847.00,632979.00,2213642.00,349851.00,2062738.00,66953.00,758802.00,144862.00,617724.00,474397.00,240546.00,115032.00,125514.00,0.00,3250488.00,1043163.00,497466.00,5933297.00,1274991.00,4658306.00,3261607.00,302387.00,4497456.00,94724.00,4295540.00,3074386.00,918580.00,25786.00,174179.00,102609.00,90659.00,16533.00
1994:Q3,20125119.00,17357.00,623297.00,2229788.00,341323.00,2116098.00,69017.00,801201.00,163352.00,596863.00,485666.00,238767.00,115420.00,123347.00,0.00,3310075.00,1080637.00,514825.00,6049558.00,1222010.00,4827548.00,3296276.00,307118.00,4589029.00,95193.00,4385196.00,3120742.00,959953.00,28984.00,173114.00,102404.00,91975.00,16665.00
1994:Q4,20403603.00,18847.00,636434.00,2217009.00,373265.00,2306290.00,69716.00,890451.00,212720.00,584451.00,548952.00,236551.00,115745.00,120806.00,0.00,3350509.00,998483.00,520348.00,6093038.00,1196722.00,4896316.00,3342078.00,310751.00,4710114.00,96138.00,4503949.00,3165543.00,1021168.00,32285.00,182755.00,102198.00,93230.00,16797.00
1995:Q1,20911303.00,20324.00,613916.00,2264951.00,397785.00,2261704.00,70219.00,895608.00,182339.00,560617.00,552921.00,239909.00,120958.00,118951.00,0.00,3601795.00,1035576.00,532694.00,6237879.00,1142245.00,5095634.00,3386969.00,317800.00,4739999.00,96515.00,4531514.00,3191485.00,1024546.00,34589.00,178836.00,102058.00,94993.00,16977.00
1995:Q2,21459056.00,22461.00,618766.00,2293499.00,425855.00,2213615.00,70724.00,890370.00,182129.00,530379.00,540014.00,240292.00,123227.00,117065.00,0.00,3850083.00,1101443.00,548003.00,6399979.00,1069161.00,5330818.00,3420257.00,324802.00,4833679.00,97003.00,4622716.00,3237688.00,1063126.00,40095.00,179890.00,101918.00,96804.00,17156.00
1995:Q3,22111172.00,22103.00,583461.00,2328200.00,445031.00,2247636.00,71227.00,880593.00,203118.00,521881.00,570817.00,240687.00,125513.00,115174.00,0.00,4148484.00,1172754.00,556706.00,6570004.00,1007736.00,5562268.00,3471633.00,324473.00,4946126.00,96364.00,4733763.00,3289129.00,1109599.00,42581.00,190676.00,101778.00,98663.00,17336.00
1995:Q4,22757611.00,23356.00,586561.00,2344581.00,472090.00,2236946.00,71731.00,844973.00,227307.00,490640.00,602295.00,259099.00,145523.00,113576.00,0.00,4498259.00,1210218.00,566188.00,6714859.00,1000724.00,5714135.00,3517127.00,328327.00,5041748.00,96359.00,4826784.00,3319182.00,1168160.00,50796.00,187007.00,101639.00,101090.00,17515.00
1996:Q1,23321297.00,26021.00,574767.00,2417103.00,510069.00,2247871.00,72476.00,843611.00,228090.00,490850.00,612844.00,267917.00,156117.00,111800.00,0.00,4680822.00,1285952.00,571294.00,6853333.00,965990.00,5887343.00,3556258.00,329891.00,5103975.00,97616.00,4885550.00,3377527.00,1162207.00,35314.00,207838.00,102665.00,103096.00,17713.00
1996:Q2,23743065.00,27693.00,563834.00,2432027.00,484676.00,2332976.00,73776.00,839294.00,284672.00,490943.00,644291.00,263247.00,153323.00,109924.00,0.00,4830299.00,1373964.00,579766.00,6964680.00,936199.00,6028481.00,3558263.00,331640.00,5205895.00,99207.00,4983674.00,3430888.00,1196579.00,43517.00,208999.00,103691.00,105103.00,17911.00
1996:Q3,24011163.00,31693.00,552399.00,2466234.00,493299.00,2345644.00,74799.00,860816.00,320285.00,466634.00,623110.00,260505.00,152501.00,108004.00,0.00,4847812.00,1422429.00,594591.00,7087130.00,929758.00,6157372.00,3573774.00,335653.00,5302044.00,100371.00,5076456.00,3488050.00,1229847.00,44015.00,209827.00,104717.00,107109.00,18108.00
1996:Q4,24323390.00,35469.00,544831.00,2485491.00,498840.00,2357760.00,75821.00,899121.00,348671.00,455236.00,578911.00,296106.00,190012.00,106094.00,0.00,4756067.00,1450356.00,610646.00,7312799.00,854805.00,6457994.00,3636144.00,338882.00,5404190.00,102440.00,5174328.00,3537293.00,1273878.00,40683.00,216732.00,105743.00,109116.00,18306.00
1997:Q1,24571518.00,34112.00,513827.00,2525084.00,535253.00,2323474.00,76144.00,921348.00,340485.00,442110.00,543387.00,285596.00,181365.00,104231.00,0.00,4755943.00,1468855.00,622596.00,7395587.00,913878.00,6481709.00,3768860.00,342331.00,5447170.00,103523.00,5213919.00,3579572.00,1254175.00,50456.00,223211.00,106506.00,111338.00,18390.00
1997:Q2,25978111.00,34459.00,515116.00,2547372.00,517355.00,2275301.00,76467.00,859481.00,351902.00,444727.00,542724.00,301748.00,199201.00,102547.00,0.00,5620269.00,1646651.00,640193.00,7711686.00,691138.00,7020548.00,3822055.00,345906.00,5547354.00,106529.00,5308791.00,3631000.00,1278038.00,58672.00,233812.00,107269.00,113561.00,18473.00
1997:Q3,27027517.00,36014.00,480272.00,2608369.00,544177.00,2245460.00,76792.00,831778.00,354882.00,438863.00,543145.00,303079.00,202115.00,100964.00,0.00,6117313.00,1813166.00,657230.00,7976685.00,555424.00,7421261.00,3894272.00,351480.00,5656937.00,107244.00,5415351.00,3716020.00,1305805.00,34233.00,251261.00,108032.00,115785.00,18557.00
1997:Q4,27379782.00,37179.00,503866.00,2621264.00,568633.00,2238011.00,77115.00,801718.00,397986.00,444226.00,516966.00,319025.00,220011.00,99014.00,0.00,6191067.00,1831257.00,664963.00,8034651.00,576953.00,7457698.00,4018320.00,351547.00,5757041.00,109571.00,5510821.00,3753196.00,1344165.00,50518.00,254148.00,108795.00,118008.00,18641.00
1998:Q1,28977221.00,36817.00,462469.00,2650953.00,625888.00,2244591.00,77877.00,809073.00,364558.00,446054.00,547029.00,342447.00,245468.00,96979.00,0.00,6992266.00,2065945.00,677161.00,8388215.00,410422.00,7977793.00,4135738.00,354731.00,5813417.00,113584.00,5561032.00,3808422.00,1324043.00,53429.00,263874.00,111264.00,120194.00,18607.00
1998:Q2,29416954.00,37785.00,481650.00,2641693.00,603733.00,2315923.00,78639.00,788559.00,398678.00,463049.00,586998.00,354972.00,260091.00,94881.00,0.00,7119830.00,2157655.00,687898.00,8520829.00,483187.00,8037642.00,4139221.00,355764.00,5955917.00,117536.00,5697109.00,3886925.00,1367744.00,53403.00,275303.00,113734.00,122380.00,18892.00
1998:Q3,28299529.00,39500.00,469892.00,2649883.00,646695.00,2301203.00,79401.00,772352.00,456507.00,440621.00,552322.00,392215.00,299304.00,92911.00,0.00,6193207.00,1965934.00,689579.00,8386249.00,829261.00,7556988.00,4205517.00,359656.00,6059543.00,118674.00,5797923.00,3963618.00,1400718.00,43941.00,273442.00,116204.00,124567.00,18379.00
1998:Q4,30522694.00,37725.00,528714.00,2703990.00,667594.00,2259758.00,80163.00,747465.00,469053.00,438843.00,524234.00,387232.00,292494.00,94738.00,0.00,7526071.00,2213039.00,718262.00,8861552.00,472672.00,8388880.00,4257969.00,360788.00,6198201.00,121329.00,5932892.00,4054655.00,1441272.00,42942.00,275349.00,118674.00,126753.00,17227.00
1999:Q1,31001829.00,39368.00,514403.00,2704321.00,719821.00,2321414.00,81337.00,717859.00,479841.00,447536.00,594841.00,384597.00,287875.00,96722.00,0.00,7641316.00,2249267.00,730987.00,9025735.00,492061.00,8533674.00,4308390.00,362210.00,6280671.00,123350.00,6010998.00,4133871.00,1442398.00,36259.00,279162.00,119308.00,127800.00,18523.00
1999:Q2,32102814.00,40486.00,486142.00,2703587.00,682210.00,2370490.00,82511.00,683909.00,518286.00,478104.00,607680.00,387271.00,288914.00,98357.00,0.00,8340309.00,2397521.00,750133.00,9273033.00,383492.00,8889541.00,4307336.00,364296.00,6427470.00,126171.00,6153895.00,4230370.00,1471581.00,30726.00,301276.00,119942.00,128800.00,18604.00
1999:Q3,31682316.00,41170.00,477692.00,2760305.00,693274.00,2407348.00,83685.00,663773.00,551441.00,482114.00,626336.00,408063.00,307759.00,100304.00,0.00,7855918.00,2282668.00,753025.00,9236487.00,612146.00,8624341.00,4394829.00,371537.00,6587459.00,128874.00,6310040.00,4348385.00,1511895.00,25178.00,304006.00,120576.00,129900.00,18645.00
1999:Q4,34658561.00,40659.00,508967.00,2804376.00,768974.00,2481967.00,84859.00,825419.00,579484.00,501151.00,491054.00,452292.00,350250.00,102042.00,0.00,9619135.00,2651137.00,783859.00,9682923.00,261832.00,9421091.00,4491679.00,372593.00,6753524.00,131742.00,6471452.00,4431564.00,1553622.00,19336.00,345719.00,121211.00,130895.00,19435.00
2000:Q1,35668637.00,45150.00,464554.00,2885298.00,853825.00,2382115.00,90471.00,763015.00,573858.00,500360.00,454411.00,511708.00,409140.00,102568.00,0.00,10026975.00,2852713.00,801724.00,9913637.00,176130.00,9737507.00,4557099.00,373840.00,6877349.00,132517.00,6595480.00,4493812.00,1553765.00,19478.00,404310.00,124115.00,130650.00,18702.00
2000:Q2,34908588.00,45841.00,432588.00,2934518.00,825312.00,2359673.00,91082.00,653597.00,601111.00,522835.00,491048.00,496701.00,393642.00,103059.00,0.00,9351262.00,2742018.00,805122.00,9938633.00,329149.00,9609484.00,4599689.00,377230.00,7025170.00,135917.00,6738353.00,4606196.00,1601771.00,15223.00,388143.00,127020.00,132004.00,18896.00
2000:Q3,35195515.00,44509.00,392590.00,2985410.00,860437.00,2330317.00,91693.00,586378.00,614802.00,509954.00,527490.00,517183.00,413685.00,103498.00,0.00,9226703.00,2749199.00,816933.00,10068929.00,358323.00,9710606.00,4822262.00,381043.00,7210358.00,136330.00,6921921.00,4718906.00,1667073.00,13665.00,392352.00,129925.00,133357.00,18750.00
2000:Q4,33944236.00,48271.00,405349.00,3068452.00,932567.00,2355175.00,97305.00,589317.00,617851.00,488397.00,562305.00,566590.00,462638.00,103952.00,0.00,7974639.00,2466199.00,819098.00,9970265.00,678447.00,9291818.00,4958906.00,378726.00,7348956.00,137501.00,7057184.00,4813874.00,1741267.00,14942.00,354272.00,132829.00,134711.00,19560.00
2001:Q1,32626685.00,50790.00,435066.00,3219526.00,1021095.00,2257991.00,96160.00,540053.00,481333.00,502691.00,637753.00,555784.00,450374.00,105410.00,0.00,6848106.00,2231645.00,832495.00,9786139.00,1078781.00,8707358.00,5011419.00,376631.00,7395499.00,138656.00,7103874.00,4898473.00,1749724.00,3712.00,315561.00,136404.00,134246.00,18723.00
2001:Q2,33672893.00,48459.00,429142.00,3276845.00,988175.00,2221270.00,88365.00,456678.00,493622.00,539120.00,643485.00,563187.00,456455.00,106732.00,0.00,7375086.00,2426316.00,862376.00,10031278.00,1004009.00,9027269.00,5065301.00,385458.00,7596636.00,142324.00,7302069.00,5059297.00,1784249.00,4297.00,315296.00,138930.00,133782.00,18461.00
2001:Q3,32060046.00,48388.00,420898.00,3345605.00,1042842.00,2198760.00,86237.00,459405.00,535908.00,530540.00,586669.00,656225.00,548116.00,108109.00,0.00,6014472.00,2099917.00,850494.00,9839474.00,1455951.00,8383523.00,5144729.00,398243.00,7843458.00,144462.00,7546415.00,5207639.00,1814351.00,5302.00,378509.00,140614.00,133317.00,19264.00
2001:Q4,33482401.00,48676.00,479968.00,3349430.00,1096678.00,2147517.00,88154.00,439975.00,417671.00,543112.00,658605.00,613988.00,504753.00,109235.00,0.00,6873677.00,2336419.00,880004.00,10116929.00,1269945.00,8846984.00,5141340.00,397775.00,7974016.00,151328.00,7670719.00,5322036.00,1891827.00,-1204.00,316402.00,141658.00,132852.00,19117.00
2002:Q1,33931319.00,47771.00,428179.00,3514007.00,1081545.00,2173956.00,84417.00,425956.00,423511.00,561011.00,679061.00,601727.00,490067.00,111660.00,0.00,6904136.00,2347444.00,904851.00,10312047.00,1312791.00,8999256.00,5213157.00,402498.00,8105084.00,153440.00,7794579.00,5459539.00,1883516.00,-5127.00,311951.00,144700.00,137629.00,19436.00
2002:Q2,32671293.00,48219.00,419864.00,3532150.00,1014287.00,2174001.00,80618.00,364754.00,372531.00,593767.00,762331.00,567689.00,454512.00,113177.00,0.00,5991183.00,2184133.00,916150.00,10153354.00,1627662.00,8525692.00,5255086.00,415178.00,8295360.00,156625.00,7977023.00,5635617.00,1917644.00,-14386.00,290405.00,147743.00,142406.00,19306.00
2002:Q3,31161820.00,49781.00,417840.00,3651145.00,1018338.00,2018478.00,80157.00,339065.00,289275.00,576451.00,733530.00,563937.00,448769.00,115168.00,0.00,4875839.00,1910290.00,916976.00,9973907.00,2083725.00,7890182.00,5340088.00,425201.00,8490711.00,158059.00,8165441.00,5830630.00,1951608.00,-37337.00,269755.00,150785.00,147183.00,20028.00
2002:Q4,32152535.00,49937.00,464217.00,3652745.00,1065155.00,2078999.00,82218.00,270518.00,251062.00,609085.00,866116.00,561791.00,444614.00,117177.00,0.00,5221556.00,1996603.00,920915.00,10235024.00,2002943.00,8232081.00,5460679.00,444914.00,8757939.00,163897.00,8422079.00,6028047.00,1997008.00,-25207.00,268403.00,153828.00,151960.00,20003.00
2003:Q1,32238212.00,51628.00,456372.00,3856038.00,1076165.00,1972682.00,81246.00,351745.00,166497.00,602506.00,770688.00,575370.00,456954.00,118416.00,0.00,4865663.00,2001510.00,936154.00,10331946.00,2196779.00,8135167.00,5658763.00,455922.00,8950826.00,167987.00,8608301.00,6202905.00,1989123.00,-18144.00,279023.00,155394.00,153170.00,21368.00
2003:Q2,33954969.00,54115.00,472487.00,3919458.00,1020538.00,1857960.00,79421.00,384915.00,95717.00,634997.00,662910.00,676171.00,556490.00,119681.00,0.00,5683287.00,2312351.00,966855.00,10732224.00,1852671.00,8879553.00,5794407.00,465116.00,9327982.00,171757.00,8980137.00,6461330.00,2021930.00,-28273.00,368189.00,156961.00,154380.00,21708.00
2003:Q3,34677128.00,51146.00,424936.00,3972910.00,936895.00,1920276.00,77481.00,360039.00,267365.00,627170.00,588221.00,663543.00,542672.00,120871.00,0.00,5998499.00,2421856.00,990822.00,10897340.00,1785497.00,9111843.00,5916412.00,482494.00,9582887.00,174523.00,9231051.00,6703082.00,2059675.00,-36913.00,346679.00,158528.00,155590.00,21723.00
2003:Q4,36661690.00,52841.00,457884.00,4012929.00,952176.00,2220361.00,77314.00,419299.00,388775.00,626176.00,708797.00,646410.00,524178.00,122232.00,0.00,6811948.00,2677931.00,1013152.00,11281562.00,1508552.00,9773010.00,6033200.00,501297.00,9833389.00,177703.00,9477267.00,6909820.00,2102932.00,3200.00,301220.00,160095.00,156800.00,21619.00
2004:Q1,38446531.00,55204.00,434662.00,4201442.00,953431.00,2967563.00,79498.00,426852.00,351945.00,1408218.00,701050.00,686960.00,562280.00,124680.00,0.00,6956832.00,2844599.00,1016866.00,11529725.00,1568145.00,9961580.00,6290787.00,508461.00,10034841.00,191267.00,9661106.00,7083571.00,2096472.00,465.00,319265.00,161333.00,160913.00,21555.00
2004:Q2,39051977.00,57889.00,386659.00,4309308.00,925539.00,3006929.00,77999.00,405345.00,322881.00,1478503.00,722202.00,714330.00,587143.00,127187.00,0.00,6930758.00,2817355.00,1028378.00,11741493.00,1686134.00,10055359.00,6617846.00,515492.00,10356105.00,196864.00,9971888.00,7357478.00,2114539.00,2236.00,335064.00,162571.00,165026.00,22327.00
2004:Q3,39474159.00,58864.00,355246.00,4396558.00,866775.00,3019642.00,78358.00,357720.00,392512.00,1492990.00,698063.00,705443.00,575861.00,129582.00,0.00,6761047.00,2846862.00,1036786.00,11926467.00,1876370.00,10050097.00,6968040.00,532428.00,10620224.00,198290.00,10230136.00,7598224.00,2164875.00,-25629.00,328857.00,163809.00,169139.00,22659.00
2004:Q4,41689735.00,61764.00,399710.00,4479861.00,897317.00,3179979.00,83702.00,472753.00,440531.00,1523308.00,659685.00,773779.00,641137.00,132642.00,0.00,7552833.00,3087564.00,1060352.00,12410072.00,1721222.00,10688850.00,7232743.00,553762.00,11009213.00,202367.00,10610470.00,7859078.00,2220119.00,-16823.00,383049.00,165047.00,173251.00,23125.00
2005:Q1,42087262.00,67402.00,384343.00,4610510.00,862512.00,3215083.00,86133.00,443671.00,434010.00,1546088.00,705181.00,764976.00,629204.00,135772.00,0.00,7551144.00,3055691.00,1059341.00,12504249.00,1869401.00,10634848.00,7451449.00,560562.00,11204793.00,205469.00,10799401.00,8073949.00,2204974.00,-31140.00,384568.00,167050.00,176510.00,23413.00
2005:Q2,42989297.00,64549.00,345306.00,4729951.00,855809.00,3263637.00,89692.00,396571.00,498526.00,1586295.00,692553.00,778406.00,639865.00,138541.00,0.00,7736432.00,3099646.00,1063746.00,12752744.00,1872675.00,10880069.00,7736291.00,562780.00,11530122.00,207736.00,11118478.00,8355816.00,2232389.00,-21297.00,382593.00,168977.00,179770.00,24138.00
2005:Q3,44176626.00,66584.00,270533.00,4904222.00,875634.00,3185548.00,93413.00,384857.00,495372.00,1604432.00,607474.00,774259.00,633937.00,140322.00,0.00,8135610.00,3238840.00,1078204.00,13037448.00,1794666.00,11242782.00,8026609.00,583135.00,11877456.00,213425.00,11457588.00,8653020.00,2278385.00,-21366.00,376645.00,170904.00,183029.00,23414.00
