1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q3,22500.00,22526.00,15960.00,-319.00,-3937.00,3618.00,6885.00,-6581.00,7230.00,-6265.00,0.00,665.00,11836.00,-26.00,-26.00,0.00,22500.00,450.00,7089.00,-1565.00,0.00,0.00,0.00,0.00,1403.00,6915.00,-346.00,2544.00,-493.00,4400.00,-1868.00,1098.00,-757.00,3630.00
2010:Q4,6830.00,6880.00,-15011.00,20615.00,1198.00,19417.00,1276.00,-16334.00,767.00,6959.00,0.00,349.00,9535.00,-50.00,-50.00,0.00,6830.00,138.00,-2705.00,-2272.00,0.00,0.00,0.00,0.00,-3880.00,-4978.00,-346.00,2649.00,11185.00,4818.00,1330.00,2051.00,750.00,-1910.00
2011:Q1,73742.00,73763.00,27532.00,29590.00,4424.00,25166.00,16641.00,-3725.00,8105.00,3411.00,0.00,8890.00,-40.00,-21.00,-21.00,0.00,73742.00,1475.00,2415.00,-4812.00,0.00,0.00,0.00,0.00,650.00,-857.00,587.00,2705.00,1472.00,24916.00,-431.00,3338.00,26292.00,15992.00
2011:Q2,-49684.00,-49619.00,-3550.00,-11054.00,6330.00,-17384.00,-35015.00,-130.00,-12107.00,-5713.00,0.00,3322.00,-20387.00,-65.00,-65.00,0.00,-49684.00,-992.00,-822.00,-4431.00,0.00,0.00,0.00,0.00,-494.00,-1346.00,589.00,2870.00,-36668.00,5741.00,-189.00,2651.00,-16108.00,-485.00
2011:Q3,-77160.00,-77161.00,17775.00,-64634.00,-7445.00,-57189.00,-30302.00,862.00,-7649.00,3035.00,0.00,-5237.00,-21313.00,1.00,1.00,0.00,-77160.00,-1543.00,-7567.00,64.00,0.00,0.00,0.00,0.00,-2785.00,4808.00,588.00,-1648.00,-11990.00,6263.00,-76.00,-1487.00,-56656.00,-5131.00
2011:Q4,-35181.00,-35203.00,-8378.00,-7403.00,-3766.00,-3637.00,-19422.00,10686.00,-12491.00,9225.00,0.00,4166.00,-31008.00,22.00,22.00,0.00,-35181.00,-704.00,5860.00,-2844.00,0.00,0.00,0.00,0.00,3489.00,-14700.00,587.00,-1821.00,6645.00,-21920.00,-2728.00,1401.00,1188.00,-9634.00
2012:Q1,25111.00,25147.00,11276.00,17441.00,2615.00,14826.00,-3570.00,-16246.00,1644.00,1823.00,0.00,-4041.00,13250.00,-36.00,-36.00,0.00,25111.00,503.00,-9586.00,-2724.00,0.00,0.00,0.00,0.00,-1461.00,744.00,-1159.00,-1826.00,1377.00,4945.00,-1309.00,1564.00,26066.00,7977.00
2012:Q2,-32366.00,-32355.00,4497.00,-5206.00,7904.00,-13110.00,-31646.00,-2250.00,-12502.00,-275.00,0.00,-163.00,-16456.00,-11.00,-11.00,0.00,-32366.00,-647.00,-700.00,-1774.00,0.00,0.00,0.00,0.00,-80.00,4821.00,-1159.00,-1710.00,-29585.00,3973.00,553.00,-9016.00,17894.00,-14936.00
2012:Q3,-4734.00,-4715.00,3922.00,9359.00,-1509.00,10868.00,-17996.00,-11337.00,1664.00,520.00,0.00,7986.00,-16829.00,-19.00,-19.00,0.00,-4734.00,-95.00,2457.00,-1178.00,0.00,0.00,0.00,0.00,633.00,3848.00,-1160.00,200.00,-7564.00,4669.00,-1570.00,-1471.00,-8617.00,5114.00
2012:Q4,-4889.00,-4887.00,-5674.00,6275.00,1243.00,5032.00,-5488.00,-3238.00,150.00,6092.00,0.00,2378.00,-10870.00,-2.00,-2.00,0.00,-4889.00,-346.00,-538.00,-1860.00,0.00,0.00,0.00,0.00,-478.00,5112.00,-1159.00,191.00,21399.00,-7273.00,-755.00,-3286.00,-17849.00,1953.00
2013:Q1,48818.00,48812.00,9757.00,34388.00,-6037.00,40425.00,4667.00,-13067.00,1042.00,-7325.00,0.00,1307.00,22710.00,6.00,6.00,0.00,48818.00,-800.00,-3296.00,-1845.00,0.00,0.00,0.00,0.00,13.00,-4182.00,1348.00,136.00,9909.00,10731.00,777.00,24.00,28796.00,7207.00
2013:Q2,-10625.00,-10623.00,7160.00,10014.00,16808.00,-6794.00,-27797.00,-10281.00,-8455.00,-2267.00,0.00,-7175.00,381.00,-2.00,-2.00,0.00,-10625.00,-200.00,-3594.00,-3262.00,0.00,0.00,0.00,0.00,-795.00,400.00,1348.00,167.00,5687.00,3420.00,117.00,-559.00,-15112.00,1758.00
2013:Q3,-13724.00,-13718.00,23922.00,-11527.00,6290.00,-17817.00,-26113.00,-6812.00,-397.00,5319.00,0.00,-1192.00,-23031.00,-6.00,-6.00,0.00,-13724.00,-200.00,-2275.00,-2345.00,0.00,0.00,0.00,0.00,359.00,4848.00,1349.00,1108.00,1256.00,4840.00,750.00,1554.00,-3146.00,-21822.00
2013:Q4,-25262.00,-25262.00,-26658.00,1076.00,-5907.00,6983.00,320.00,2321.00,723.00,-6059.00,0.00,-12824.00,16159.00,0.00,0.00,0.00,-25262.00,-2600.00,2554.00,-2354.00,0.00,0.00,0.00,0.00,1115.00,6166.00,1349.00,1096.00,-6153.00,3302.00,-616.00,-2299.00,-38829.00,12007.00
2014:Q1,40560.00,40560.00,35643.00,6883.00,-2040.00,8923.00,-1966.00,-1299.00,-6177.00,-4797.00,0.00,-6877.00,17184.00,0.00,0.00,0.00,40560.00,875.00,4040.00,-1446.00,0.00,0.00,0.00,0.00,-854.00,-3337.00,499.00,1122.00,2740.00,7452.00,336.00,5696.00,18278.00,5159.00
2014:Q2,13325.00,13325.00,5624.00,21359.00,12439.00,8920.00,-13658.00,-2396.00,-2719.00,-4223.00,0.00,1633.00,-5953.00,0.00,0.00,0.00,13325.00,213.00,-5309.00,-948.00,0.00,0.00,0.00,0.00,696.00,-2976.00,501.00,1088.00,-13526.00,8772.00,902.00,-1950.00,15303.00,10559.00
2014:Q3,-9417.00,-9417.00,21282.00,-42044.00,2647.00,-44691.00,11345.00,-1253.00,885.00,5959.00,0.00,-9425.00,15179.00,0.00,0.00,0.00,-9417.00,-151.00,667.00,-2948.00,0.00,0.00,0.00,0.00,314.00,-675.00,501.00,635.00,-9894.00,-328.00,309.00,-11523.00,10639.00,3037.00
2014:Q4,-65713.00,-65713.00,-25097.00,-7589.00,-19467.00,11878.00,-33027.00,-213.00,-7137.00,2010.00,0.00,-4916.00,-22771.00,0.00,0.00,0.00,-65713.00,-1051.00,4265.00,-1937.00,0.00,0.00,0.00,0.00,-296.00,2391.00,499.00,602.00,1475.00,-5967.00,-23.00,-37.00,-54563.00,-11071.00
2015:Q1,22307.00,22307.00,6274.00,30383.00,4532.00,25851.00,-14350.00,-5474.00,-382.00,-3938.00,0.00,-6993.00,2437.00,0.00,0.00,0.00,22307.00,348.00,989.00,-1025.00,0.00,0.00,0.00,0.00,160.00,-2204.00,1328.00,589.00,8314.00,-1305.00,-345.00,852.00,3004.00,11602.00
2015:Q2,26080.00,26080.00,-10742.00,13461.00,17327.00,-3866.00,23361.00,1084.00,5662.00,7160.00,0.00,-13700.00,23155.00,0.00,0.00,0.00,26080.00,426.00,-748.00,-2156.00,0.00,0.00,0.00,0.00,138.00,-2851.00,321.00,623.00,-5263.00,-4154.00,-33.00,-2058.00,47711.00,-5876.00
2015:Q3,12489.00,12489.00,23701.00,18387.00,-9281.00,27668.00,-29599.00,992.00,-11948.00,-86.00,0.00,-40265.00,21708.00,0.00,0.00,0.00,12489.00,200.00,-1889.00,2755.00,0.00,0.00,0.00,0.00,382.00,2641.00,740.00,-612.00,-3259.00,-5716.00,-578.00,-97.00,29645.00,-11723.00
2015:Q4,-49771.00,-49771.00,-24648.00,-2975.00,-13643.00,10668.00,-22148.00,2480.00,-613.00,-7561.00,0.00,-10350.00,-6104.00,0.00,0.00,0.00,-49771.00,-796.00,-123.00,-2351.00,0.00,0.00,0.00,0.00,230.00,-4011.00,697.00,-339.00,-39599.00,-1205.00,472.00,-65.00,-6190.00,3509.00
2016:Q1,79644.00,79644.00,8912.00,22493.00,13144.00,9349.00,48239.00,2990.00,9554.00,4262.00,0.00,-75.00,31508.00,0.00,0.00,0.00,79644.00,1274.00,287.00,-2665.00,0.00,0.00,0.00,0.00,-77.00,1426.00,737.00,-1896.00,34517.00,5113.00,36.00,804.00,43271.00,-3183.00
2016:Q2,-5239.00,-5239.00,1392.00,1916.00,4360.00,-2444.00,-8547.00,-1093.00,-1694.00,3956.00,0.00,-983.00,-8733.00,0.00,0.00,0.00,-5239.00,-84.00,3955.00,375.00,0.00,0.00,0.00,0.00,117.00,-30.00,787.00,1701.00,-61242.00,-2533.00,64.00,-3252.00,47552.00,7351.00
2016:Q3,-104578.00,-104578.00,-8935.00,-83519.00,-597.00,-82922.00,-12124.00,-3158.00,12452.00,-1420.00,0.00,-1757.00,-18241.00,0.00,0.00,0.00,-104578.00,1265.00,2528.00,809.00,0.00,0.00,0.00,0.00,3811.00,470.00,495.00,162.00,-158837.00,-978.00,273.00,-3437.00,29656.00,19205.00
