1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,6386.00,0.00,0.00,0.00,0.00,0.00,0.00,4333.00,4333.00,4309.00,0.00,0.00,1.00,0.00,23.00,0.00,0.00,2053.00,1474.00,579.00,0.00,0.00,0.00,6386.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,6362.00,1474.00,1474.00,4888.00,0.00,579.00,4309.00,0.00,0.00,0.00,0.00,23.00,23.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,-2029.00,2859.00,-4888.00,2053.00,-23.00
1984:Q3,6597.00,0.00,0.00,0.00,0.00,0.00,0.00,4549.00,4549.00,4523.00,0.00,0.00,1.00,0.00,25.00,0.00,0.00,2048.00,1477.00,571.00,0.00,0.00,0.00,6597.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,6571.00,1477.00,1477.00,5094.00,0.00,571.00,4523.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,-2022.00,3072.00,-5094.00,2048.00,-25.00
1984:Q4,6817.00,0.00,0.00,0.00,0.00,0.00,0.00,4735.00,4735.00,4706.00,0.00,0.00,1.00,0.00,28.00,0.00,0.00,2082.00,1437.00,645.00,0.00,0.00,0.00,6817.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,6788.00,1437.00,1437.00,5351.00,0.00,645.00,4706.00,0.00,0.00,0.00,0.00,28.00,28.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,-2053.00,3298.00,-5351.00,2082.00,-28.00
1985:Q1,6522.00,0.00,0.00,0.00,0.00,0.00,0.00,4295.00,4295.00,4261.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,2227.00,1630.00,597.00,0.00,0.00,0.00,6522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6488.00,1630.00,1630.00,4858.00,0.00,597.00,4261.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2193.00,2665.00,-4858.00,2227.00,-34.00
1985:Q2,7041.00,0.00,0.00,0.00,0.00,0.00,0.00,4893.00,4893.00,4852.00,0.00,0.00,4.00,0.00,37.00,0.00,0.00,2148.00,1520.00,628.00,0.00,0.00,0.00,7041.00,4.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,7000.00,1520.00,1520.00,5480.00,0.00,628.00,4852.00,0.00,0.00,0.00,0.00,37.00,37.00,0.00,-4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.00,0.00,-2107.00,3373.00,-5480.00,2148.00,-37.00
1985:Q3,7388.00,0.00,0.00,0.00,0.00,0.00,0.00,5047.00,5047.00,5009.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,2341.00,1682.00,659.00,0.00,0.00,0.00,7388.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7350.00,1682.00,1682.00,5668.00,0.00,659.00,5009.00,0.00,0.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2303.00,3365.00,-5668.00,2341.00,-38.00
1985:Q4,7549.00,0.00,0.00,0.00,0.00,0.00,0.00,5330.00,5330.00,5296.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,2219.00,1541.00,678.00,0.00,0.00,0.00,7549.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7515.00,1541.00,1541.00,5974.00,0.00,678.00,5296.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2185.00,3789.00,-5974.00,2219.00,-34.00
1986:Q1,7337.00,0.00,0.00,0.00,0.00,0.00,0.00,4960.00,4960.00,4930.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,2377.00,1657.00,720.00,0.00,0.00,0.00,7337.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7307.00,1657.00,1657.00,5650.00,0.00,720.00,4930.00,0.00,0.00,0.00,0.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2347.00,3303.00,-5650.00,2377.00,-30.00
1986:Q2,7656.00,0.00,0.00,0.00,0.00,0.00,0.00,5166.00,5166.00,5139.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,2490.00,1739.00,751.00,0.00,0.00,0.00,7656.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7629.00,1739.00,1739.00,5890.00,0.00,751.00,5139.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2463.00,3427.00,-5890.00,2490.00,-27.00
1986:Q3,7969.00,0.00,0.00,0.00,0.00,0.00,0.00,5348.00,5348.00,5321.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,2621.00,1843.00,778.00,0.00,0.00,0.00,7969.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7942.00,1843.00,1843.00,6099.00,0.00,778.00,5321.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2594.00,3505.00,-6099.00,2621.00,-27.00
1986:Q4,7140.00,0.00,0.00,0.00,0.00,0.00,0.00,4607.00,4607.00,4580.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,2533.00,1732.00,801.00,0.00,0.00,0.00,7140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7113.00,1732.00,1732.00,5381.00,0.00,801.00,4580.00,0.00,0.00,0.00,0.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2506.00,2875.00,-5381.00,2533.00,-27.00
1987:Q1,7401.00,0.00,0.00,0.00,0.00,0.00,0.00,4722.00,4722.00,4690.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,2679.00,1867.00,812.00,0.00,0.00,0.00,7401.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7369.00,1867.00,1867.00,5502.00,0.00,812.00,4690.00,0.00,0.00,0.00,0.00,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2647.00,2855.00,-5502.00,2679.00,-32.00
1987:Q2,7567.00,0.00,0.00,0.00,0.00,0.00,0.00,4924.00,4924.00,4890.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,2643.00,1812.00,831.00,0.00,0.00,0.00,7567.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7533.00,1812.00,1812.00,5721.00,0.00,831.00,4890.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2609.00,3112.00,-5721.00,2643.00,-34.00
1987:Q3,7473.00,0.00,0.00,0.00,0.00,0.00,0.00,4743.00,4743.00,4707.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,2730.00,1878.00,852.00,0.00,0.00,0.00,7473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7437.00,1878.00,1878.00,5559.00,0.00,852.00,4707.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2694.00,2865.00,-5559.00,2730.00,-36.00
1987:Q4,7235.00,0.00,0.00,0.00,0.00,0.00,0.00,4710.00,4710.00,4674.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,2525.00,1651.00,874.00,0.00,0.00,0.00,7235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7199.00,1651.00,1651.00,5548.00,0.00,874.00,4674.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2489.00,3059.00,-5548.00,2525.00,-36.00
1988:Q1,7423.00,0.00,0.00,0.00,0.00,0.00,0.00,4777.00,4777.00,4743.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,2646.00,1789.00,857.00,0.00,0.00,0.00,7423.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7389.00,1789.00,1789.00,5600.00,0.00,857.00,4743.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2612.00,2988.00,-5600.00,2646.00,-34.00
1988:Q2,7588.00,0.00,0.00,0.00,0.00,0.00,0.00,4992.00,4992.00,4959.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,2596.00,1729.00,867.00,0.00,0.00,0.00,7588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7555.00,1729.00,1729.00,5826.00,0.00,867.00,4959.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2563.00,3263.00,-5826.00,2596.00,-33.00
1988:Q3,8057.00,0.00,0.00,0.00,0.00,0.00,0.00,5131.00,5131.00,5097.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,2926.00,2053.00,873.00,0.00,0.00,0.00,8057.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8023.00,2053.00,2053.00,5970.00,0.00,873.00,5097.00,0.00,0.00,0.00,0.00,34.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2892.00,3078.00,-5970.00,2926.00,-34.00
1988:Q4,7801.00,0.00,0.00,0.00,0.00,0.00,0.00,4854.00,4854.00,4821.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,2947.00,2072.00,875.00,0.00,0.00,0.00,7801.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7768.00,2072.00,2072.00,5696.00,0.00,875.00,4821.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2914.00,2782.00,-5696.00,2947.00,-33.00
1989:Q1,7968.00,0.00,0.00,0.00,0.00,0.00,0.00,5081.00,5081.00,5048.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,2887.00,2030.00,857.00,0.00,0.00,0.00,7968.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7935.00,2030.00,2030.00,5905.00,0.00,857.00,5048.00,0.00,0.00,0.00,0.00,33.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2854.00,3051.00,-5905.00,2887.00,-33.00
1989:Q2,8167.00,0.00,0.00,0.00,0.00,0.00,0.00,5020.00,5020.00,4984.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,3147.00,2279.00,868.00,0.00,0.00,0.00,8167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8131.00,2279.00,2279.00,5852.00,0.00,868.00,4984.00,0.00,0.00,0.00,0.00,36.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3111.00,2741.00,-5852.00,3147.00,-36.00
1989:Q3,10129.00,2300.00,2300.00,2300.00,0.00,0.00,0.00,4744.00,4744.00,4708.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,3085.00,2196.00,889.00,0.00,0.00,0.00,10129.00,1012.00,34.00,34.00,0.00,706.00,706.00,0.00,272.00,272.00,0.00,7793.00,2196.00,2196.00,5597.00,0.00,889.00,4708.00,0.00,1289.00,1289.00,0.00,36.00,36.00,0.00,1289.00,2267.00,2267.00,0.00,0.00,0.00,0.00,0.00,0.00,-706.00,-272.00,-3049.00,2548.00,-5597.00,1797.00,-36.00
1989:Q4,9632.00,950.00,950.00,950.00,0.00,0.00,0.00,5366.00,5366.00,5123.00,0.00,0.00,0.00,0.00,243.00,0.00,0.00,3316.00,2394.00,922.00,0.00,0.00,0.00,9632.00,591.00,23.00,23.00,0.00,478.00,478.00,0.00,91.00,91.00,0.00,8439.00,2394.00,2394.00,6045.00,0.00,922.00,5123.00,0.00,360.00,360.00,0.00,243.00,243.00,0.00,360.00,928.00,928.00,0.00,0.00,0.00,0.00,0.00,0.00,-478.00,-91.00,-3073.00,2972.00,-6045.00,2956.00,-243.00
1990:Q1,8970.00,0.00,0.00,0.00,0.00,0.00,0.00,5570.00,5570.00,5362.00,0.00,0.00,0.00,0.00,208.00,0.00,0.00,3400.00,2421.00,979.00,0.00,0.00,0.00,8970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8762.00,2421.00,2421.00,6341.00,0.00,979.00,5362.00,0.00,0.00,0.00,0.00,208.00,208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3192.00,3149.00,-6341.00,3400.00,-208.00
1990:Q2,9767.00,0.00,0.00,0.00,0.00,0.00,0.00,5084.00,5084.00,5046.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,4683.00,3661.00,1022.00,0.00,0.00,0.00,9767.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9729.00,3661.00,3661.00,6068.00,0.00,1022.00,5046.00,0.00,0.00,0.00,0.00,38.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4645.00,1423.00,-6068.00,4683.00,-38.00
1990:Q3,9058.00,0.00,0.00,0.00,0.00,0.00,0.00,5166.00,5166.00,5127.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,3892.00,2830.00,1062.00,0.00,0.00,0.00,9058.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9019.00,2830.00,2830.00,6189.00,0.00,1062.00,5127.00,0.00,0.00,0.00,0.00,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3853.00,2336.00,-6189.00,3892.00,-39.00
1990:Q4,16166.00,0.00,0.00,0.00,0.00,0.00,0.00,12385.00,12385.00,5297.00,0.00,0.00,0.00,0.00,7088.00,0.00,0.00,3781.00,2685.00,1096.00,0.00,0.00,0.00,16166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9078.00,2685.00,2685.00,6393.00,0.00,1096.00,5297.00,0.00,0.00,0.00,0.00,7088.00,7088.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3307.00,9700.00,-6393.00,3781.00,-7088.00
1991:Q1,10380.00,0.00,0.00,0.00,0.00,0.00,0.00,6498.00,6498.00,5388.00,0.00,0.00,0.00,0.00,1110.00,0.00,0.00,3882.00,2750.00,1132.00,0.00,0.00,0.00,10380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9270.00,2750.00,2750.00,6520.00,0.00,1132.00,5388.00,0.00,0.00,0.00,0.00,1110.00,1110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2772.00,3748.00,-6520.00,3882.00,-1110.00
1991:Q2,9286.00,0.00,0.00,0.00,0.00,0.00,0.00,5545.00,5545.00,5403.00,0.00,0.00,0.00,0.00,142.00,0.00,0.00,3741.00,2591.00,1150.00,0.00,0.00,0.00,9286.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9144.00,2591.00,2591.00,6553.00,0.00,1150.00,5403.00,0.00,0.00,0.00,0.00,142.00,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3599.00,2954.00,-6553.00,3741.00,-142.00
1991:Q3,13387.00,0.00,0.00,0.00,0.00,0.00,0.00,9267.00,9267.00,5264.00,0.00,0.00,0.00,0.00,4003.00,0.00,0.00,4120.00,2962.00,1158.00,0.00,0.00,0.00,13387.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9384.00,2962.00,2962.00,6422.00,0.00,1158.00,5264.00,0.00,0.00,0.00,0.00,4003.00,4003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-117.00,6305.00,-6422.00,4120.00,-4003.00
1991:Q4,10335.00,1284.00,1284.00,1284.00,0.00,0.00,0.00,5197.00,5197.00,5153.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,3854.00,2697.00,1157.00,0.00,0.00,0.00,10335.00,139.00,0.00,0.00,0.00,0.00,0.00,0.00,139.00,139.00,0.00,9007.00,2697.00,2697.00,6310.00,0.00,1157.00,5153.00,0.00,1145.00,1145.00,0.00,44.00,44.00,0.00,1145.00,1284.00,1284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-139.00,-3810.00,2500.00,-6310.00,2709.00,-44.00
1992:Q1,9327.00,0.00,0.00,0.00,0.00,0.00,0.00,5392.00,5392.00,5347.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,3935.00,2804.00,1131.00,0.00,0.00,0.00,9327.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9282.00,2804.00,2804.00,6478.00,0.00,1131.00,5347.00,0.00,0.00,0.00,0.00,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3890.00,2588.00,-6478.00,3935.00,-45.00
1992:Q2,9537.00,0.00,0.00,0.00,0.00,0.00,0.00,5797.00,5797.00,5700.00,0.00,0.00,0.00,0.00,97.00,0.00,0.00,3740.00,2615.00,1125.00,0.00,0.00,0.00,9537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9440.00,2615.00,2615.00,6825.00,0.00,1125.00,5700.00,0.00,0.00,0.00,0.00,97.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3643.00,3182.00,-6825.00,3740.00,-97.00
1992:Q3,28858.00,17700.00,17700.00,17700.00,0.00,0.00,0.00,5615.00,5615.00,5572.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,4008.00,2883.00,1125.00,1535.00,1535.00,0.00,28858.00,9120.00,340.00,340.00,0.00,6955.00,6955.00,0.00,1825.00,1825.00,0.00,9580.00,2883.00,2883.00,6697.00,0.00,1125.00,5572.00,0.00,10115.00,10115.00,0.00,43.00,43.00,0.00,8580.00,17360.00,17360.00,0.00,0.00,0.00,0.00,0.00,0.00,-6955.00,-1825.00,-3965.00,2732.00,-6697.00,-6107.00,1492.00
1992:Q4,9920.00,0.00,0.00,0.00,0.00,0.00,0.00,5809.00,5809.00,5766.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,4111.00,2979.00,1132.00,0.00,0.00,0.00,9920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9877.00,2979.00,2979.00,6898.00,0.00,1132.00,5766.00,0.00,0.00,0.00,0.00,43.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4068.00,2830.00,-6898.00,4111.00,-43.00
1993:Q1,11998.00,1769.00,1769.00,1769.00,0.00,0.00,0.00,6095.00,6095.00,5446.00,0.00,0.00,0.00,0.00,649.00,0.00,0.00,4135.00,2984.00,1151.00,0.00,0.00,0.00,11998.00,804.00,24.00,24.00,0.00,480.00,480.00,0.00,300.00,300.00,0.00,9581.00,2984.00,2984.00,6597.00,0.00,1151.00,5446.00,0.00,965.00,965.00,0.00,649.00,649.00,0.00,965.00,1745.00,1745.00,0.00,0.00,0.00,0.00,0.00,0.00,-480.00,-300.00,-3486.00,3111.00,-6597.00,3170.00,-649.00
1993:Q2,9985.00,0.00,0.00,0.00,0.00,0.00,0.00,5658.00,5658.00,5618.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,4327.00,3157.00,1170.00,0.00,0.00,0.00,9985.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9945.00,3157.00,3157.00,6788.00,0.00,1170.00,5618.00,0.00,0.00,0.00,0.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4287.00,2501.00,-6788.00,4327.00,-40.00
1993:Q3,11021.00,310.00,310.00,310.00,0.00,0.00,0.00,6321.00,6321.00,6221.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4390.00,3196.00,1194.00,0.00,0.00,0.00,11021.00,193.00,6.00,6.00,0.00,123.00,123.00,0.00,64.00,64.00,0.00,10611.00,3196.00,3196.00,7415.00,0.00,1194.00,6221.00,0.00,118.00,118.00,0.00,100.00,100.00,0.00,118.00,304.00,304.00,0.00,0.00,0.00,0.00,0.00,0.00,-123.00,-64.00,-4290.00,3125.00,-7415.00,4272.00,-100.00
1993:Q4,11016.00,0.00,0.00,0.00,0.00,0.00,0.00,6230.00,6230.00,6191.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,4786.00,3566.00,1220.00,0.00,0.00,0.00,11016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10977.00,3566.00,3566.00,7411.00,0.00,1220.00,6191.00,0.00,0.00,0.00,0.00,39.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4747.00,2664.00,-7411.00,4786.00,-39.00
1994:Q1,23548.00,12510.00,12510.00,12510.00,0.00,0.00,0.00,5943.00,5943.00,5908.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,5095.00,3833.00,1262.00,0.00,0.00,0.00,23548.00,7748.00,342.00,342.00,0.00,3258.00,3258.00,0.00,4148.00,4148.00,0.00,11003.00,3833.00,3833.00,7170.00,0.00,1262.00,5908.00,0.00,4762.00,4762.00,0.00,35.00,35.00,0.00,4762.00,12168.00,12168.00,0.00,0.00,0.00,0.00,0.00,0.00,-3258.00,-4148.00,-5060.00,2110.00,-7170.00,333.00,-35.00
1994:Q2,12211.00,0.00,0.00,0.00,0.00,0.00,0.00,6885.00,6885.00,5988.00,0.00,0.00,0.00,0.00,897.00,0.00,0.00,5326.00,4046.00,1280.00,0.00,0.00,0.00,12211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11314.00,4046.00,4046.00,7268.00,0.00,1280.00,5988.00,0.00,0.00,0.00,0.00,897.00,897.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4429.00,2839.00,-7268.00,5326.00,-897.00
1994:Q3,11459.00,0.00,0.00,0.00,0.00,0.00,0.00,6550.00,6550.00,6288.00,0.00,0.00,0.00,0.00,262.00,0.00,0.00,4909.00,3620.00,1289.00,0.00,0.00,0.00,11459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11197.00,3620.00,3620.00,7577.00,0.00,1289.00,6288.00,0.00,0.00,0.00,0.00,262.00,262.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4647.00,2930.00,-7577.00,4909.00,-262.00
1994:Q4,11567.00,0.00,0.00,0.00,0.00,0.00,0.00,6669.00,6669.00,6619.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,4898.00,3609.00,1289.00,0.00,0.00,0.00,11567.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11517.00,3609.00,3609.00,7908.00,0.00,1289.00,6619.00,0.00,0.00,0.00,0.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4848.00,3060.00,-7908.00,4898.00,-50.00
1995:Q1,11817.00,0.00,0.00,0.00,0.00,0.00,0.00,6987.00,6987.00,6936.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,4830.00,3570.00,1260.00,0.00,0.00,0.00,11817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11766.00,3570.00,3570.00,8196.00,0.00,1260.00,6936.00,0.00,0.00,0.00,0.00,51.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4779.00,3417.00,-8196.00,4830.00,-51.00
1995:Q2,11823.00,0.00,0.00,0.00,0.00,0.00,0.00,7059.00,7059.00,7007.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,4764.00,3502.00,1262.00,0.00,0.00,0.00,11823.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11771.00,3502.00,3502.00,8269.00,0.00,1262.00,7007.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4712.00,3557.00,-8269.00,4764.00,-52.00
1995:Q3,12256.00,0.00,0.00,0.00,0.00,0.00,0.00,7105.00,7105.00,6612.00,0.00,0.00,0.00,0.00,493.00,0.00,0.00,5151.00,3878.00,1273.00,0.00,0.00,0.00,12256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11763.00,3878.00,3878.00,7885.00,0.00,1273.00,6612.00,0.00,0.00,0.00,0.00,493.00,493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4658.00,3227.00,-7885.00,5151.00,-493.00
1995:Q4,13993.00,1950.00,1950.00,1950.00,0.00,0.00,0.00,6749.00,6749.00,6704.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,5294.00,3998.00,1296.00,0.00,0.00,0.00,13993.00,818.00,20.00,20.00,0.00,444.00,444.00,0.00,354.00,354.00,0.00,11998.00,3998.00,3998.00,8000.00,0.00,1296.00,6704.00,0.00,1132.00,1132.00,0.00,45.00,45.00,0.00,1132.00,1930.00,1930.00,0.00,0.00,0.00,0.00,0.00,0.00,-444.00,-354.00,-5249.00,2751.00,-8000.00,4162.00,-45.00
