1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,1555700.00,1554830.00,146540.00,401087.00,31268.00,369819.00,1007203.00,0.00,510520.00,103261.00,0.00,115851.00,277571.00,870.00,870.00,0.00,1555700.00,20790.00,56981.00,133109.00,0.00,100037.00,0.00,0.00,16748.00,38503.00,38712.00,30798.00,506003.00,46523.00,6837.00,153941.00,214750.00,191968.00
2008:Q4,1599788.00,1599300.00,131479.00,341972.00,49654.00,292318.00,1125849.00,0.00,559264.00,100885.00,0.00,77705.00,387995.00,488.00,488.00,0.00,1599788.00,5958.00,57286.00,127574.00,0.00,15685.00,0.00,0.00,19103.00,38291.00,37120.00,31238.00,632716.00,35257.00,6791.00,65701.00,361617.00,165451.00
2009:Q1,1424685.00,1423918.00,106923.00,344792.00,42775.00,302017.00,972203.00,0.00,484665.00,72834.00,0.00,56148.00,358556.00,767.00,767.00,0.00,1424685.00,5558.00,49862.00,121310.00,0.00,4452.00,0.00,0.00,17462.00,41577.00,37718.00,31288.00,596659.00,24354.00,11237.00,49879.00,281310.00,152019.00
2009:Q2,1279704.00,1278800.00,86182.00,349528.00,44319.00,305209.00,843090.00,0.00,420443.00,66766.00,0.00,51880.00,304001.00,904.00,904.00,0.00,1279704.00,15058.00,55949.00,118896.00,0.00,9841.00,0.00,0.00,12143.00,46620.00,38317.00,30917.00,538694.00,29459.00,12044.00,61262.00,173379.00,137125.00
2009:Q3,1170002.00,1169290.00,72903.00,396388.00,35958.00,360430.00,699999.00,0.00,329831.00,58972.00,0.00,55614.00,255582.00,712.00,712.00,0.00,1170002.00,23400.00,49698.00,117644.00,0.00,52.00,0.00,0.00,9228.00,47304.00,38916.00,30963.00,524455.00,37039.00,9675.00,49532.00,106592.00,125504.00
2009:Q4,1137989.00,1137375.00,58412.00,401333.00,34488.00,366845.00,677630.00,0.00,293059.00,62074.00,0.00,60790.00,261707.00,614.00,614.00,0.00,1137989.00,22650.00,55987.00,89552.00,0.00,0.00,0.00,0.00,9825.00,49800.00,39515.00,31024.00,520748.00,43372.00,9741.00,41538.00,107080.00,117157.00
2010:Q1,1081297.00,1080979.00,73619.00,387527.00,34760.00,352767.00,619833.00,132545.00,126429.00,63987.00,0.00,73977.00,222895.00,318.00,318.00,0.00,1081297.00,21620.00,57137.00,110800.00,0.00,0.00,0.00,0.00,11094.00,35664.00,39169.00,31072.00,454900.00,42183.00,8611.00,38495.00,117650.00,112902.00
2010:Q2,1028251.00,1028047.00,81981.00,378336.00,33384.00,344952.00,567730.00,135794.00,112182.00,63082.00,0.00,63721.00,192951.00,204.00,204.00,0.00,1028251.00,20561.00,63594.00,106597.00,0.00,0.00,0.00,0.00,10368.00,39332.00,38823.00,31164.00,391376.00,31337.00,10441.00,33091.00,147395.00,104172.00
2010:Q3,1050752.00,1050573.00,97941.00,378017.00,29447.00,348570.00,574615.00,129213.00,119412.00,56817.00,0.00,64386.00,204787.00,179.00,179.00,0.00,1050752.00,21011.00,70683.00,105021.00,0.00,0.00,0.00,0.00,11770.00,46011.00,38477.00,33708.00,390883.00,35737.00,8573.00,34189.00,146330.00,108359.00
2010:Q4,1057583.00,1057453.00,82930.00,398632.00,30645.00,367987.00,575891.00,112879.00,120179.00,111029.00,0.00,64735.00,167069.00,130.00,130.00,0.00,1057583.00,21149.00,67978.00,102755.00,0.00,0.00,0.00,0.00,7890.00,40933.00,38131.00,36357.00,402068.00,40555.00,9903.00,36240.00,151501.00,102123.00
2011:Q1,1131326.00,1131216.00,110462.00,428222.00,35069.00,393153.00,592532.00,109154.00,128284.00,114440.00,0.00,73625.00,167029.00,110.00,110.00,0.00,1131326.00,22624.00,70393.00,97968.00,0.00,0.00,0.00,0.00,8540.00,40116.00,38718.00,39062.00,403540.00,65471.00,9472.00,39578.00,177574.00,118270.00
2011:Q2,1081643.00,1081597.00,106912.00,417168.00,41399.00,375769.00,557517.00,109024.00,116177.00,108727.00,0.00,76947.00,146642.00,46.00,46.00,0.00,1081643.00,21632.00,69571.00,93517.00,0.00,0.00,0.00,0.00,8046.00,38732.00,39307.00,41932.00,366872.00,71212.00,9283.00,42229.00,161407.00,117903.00
2011:Q3,1004483.00,1004436.00,124687.00,352534.00,33954.00,318580.00,527215.00,109886.00,108528.00,111762.00,0.00,71710.00,125329.00,47.00,47.00,0.00,1004483.00,20089.00,62004.00,93576.00,0.00,0.00,0.00,0.00,5261.00,43310.00,39895.00,40284.00,354882.00,77475.00,9207.00,40742.00,105314.00,112444.00
2011:Q4,969302.00,969233.00,116309.00,345131.00,30188.00,314943.00,507793.00,120572.00,96037.00,120987.00,0.00,75876.00,94321.00,69.00,69.00,0.00,969302.00,19385.00,67864.00,90722.00,0.00,0.00,0.00,0.00,8754.00,29698.00,40482.00,38463.00,361527.00,55555.00,6479.00,42143.00,105521.00,102709.00
2012:Q1,994413.00,994380.00,127585.00,362572.00,32803.00,329769.00,504223.00,104326.00,97681.00,122810.00,0.00,87182.00,92224.00,33.00,33.00,0.00,994413.00,19888.00,58278.00,88019.00,0.00,0.00,0.00,0.00,7290.00,30347.00,39323.00,36637.00,362904.00,60500.00,5170.00,43707.00,131655.00,110695.00
2012:Q2,962048.00,962025.00,132082.00,357366.00,40707.00,316659.00,472577.00,102076.00,85179.00,122535.00,0.00,87019.00,75768.00,23.00,23.00,0.00,962048.00,19241.00,57578.00,86239.00,0.00,0.00,0.00,0.00,7210.00,35004.00,38164.00,34927.00,333319.00,64473.00,5723.00,34691.00,149824.00,95655.00
2012:Q3,957312.00,957310.00,136004.00,366725.00,39198.00,327527.00,454581.00,90739.00,86843.00,123055.00,0.00,116963.00,36981.00,2.00,2.00,0.00,957312.00,19146.00,60035.00,85066.00,0.00,0.00,0.00,0.00,7844.00,38720.00,37004.00,35127.00,325755.00,69142.00,4153.00,33220.00,141198.00,100902.00
2012:Q4,952425.00,952423.00,130330.00,373000.00,40441.00,332559.00,449093.00,87501.00,86993.00,129147.00,0.00,116436.00,29016.00,2.00,2.00,0.00,952425.00,18800.00,59497.00,83202.00,0.00,0.00,0.00,0.00,7366.00,43576.00,35845.00,35318.00,347154.00,61869.00,3398.00,29934.00,123691.00,102775.00
2013:Q1,1001243.00,1001235.00,140087.00,407388.00,34404.00,372984.00,453760.00,74434.00,88035.00,121822.00,0.00,117743.00,51726.00,8.00,8.00,0.00,1001243.00,18000.00,56201.00,81355.00,0.00,0.00,0.00,0.00,7378.00,39306.00,37193.00,35454.00,357063.00,72600.00,4175.00,29958.00,152741.00,109819.00
2013:Q2,990618.00,990612.00,147247.00,417402.00,51212.00,366190.00,425963.00,64153.00,79580.00,119555.00,0.00,110568.00,52107.00,6.00,6.00,0.00,990618.00,17800.00,52607.00,78094.00,0.00,0.00,0.00,0.00,6583.00,39651.00,38541.00,35621.00,362750.00,76020.00,4292.00,29399.00,137891.00,111369.00
2013:Q3,976894.00,976894.00,171169.00,405875.00,57502.00,348373.00,399850.00,57341.00,79183.00,124874.00,0.00,109376.00,29076.00,0.00,0.00,0.00,976894.00,17600.00,50332.00,75750.00,0.00,0.00,0.00,0.00,6942.00,44393.00,39890.00,36729.00,364006.00,80860.00,5042.00,30953.00,134601.00,89796.00
2013:Q4,951632.00,951632.00,144511.00,406951.00,51595.00,355356.00,400170.00,59662.00,79906.00,118815.00,0.00,96552.00,45235.00,0.00,0.00,0.00,951632.00,15000.00,52886.00,73384.00,0.00,0.00,0.00,0.00,8058.00,46731.00,41239.00,37825.00,357853.00,84162.00,4426.00,28654.00,100081.00,101333.00
2014:Q1,992192.00,992192.00,180154.00,413834.00,49555.00,364279.00,398204.00,58363.00,73729.00,114018.00,0.00,89675.00,62419.00,0.00,0.00,0.00,992192.00,15875.00,56887.00,72002.00,0.00,0.00,0.00,0.00,7203.00,43629.00,41738.00,38947.00,360593.00,91614.00,4762.00,34350.00,118081.00,106511.00
2014:Q2,1005517.00,1005517.00,185778.00,435193.00,61994.00,373199.00,384546.00,55967.00,71010.00,109795.00,0.00,91308.00,56466.00,0.00,0.00,0.00,1005517.00,16088.00,51548.00,71075.00,0.00,0.00,0.00,0.00,7899.00,41008.00,42239.00,40035.00,347067.00,100386.00,5664.00,32400.00,132973.00,117135.00
2014:Q3,996100.00,996100.00,207060.00,393149.00,64641.00,328508.00,395891.00,54714.00,71895.00,115754.00,0.00,81883.00,71645.00,0.00,0.00,0.00,996100.00,15937.00,52178.00,68197.00,0.00,0.00,0.00,0.00,8212.00,40330.00,42740.00,40670.00,337173.00,100058.00,5973.00,20877.00,144171.00,119584.00
2014:Q4,930387.00,930387.00,181963.00,385560.00,45174.00,340386.00,362864.00,54501.00,64758.00,117764.00,0.00,76967.00,48874.00,0.00,0.00,0.00,930387.00,14886.00,56396.00,66266.00,0.00,0.00,0.00,0.00,7916.00,42155.00,43239.00,41272.00,338648.00,94091.00,5950.00,20840.00,90799.00,107929.00
2015:Q1,952694.00,952694.00,188237.00,415943.00,49706.00,366237.00,348514.00,49027.00,64376.00,113826.00,0.00,69974.00,51311.00,0.00,0.00,0.00,952694.00,15234.00,57383.00,65152.00,0.00,0.00,0.00,0.00,8076.00,39852.00,44567.00,41861.00,346962.00,92786.00,5605.00,21692.00,95087.00,118437.00
2015:Q2,978774.00,978774.00,177495.00,429404.00,67033.00,362371.00,371875.00,50111.00,70038.00,120986.00,0.00,56274.00,74466.00,0.00,0.00,0.00,978774.00,15660.00,56637.00,62992.00,0.00,0.00,0.00,0.00,8214.00,37135.00,44888.00,42484.00,341699.00,88632.00,5572.00,19634.00,142159.00,113068.00
2015:Q3,991263.00,991263.00,201196.00,447791.00,57752.00,390039.00,342276.00,51103.00,58090.00,120900.00,0.00,16009.00,96174.00,0.00,0.00,0.00,991263.00,15860.00,54825.00,65692.00,0.00,0.00,0.00,0.00,8596.00,38574.00,45628.00,41872.00,337993.00,82916.00,4994.00,19537.00,173947.00,100829.00
2015:Q4,941492.00,941492.00,176548.00,444816.00,44109.00,400707.00,320128.00,53583.00,57477.00,113339.00,0.00,5659.00,90070.00,0.00,0.00,0.00,941492.00,15064.00,54709.00,63305.00,0.00,0.00,0.00,0.00,8826.00,35254.00,46325.00,41533.00,298841.00,81711.00,5466.00,19472.00,166918.00,104068.00
2016:Q1,1021136.00,1021136.00,185460.00,467309.00,57253.00,410056.00,368367.00,56573.00,67031.00,117601.00,0.00,5584.00,121578.00,0.00,0.00,0.00,1021136.00,16338.00,54845.00,60630.00,0.00,0.00,0.00,0.00,8483.00,37516.00,46826.00,39637.00,333358.00,86824.00,5502.00,20276.00,209411.00,101490.00
2016:Q2,1015897.00,1015897.00,186852.00,469225.00,61613.00,407612.00,359820.00,55480.00,65337.00,121557.00,0.00,4601.00,112845.00,0.00,0.00,0.00,1015897.00,16254.00,59229.00,61270.00,0.00,0.00,0.00,0.00,8499.00,37462.00,47293.00,39724.00,276566.00,85093.00,5566.00,17024.00,252568.00,109349.00
