1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q3,152208.00,9918.00,47844.00,41651.00,16488.00,36307.00,152208.00,96991.00,704.00,27199.00,53068.00,16020.00,51515.00,754.00,-737.00,10605.00,25822.00,6804.00,-500.00,21.00,184.00,-713.00,9275.00,3702.00,152208.00,67135.00,62443.00,-2010.00,182.00,0.00,6520.00,75885.00,1123.00,16108.00,-414.00,-90.00,702.00,7307.00,19754.00,15565.00,13689.00,5250.00,-6702.00,1437.00,4974.00,0.00,1033.00,3852.00,-597.00,633.00,-590.00,190.00,-7339.00,9188.00
1988:Q4,195271.00,28690.00,60772.00,54162.00,18379.00,33268.00,195271.00,116504.00,575.00,27428.00,71174.00,17327.00,73327.00,559.00,1828.00,19610.00,24150.00,8608.00,14313.00,613.00,2006.00,-42.00,1682.00,5440.00,195271.00,83516.00,65200.00,1981.00,239.00,0.00,16096.00,86716.00,10089.00,3369.00,-479.00,60.00,594.00,7493.00,19453.00,2770.00,17001.00,4081.00,10025.00,1434.00,4152.00,0.00,5710.00,5187.00,1246.00,633.00,-10175.00,1093.00,2980.00,25039.00
1989:Q1,137338.00,29667.00,33448.00,41097.00,7503.00,25623.00,137338.00,65699.00,-293.00,24259.00,33154.00,8579.00,65884.00,-2087.00,-3860.00,16219.00,25172.00,11257.00,2618.00,725.00,2132.00,3787.00,9921.00,5755.00,137338.00,31287.00,8653.00,18052.00,337.00,0.00,4245.00,79797.00,-5793.00,5844.00,-887.00,167.00,-220.00,7224.00,19523.00,2725.00,-4063.00,10569.00,19580.00,5979.00,2630.00,0.00,809.00,2860.00,1074.00,218.00,13856.00,-72.00,-2226.00,26254.00
1989:Q2,106498.00,19172.00,16735.00,29976.00,7119.00,33496.00,106498.00,60447.00,246.00,34774.00,18018.00,7409.00,46018.00,-254.00,2587.00,4670.00,24023.00,1006.00,9914.00,157.00,1216.00,1218.00,1481.00,33.00,106498.00,30616.00,10610.00,6531.00,474.00,0.00,13001.00,78763.00,2999.00,-19844.00,227.00,175.00,-582.00,7234.00,22096.00,11717.00,8552.00,10687.00,12557.00,-4765.00,181.00,0.00,-19408.00,-2067.00,2121.00,217.00,30304.00,-101.00,16463.00,-2881.00
1989:Q3,134825.00,7393.00,48944.00,35747.00,17919.00,24822.00,134825.00,87689.00,954.00,18649.00,50719.00,17367.00,40788.00,-1411.00,1163.00,1443.00,32529.00,1805.00,4494.00,165.00,-737.00,2723.00,-1386.00,6348.00,134825.00,43689.00,27729.00,4671.00,476.00,0.00,10813.00,61741.00,-10815.00,-25427.00,822.00,193.00,-1204.00,7157.00,14670.00,13233.00,13507.00,5241.00,17703.00,8413.00,2867.00,0.00,8933.00,2122.00,1139.00,218.00,1853.00,-386.00,1502.00,29395.00
1989:Q4,186960.00,9631.00,80164.00,44290.00,17295.00,35580.00,186960.00,112194.00,2244.00,16682.00,79019.00,14249.00,68966.00,-2126.00,1136.00,2898.00,42537.00,12875.00,7275.00,-261.00,3655.00,-1500.00,2477.00,5800.00,186960.00,80041.00,55015.00,13593.00,341.00,0.00,11092.00,100708.00,5694.00,-14250.00,1377.00,173.00,-945.00,7131.00,20221.00,16339.00,18699.00,4736.00,19641.00,47.00,878.00,0.00,5151.00,-10946.00,1729.00,217.00,34155.00,1746.00,-11085.00,6211.00
1990:Q1,146090.00,15164.00,46138.00,44534.00,17696.00,22558.00,146090.00,97032.00,167.00,25258.00,53531.00,18076.00,44230.00,-2745.00,-2213.00,1525.00,35616.00,10305.00,5540.00,-540.00,-1494.00,-503.00,-1261.00,4828.00,146090.00,22307.00,19786.00,-19862.00,237.00,0.00,22146.00,129784.00,-8877.00,22111.00,4601.00,917.00,2507.00,7030.00,22440.00,4034.00,-4667.00,16475.00,43236.00,16838.00,2508.00,0.00,7273.00,6041.00,-163.00,-275.00,-30816.00,732.00,17839.00,-6001.00
1990:Q2,136956.00,-409.00,43034.00,43280.00,12289.00,38762.00,136956.00,75747.00,813.00,19416.00,44377.00,11141.00,50532.00,-4556.00,-218.00,2904.00,39033.00,16507.00,4308.00,420.00,-1464.00,-7623.00,1221.00,10677.00,136956.00,49685.00,44734.00,68.00,164.00,0.00,4719.00,75892.00,13406.00,-11411.00,1376.00,-725.00,1235.00,6839.00,26488.00,17649.00,7716.00,7235.00,-10844.00,4858.00,-1335.00,0.00,6518.00,790.00,2160.00,-275.00,-4845.00,-2247.00,11304.00,11379.00
1990:Q3,156301.00,18877.00,77082.00,37441.00,10299.00,12602.00,156301.00,97652.00,570.00,10349.00,76752.00,9981.00,51768.00,-1207.00,-826.00,3436.00,34335.00,13500.00,-507.00,-829.00,3487.00,-11428.00,11807.00,6881.00,156301.00,57596.00,64427.00,-10130.00,105.00,0.00,3194.00,86946.00,2921.00,-2717.00,1910.00,64.00,896.00,6930.00,25683.00,10575.00,14329.00,2422.00,27618.00,5945.00,-165.00,0.00,17257.00,1447.00,1556.00,-275.00,-17602.00,-254.00,-11594.00,11759.00
1990:Q4,210825.00,-2975.00,105844.00,50359.00,8537.00,49060.00,210825.00,115469.00,1429.00,1468.00,105591.00,6981.00,84057.00,2742.00,2372.00,9284.00,41328.00,19081.00,10535.00,805.00,977.00,-8132.00,5065.00,11299.00,210825.00,98744.00,92577.00,2121.00,60.00,0.00,3986.00,91939.00,682.00,-4671.00,4068.00,84.00,1141.00,7294.00,13890.00,8211.00,18676.00,-6371.00,19969.00,4044.00,294.00,0.00,-2795.00,-4194.00,1893.00,-275.00,56056.00,-767.00,-25290.00,20142.00
1991:Q1,128770.00,-2072.00,50656.00,27724.00,13159.00,39303.00,128770.00,79978.00,-199.00,21870.00,44656.00,13651.00,33631.00,-2904.00,-6395.00,3278.00,30446.00,10803.00,-6411.00,436.00,1132.00,-362.00,3608.00,15161.00,128770.00,-27507.00,-33352.00,-2741.00,-15.00,0.00,8601.00,146047.00,5875.00,5655.00,3201.00,103.00,2700.00,8041.00,29863.00,13287.00,-5402.00,4587.00,39299.00,38141.00,2074.00,0.00,11754.00,-1785.00,2095.00,24.00,-14855.00,-248.00,1638.00,10230.00
1991:Q2,123486.00,-24183.00,54053.00,26756.00,20188.00,46672.00,123486.00,96413.00,1430.00,24399.00,52503.00,18081.00,37411.00,-2547.00,-96.00,-7371.00,35677.00,13878.00,2809.00,-272.00,1733.00,-1077.00,-5323.00,-10338.00,123486.00,35078.00,27055.00,4302.00,-124.00,0.00,3845.00,71873.00,6390.00,-4191.00,-1631.00,121.00,2513.00,8158.00,33717.00,1127.00,10116.00,3934.00,-21312.00,27516.00,3791.00,0.00,1406.00,-7252.00,2290.00,24.00,9239.00,-62.00,-4021.00,16535.00
1991:Q3,208471.00,-11609.00,117145.00,35271.00,30297.00,37367.00,208471.00,148232.00,2102.00,7728.00,109947.00,28455.00,52281.00,-1827.00,-1829.00,5140.00,37329.00,17083.00,669.00,-462.00,58.00,-2790.00,-1090.00,7958.00,208471.00,54716.00,20414.00,15529.00,-119.00,0.00,18892.00,141516.00,11011.00,19784.00,3007.00,111.00,2234.00,7647.00,19539.00,13957.00,15234.00,-2921.00,-821.00,24913.00,3531.00,0.00,16701.00,-7084.00,5296.00,24.00,23419.00,524.00,-14590.00,12239.00
1991:Q4,216938.00,-6097.00,108533.00,42293.00,29816.00,42393.00,216938.00,145823.00,484.00,5227.00,109487.00,30625.00,62124.00,-553.00,-1275.00,8162.00,33177.00,12000.00,9116.00,146.00,788.00,1744.00,-1181.00,8991.00,216938.00,34511.00,10615.00,11520.00,-5.00,0.00,12381.00,158541.00,7822.00,20073.00,11595.00,74.00,3539.00,6494.00,4781.00,4245.00,21175.00,-3798.00,14677.00,49832.00,3394.00,0.00,5838.00,-6900.00,5158.00,24.00,-294.00,164.00,10648.00,23886.00
1992:Q1,151763.00,8192.00,79859.00,23280.00,3374.00,37058.00,151763.00,111514.00,1076.00,31422.00,77068.00,1948.00,40735.00,-1847.00,-1769.00,2833.00,23238.00,9758.00,-3782.00,1092.00,686.00,2724.00,7802.00,-486.00,151763.00,25597.00,24816.00,-10993.00,107.00,0.00,11667.00,104199.00,-774.00,24495.00,-1141.00,511.00,5187.00,6539.00,25137.00,7176.00,-5756.00,9688.00,20917.00,-4923.00,5824.00,0.00,15743.00,-6494.00,-629.00,82.00,-15663.00,1905.00,16375.00,21967.00
1992:Q2,187550.00,5810.00,73165.00,51910.00,11638.00,45027.00,187550.00,105903.00,1233.00,21766.00,73262.00,9642.00,69721.00,1373.00,-1092.00,12553.00,39260.00,12761.00,-4307.00,-1156.00,3418.00,-2309.00,9220.00,11926.00,187550.00,15834.00,-3626.00,23280.00,204.00,0.00,-4024.00,137048.00,10837.00,13164.00,6866.00,837.00,4732.00,5268.00,24871.00,2027.00,10511.00,5218.00,-10695.00,35410.00,4701.00,0.00,3588.00,-4649.00,-2702.00,81.00,26911.00,-73.00,145.00,34668.00
1992:Q3,191821.00,3641.00,88804.00,43842.00,14218.00,41316.00,191821.00,116936.00,-384.00,12664.00,91061.00,13595.00,67744.00,2876.00,-1903.00,16925.00,24660.00,15789.00,5174.00,-21.00,-398.00,1657.00,2985.00,7141.00,191821.00,25233.00,28209.00,-4843.00,480.00,0.00,1387.00,154152.00,2653.00,29224.00,2214.00,770.00,3781.00,1384.00,25479.00,14110.00,16283.00,16400.00,-2507.00,22719.00,4621.00,0.00,6772.00,-7756.00,3157.00,52.00,10138.00,2877.00,1781.00,12436.00
1992:Q4,172706.00,-4513.00,101712.00,37462.00,-5908.00,43953.00,172706.00,108937.00,455.00,14647.00,102379.00,-8544.00,59996.00,2680.00,1013.00,8395.00,28400.00,17980.00,5812.00,354.00,-1012.00,203.00,-3829.00,3773.00,172706.00,23496.00,14309.00,16536.00,-64.00,0.00,-7285.00,126005.00,15178.00,21417.00,4746.00,659.00,1588.00,3890.00,21823.00,6518.00,21798.00,6266.00,-3592.00,37441.00,5038.00,0.00,7437.00,-4061.00,2079.00,111.00,-22679.00,542.00,-194.00,23205.00
1993:Q1,191101.00,-19657.00,51085.00,36607.00,19387.00,103679.00,191101.00,135203.00,688.00,64983.00,51875.00,17657.00,41892.00,-1162.00,-1851.00,8068.00,27749.00,15494.00,-5600.00,-107.00,-2371.00,5282.00,-3610.00,14006.00,191101.00,19727.00,28657.00,-13567.00,312.00,0.00,4325.00,150423.00,3160.00,30451.00,4749.00,557.00,4700.00,7292.00,37511.00,14127.00,-7290.00,-1236.00,1692.00,53882.00,4996.00,0.00,-7237.00,5663.00,3795.00,-36.00,18117.00,-735.00,-23736.00,20951.00
1993:Q2,208142.00,6578.00,69596.00,19688.00,28290.00,83990.00,208142.00,155515.00,1233.00,57987.00,70616.00,25679.00,36559.00,1197.00,-1131.00,17164.00,1504.00,15718.00,-5300.00,-1298.00,3431.00,334.00,4940.00,16068.00,208142.00,10277.00,-10278.00,6143.00,98.00,0.00,14314.00,169282.00,14591.00,6604.00,442.00,419.00,1775.00,9078.00,33339.00,1238.00,10436.00,11732.00,-340.00,52302.00,4996.00,0.00,7269.00,3291.00,2377.00,-36.00,13888.00,1460.00,-5579.00,28583.00
1993:Q3,258411.00,-3864.00,56835.00,75236.00,16988.00,113216.00,258411.00,121165.00,-72.00,45276.00,60893.00,15068.00,106324.00,-210.00,-1683.00,41923.00,29255.00,20822.00,12259.00,-450.00,3665.00,118.00,625.00,30922.00,258411.00,24834.00,-2804.00,18543.00,67.00,0.00,9028.00,194214.00,5986.00,20182.00,1720.00,382.00,1013.00,9422.00,32647.00,22674.00,15680.00,17073.00,65.00,17183.00,4996.00,0.00,17984.00,7999.00,4106.00,-934.00,34.00,761.00,15241.00,39363.00
1993:Q4,248489.00,11828.00,107889.00,41549.00,1632.00,85591.00,248489.00,141007.00,-788.00,31722.00,109820.00,253.00,95206.00,-269.00,-463.00,13407.00,26211.00,30462.00,10996.00,125.00,7315.00,3061.00,4361.00,12276.00,248489.00,39043.00,28187.00,-1133.00,1631.00,0.00,10358.00,153282.00,12492.00,7929.00,7686.00,332.00,2076.00,8322.00,20041.00,-924.00,21458.00,1212.00,18255.00,49052.00,4996.00,0.00,2768.00,6639.00,3338.00,861.00,-17201.00,304.00,3646.00,56164.00
1994:Q1,195304.00,-5648.00,43639.00,82199.00,-296.00,75410.00,195304.00,91263.00,665.00,50329.00,43313.00,-3044.00,128254.00,216.00,-1655.00,39994.00,42531.00,24066.00,12390.00,-409.00,-2476.00,874.00,12723.00,-24213.00,195304.00,104123.00,109238.00,6505.00,-2444.00,0.00,-9176.00,62450.00,4834.00,26480.00,5911.00,-133.00,4256.00,4869.00,24062.00,-288.00,-7311.00,5334.00,5771.00,-8927.00,-925.00,0.00,17533.00,11185.00,815.00,-1362.00,-22314.00,956.00,-8296.00,28731.00
1994:Q2,131552.00,5891.00,15973.00,70928.00,-9126.00,47886.00,131552.00,36081.00,1107.00,30575.00,17152.00,-12753.00,97373.00,-370.00,-209.00,36628.00,33121.00,12122.00,13159.00,-886.00,66.00,2519.00,1223.00,-1902.00,131552.00,86012.00,95609.00,-2620.00,4416.00,0.00,-11393.00,29873.00,10077.00,-11268.00,2429.00,100.00,1395.00,5123.00,8594.00,20420.00,10212.00,-494.00,-64.00,-10380.00,-925.00,0.00,16249.00,6378.00,2001.00,-1363.00,-14415.00,-429.00,-13767.00,15667.00
1994:Q3,158231.00,11180.00,50652.00,61238.00,-10996.00,46157.00,158231.00,57278.00,469.00,17876.00,51376.00,-12443.00,96474.00,1310.00,489.00,37998.00,22516.00,17025.00,8410.00,11.00,-1905.00,2874.00,7746.00,4479.00,158231.00,31450.00,46293.00,-2355.00,651.00,0.00,-13139.00,92963.00,5252.00,-10625.00,-1197.00,-200.00,-552.00,5871.00,23394.00,17722.00,15654.00,654.00,6369.00,5524.00,-925.00,0.00,22173.00,4409.00,1680.00,-1362.00,-5473.00,819.00,3776.00,33818.00
1994:Q4,221347.00,24305.00,83070.00,77948.00,-15510.00,51534.00,221347.00,84930.00,945.00,20033.00,81651.00,-17699.00,126012.00,1163.00,-1213.00,62253.00,17114.00,17044.00,20282.00,-823.00,4836.00,3990.00,1366.00,10405.00,221347.00,98083.00,116680.00,2680.00,2237.00,0.00,-23514.00,70736.00,11340.00,-24785.00,-4446.00,341.00,-1145.00,7102.00,16320.00,6408.00,22543.00,3928.00,21674.00,-25969.00,-925.00,0.00,34561.00,1201.00,3093.00,-1363.00,-2002.00,-402.00,3262.00,52529.00
1995:Q1,149901.00,28639.00,57298.00,23273.00,-14377.00,55068.00,149901.00,65273.00,377.00,22718.00,56991.00,-14813.00,71568.00,1569.00,-398.00,15739.00,7841.00,13928.00,16061.00,16.00,-7385.00,4074.00,20123.00,13060.00,149901.00,-40485.00,-27277.00,-18332.00,2157.00,0.00,2967.00,130808.00,-1041.00,-11929.00,29590.00,184.00,-1356.00,6967.00,34655.00,7657.00,-7269.00,20412.00,21472.00,9221.00,2128.00,0.00,11851.00,170.00,4963.00,-268.00,7777.00,-1024.00,-3352.00,59578.00
1995:Q2,183038.00,19082.00,35199.00,51335.00,-7198.00,84620.00,183038.00,67335.00,488.00,39945.00,35601.00,-8699.00,103387.00,1604.00,-165.00,31781.00,19152.00,26218.00,9941.00,38.00,-26.00,5212.00,9632.00,12316.00,183038.00,-37902.00,-25870.00,25119.00,1056.00,0.00,-38207.00,148377.00,8622.00,-11540.00,12953.00,484.00,1482.00,6982.00,32129.00,3796.00,10915.00,1377.00,27615.00,-7111.00,2128.00,0.00,22825.00,4215.00,2008.00,-268.00,36304.00,1566.00,-8105.00,72563.00
1995:Q3,161319.00,18919.00,34511.00,53263.00,-25739.00,80365.00,161319.00,18962.00,-639.00,10837.00,34613.00,-25849.00,117931.00,2374.00,-1233.00,25529.00,27632.00,40594.00,4395.00,26.00,524.00,7423.00,10667.00,24426.00,161319.00,-18516.00,38451.00,-30294.00,1606.00,0.00,-28279.00,97786.00,-5173.00,12843.00,471.00,-57.00,-1427.00,7257.00,13574.00,-433.00,15366.00,2225.00,-2379.00,30801.00,2128.00,0.00,6992.00,13025.00,708.00,-269.00,-1298.00,-2096.00,5528.00,82049.00
1995:Q4,195752.00,7655.00,36766.00,77898.00,-10299.00,83732.00,195752.00,39846.00,-5.00,13344.00,38049.00,-11542.00,135332.00,-568.00,-1287.00,32914.00,43701.00,47020.00,19295.00,140.00,1932.00,-2332.00,-5483.00,20574.00,195752.00,-20668.00,-5334.00,14728.00,1075.00,0.00,-31137.00,183772.00,10267.00,-19138.00,4480.00,871.00,839.00,7329.00,11827.00,4844.00,-3586.00,6345.00,40073.00,32570.00,2128.00,0.00,36197.00,3410.00,5290.00,1372.00,46975.00,801.00,-9122.00,32648.00
1996:Q1,202777.00,17181.00,85566.00,36685.00,-3314.00,66659.00,202777.00,121404.00,1257.00,39911.00,84986.00,-4750.00,71040.00,2256.00,-323.00,7901.00,29364.00,26599.00,7042.00,140.00,-7940.00,-6648.00,12649.00,10333.00,202777.00,-33976.00,-19726.00,-13787.00,1534.00,0.00,-1997.00,160873.00,-1249.00,3484.00,6509.00,-357.00,2901.00,5911.00,12604.00,6870.00,14057.00,15176.00,50090.00,30863.00,735.00,0.00,14899.00,2901.00,1545.00,1371.00,-27591.00,-906.00,21060.00,75880.00
1996:Q2,190952.00,36017.00,-12219.00,75832.00,4986.00,86336.00,190952.00,26395.00,1591.00,35239.00,-11657.00,1222.00,157065.00,3248.00,-1253.00,31660.00,43610.00,35624.00,12894.00,197.00,3289.00,7068.00,20728.00,7492.00,190952.00,79217.00,51363.00,14690.00,2139.00,0.00,11025.00,57659.00,6720.00,-8598.00,5218.00,-156.00,1955.00,3894.00,-1541.00,4460.00,12476.00,14195.00,-7.00,19468.00,735.00,0.00,18656.00,-672.00,1401.00,1372.00,-18335.00,1271.00,-4853.00,54077.00
1996:Q3,171144.00,23805.00,53174.00,54928.00,-18133.00,57370.00,171144.00,41310.00,1164.00,7011.00,52406.00,-19271.00,97251.00,1347.00,118.00,20037.00,35659.00,19753.00,9173.00,235.00,1419.00,714.00,8796.00,32583.00,171144.00,-12821.00,14906.00,-3190.00,787.00,0.00,-25324.00,85515.00,-83.00,-17183.00,4374.00,-291.00,-884.00,5514.00,31419.00,-11911.00,13594.00,-11578.00,15453.00,17882.00,735.00,0.00,14949.00,-2593.00,4116.00,1371.00,8535.00,1058.00,11038.00,98450.00
1996:Q4,259388.00,25595.00,75097.00,62358.00,9935.00,86403.00,259388.00,91688.00,2069.00,8247.00,74273.00,7099.00,140183.00,2157.00,745.00,30838.00,32344.00,32671.00,17028.00,730.00,1213.00,867.00,21590.00,27517.00,259388.00,-23020.00,-5614.00,2965.00,879.00,0.00,-21250.00,135153.00,6913.00,-19786.00,18249.00,-480.00,-182.00,6194.00,26035.00,-9242.00,26400.00,9964.00,25332.00,9835.00,735.00,0.00,26395.00,-4220.00,8394.00,523.00,20325.00,2289.00,-18520.00,147255.00
1997:Q1,164759.00,58110.00,38525.00,26666.00,4670.00,36788.00,164759.00,83145.00,1083.00,41106.00,38170.00,2786.00,74446.00,1637.00,95.00,-1630.00,28651.00,5666.00,2016.00,1471.00,-714.00,1584.00,35670.00,7168.00,164759.00,-65997.00,-47238.00,-7367.00,1701.00,0.00,-13093.00,157429.00,3938.00,15487.00,18368.00,1422.00,1495.00,2656.00,21488.00,11173.00,-9615.00,19531.00,27093.00,18333.00,-283.00,0.00,20847.00,-6479.00,133.00,583.00,-4099.00,953.00,14405.00,73327.00
1997:Q2,162574.00,31994.00,-59755.00,71942.00,16905.00,101488.00,162574.00,3269.00,3006.00,47206.00,-59694.00,12751.00,144514.00,2337.00,609.00,49719.00,22162.00,17225.00,31691.00,1938.00,8734.00,8901.00,1198.00,14791.00,162574.00,-28057.00,-24184.00,-16763.00,746.00,0.00,12144.00,129293.00,15340.00,6183.00,-5846.00,72.00,1813.00,6088.00,37211.00,8534.00,10330.00,16517.00,-4424.00,14427.00,-283.00,0.00,19586.00,-1816.00,6832.00,2325.00,-5219.00,1315.00,308.00,61338.00
1997:Q3,216153.00,40288.00,26410.00,39904.00,10813.00,98738.00,216153.00,87259.00,715.00,52148.00,26180.00,8216.00,97355.00,750.00,-1098.00,11567.00,28567.00,41238.00,-24730.00,5960.00,-1718.00,3894.00,32925.00,31539.00,216153.00,-17438.00,4186.00,-7032.00,989.00,0.00,-15581.00,151425.00,337.00,-1372.00,8381.00,935.00,-2215.00,8720.00,22172.00,10867.00,15526.00,15387.00,21669.00,36676.00,-283.00,0.00,8157.00,-9587.00,-6396.00,2386.00,3640.00,-980.00,17405.00,82166.00
1997:Q4,293014.00,53709.00,58318.00,75055.00,24511.00,81421.00,293014.00,89138.00,2327.00,6192.00,58755.00,21864.00,194084.00,5806.00,-2034.00,39412.00,35206.00,73300.00,20338.00,5501.00,1757.00,4649.00,10149.00,9792.00,293014.00,-5380.00,-10535.00,-8622.00,798.00,0.00,12979.00,272883.00,18674.00,39924.00,7920.00,-173.00,-2640.00,7725.00,3468.00,12449.00,25968.00,7611.00,43551.00,21338.00,-283.00,0.00,31671.00,-3861.00,9151.00,5834.00,17062.00,4191.00,23303.00,25511.00
1998:Q1,343339.00,95330.00,15279.00,56398.00,25679.00,150653.00,343339.00,137141.00,4013.00,98631.00,14671.00,19826.00,182027.00,1567.00,-1704.00,35745.00,21261.00,44970.00,21954.00,8199.00,-258.00,12598.00,37695.00,24171.00,343339.00,2715.00,8689.00,-7802.00,1847.00,0.00,-19.00,298658.00,2386.00,19669.00,11422.00,1054.00,1477.00,6500.00,20737.00,-1702.00,-10914.00,15283.00,53185.00,45496.00,1233.00,0.00,50941.00,-1505.00,6862.00,3579.00,60241.00,3640.00,9074.00,41967.00
1998:Q2,293374.00,37970.00,-70379.00,103172.00,29699.00,192912.00,293374.00,41135.00,3952.00,83825.00,-70739.00,24097.00,227797.00,44.00,-1515.00,41698.00,61834.00,76234.00,28620.00,7822.00,5002.00,9311.00,-1253.00,24442.00,293374.00,119592.00,82508.00,-9131.00,1597.00,0.00,44618.00,116853.00,6492.00,-11468.00,4518.00,298.00,2539.00,277.00,10785.00,-7697.00,11624.00,17588.00,42866.00,30050.00,1233.00,0.00,25212.00,156.00,3285.00,-1749.00,-33079.00,-4130.00,18053.00,56929.00
1998:Q3,241200.00,52336.00,-13946.00,140371.00,6668.00,55771.00,241200.00,34160.00,1138.00,43058.00,-14049.00,4013.00,210958.00,1793.00,-455.00,73616.00,66858.00,62419.00,-8122.00,2664.00,-649.00,5623.00,7211.00,-3918.00,241200.00,40424.00,8866.00,4275.00,1097.00,0.00,26186.00,203421.00,6151.00,20963.00,-20334.00,75.00,800.00,1595.00,15144.00,-2016.00,14992.00,14193.00,56934.00,348.00,1233.00,0.00,60503.00,12208.00,-9503.00,-3503.00,36648.00,1496.00,-4506.00,-2645.00
1998:Q4,344024.00,7501.00,55665.00,173623.00,22152.00,85083.00,344024.00,92680.00,2655.00,12571.00,58711.00,18743.00,259403.00,2308.00,-1135.00,127855.00,42722.00,75227.00,12438.00,3229.00,3098.00,-2654.00,-3685.00,-8059.00,344024.00,-11413.00,-58825.00,13721.00,847.00,0.00,32844.00,282186.00,6029.00,63568.00,4479.00,2273.00,243.00,2586.00,9955.00,853.00,28250.00,11333.00,101962.00,28677.00,1233.00,0.00,80760.00,14357.00,6440.00,-6790.00,-56369.00,-3637.00,-14016.00,73251.00
1999:Q1,368274.00,55018.00,-2518.00,141991.00,22433.00,151350.00,368274.00,100139.00,2021.00,81987.00,-2901.00,19032.00,263748.00,93.00,-274.00,48333.00,94041.00,48814.00,20664.00,6264.00,-7777.00,9070.00,44520.00,4387.00,368274.00,60877.00,36400.00,138.00,-731.00,0.00,25070.00,279873.00,13518.00,27581.00,-1767.00,-443.00,3794.00,-4384.00,24157.00,17335.00,-10339.00,18059.00,65618.00,24218.00,1955.00,0.00,38985.00,17796.00,10373.00,1328.00,21933.00,-966.00,11122.00,27524.00
1999:Q2,206884.00,15761.00,-97973.00,147481.00,16364.00,125251.00,206884.00,-12011.00,2821.00,70602.00,-97823.00,12389.00,219291.00,68.00,-32.00,76699.00,70632.00,57522.00,27195.00,-1547.00,-4574.00,2926.00,-9598.00,-396.00,206884.00,25161.00,-2086.00,1374.00,-480.00,0.00,26353.00,165409.00,19128.00,32031.00,-8838.00,941.00,3445.00,287.00,13139.00,28435.00,11197.00,3766.00,-31632.00,49730.00,3750.00,0.00,41897.00,14944.00,3987.00,-94.00,-52513.00,-514.00,32323.00,16314.00
1999:Q3,320768.00,41124.00,-3606.00,165460.00,5893.00,111897.00,320768.00,79174.00,2703.00,78559.00,-3598.00,1510.00,225055.00,559.00,-279.00,101877.00,63575.00,45936.00,-10238.00,764.00,4441.00,6339.00,12081.00,16539.00,320768.00,26034.00,-930.00,9760.00,20.00,0.00,17184.00,208144.00,4150.00,14999.00,12334.00,1039.00,-2052.00,-2128.00,10618.00,21019.00,15249.00,9815.00,53538.00,5520.00,3314.00,0.00,57574.00,8674.00,-1531.00,-573.00,7916.00,-390.00,-10941.00,86590.00
1999:Q4,321060.00,117981.00,74228.00,138198.00,9671.00,-19018.00,321060.00,101504.00,2868.00,18446.00,74236.00,5954.00,213390.00,556.00,182.00,91876.00,46314.00,4903.00,24135.00,2679.00,-9314.00,7469.00,44590.00,6166.00,321060.00,-39403.00,-62280.00,-6235.00,269.00,0.00,28843.00,327802.00,-11131.00,23623.00,8154.00,624.00,-4322.00,-6087.00,2458.00,32545.00,27647.00,10599.00,105150.00,4395.00,594.00,0.00,40255.00,-36.00,14139.00,685.00,-12114.00,9615.00,81009.00,32661.00
2000:Q1,187389.00,75684.00,-38080.00,55725.00,4514.00,89546.00,187389.00,41215.00,775.00,75733.00,-38596.00,3303.00,123346.00,2907.00,-44.00,26273.00,29968.00,27228.00,19361.00,1158.00,11107.00,2074.00,3314.00,22828.00,187389.00,-53270.00,-80454.00,6919.00,433.00,0.00,19832.00,170454.00,23714.00,14485.00,-4593.00,-74.00,2881.00,811.00,20821.00,-7930.00,-11328.00,13697.00,58143.00,-10040.00,1367.00,0.00,30209.00,7739.00,2756.00,-213.00,39540.00,-9837.00,-1694.00,70205.00
2000:Q2,53952.00,56132.00,-179632.00,95852.00,10411.00,71189.00,53952.00,-99656.00,3400.00,69224.00,-179173.00,6893.00,172306.00,3510.00,70.00,62260.00,33133.00,27531.00,28158.00,1381.00,-169.00,7919.00,8513.00,-18698.00,53952.00,7598.00,-22757.00,12052.00,183.00,0.00,18120.00,8134.00,3232.00,-6867.00,-7284.00,278.00,-635.00,-3520.00,8494.00,-31428.00,11003.00,3673.00,-47737.00,-5512.00,-1067.00,0.00,23678.00,5170.00,2096.00,-629.00,-7266.00,-1281.00,63736.00,38220.00
