1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q4,195.00,3781.00,6253.00,612.00,873.00,0.00,-1259.00,1248.00,-1822.00,1987.00,-3966.00,1294.00,-42.00,9992.00,108.00,-4123.00,92.00,0.00,-6171.00,0.00,-594.00,0.00,14.00,1604.00,-7195.00,0.00,-7195.00,-16009.00
2001:Q1,1189.00,4127.00,2169.00,6881.00,-3673.00,2078.00,-8388.00,-7326.00,-1749.00,2222.00,-3127.00,1592.00,8.00,1414.00,92.00,3015.00,742.00,0.00,6627.00,765.00,-458.00,0.00,77.00,4165.00,2078.00,0.00,2078.00,1521.00
2001:Q2,-2550.00,4030.00,2778.00,1206.00,-401.00,286.00,-1030.00,-858.00,-171.00,0.00,0.00,0.00,32.00,623.00,91.00,2257.00,-286.00,0.00,3952.00,-58.00,-554.00,0.00,77.00,-2234.00,6721.00,0.00,6721.00,-5406.00
2001:Q3,-460.00,3947.00,12767.00,1869.00,1751.00,-918.00,5423.00,3420.00,424.00,4497.00,-6196.00,3278.00,32.00,1661.00,91.00,2863.00,-5.00,0.00,16095.00,-357.00,-1645.00,0.00,76.00,1276.00,16745.00,0.00,16745.00,-1079.00
2001:Q4,4422.00,3825.00,-3879.00,-541.00,-788.00,297.00,5998.00,-1637.00,1160.00,3409.00,-983.00,4048.00,171.00,-4381.00,91.00,-2830.00,-1896.00,0.00,4969.00,1305.00,3139.00,0.00,77.00,-134.00,582.00,0.00,582.00,9446.00
2002:Q1,3851.00,3900.00,19439.00,3880.00,-644.00,910.00,6953.00,-2306.00,2230.00,4442.00,2094.00,493.00,2.00,-86.00,-14.00,3476.00,4962.00,0.00,9650.00,-460.00,4061.00,0.00,-1850.00,299.00,7600.00,0.00,7600.00,-9838.00
2002:Q2,4254.00,3893.00,16640.00,252.00,168.00,-12.00,9106.00,-260.00,2682.00,4473.00,1947.00,264.00,17.00,1157.00,-14.00,4394.00,1572.00,0.00,14428.00,155.00,-343.00,0.00,-1851.00,2893.00,13574.00,0.00,13574.00,-1851.00
2002:Q3,4573.00,3930.00,23181.00,8381.00,3271.00,155.00,11449.00,3446.00,4420.00,3886.00,779.00,-1082.00,3.00,170.00,-14.00,-12.00,-222.00,0.00,15134.00,434.00,1094.00,0.00,-1850.00,131.00,15325.00,0.00,15325.00,-7403.00
2002:Q4,5447.00,3843.00,22667.00,331.00,2181.00,-114.00,20506.00,2071.00,5166.00,6164.00,4348.00,2757.00,80.00,-2278.00,-33.00,-2927.00,4921.00,0.00,10681.00,-843.00,1381.00,0.00,-1850.00,4370.00,7623.00,0.00,7623.00,-10383.00
2003:Q1,8438.00,4919.00,20978.00,4262.00,-1562.00,706.00,12546.00,-2647.00,1801.00,251.00,9018.00,4123.00,5.00,-769.00,350.00,4478.00,962.00,0.00,16595.00,2517.00,-274.00,0.00,1179.00,-2129.00,15302.00,0.00,15302.00,-864.00
2003:Q2,10521.00,5004.00,30678.00,5950.00,1320.00,256.00,17671.00,1253.00,4372.00,-179.00,8699.00,3526.00,-59.00,366.00,350.00,2339.00,2485.00,0.00,20922.00,2851.00,4587.00,0.00,1179.00,1171.00,11134.00,0.00,11134.00,-4239.00
2003:Q3,10753.00,5188.00,22651.00,-1029.00,-252.00,-69.00,19715.00,-316.00,3746.00,597.00,10544.00,5144.00,-8.00,1256.00,350.00,638.00,2050.00,0.00,14973.00,-3197.00,-814.00,0.00,1179.00,-424.00,18229.00,0.00,18229.00,-2112.00
2003:Q4,11420.00,5293.00,15196.00,-540.00,-427.00,-329.00,25773.00,-271.00,4356.00,1545.00,12957.00,7186.00,164.00,-4811.00,226.00,-2923.00,-1937.00,0.00,7132.00,-978.00,631.00,0.00,1179.00,4344.00,1956.00,0.00,1956.00,-1938.00
2004:Q1,14964.00,4652.00,29897.00,-3463.00,-931.00,219.00,26328.00,-1636.00,4192.00,957.00,13439.00,9376.00,59.00,-1693.00,268.00,3025.00,6085.00,0.00,13164.00,-910.00,405.00,0.00,2291.00,763.00,10615.00,0.00,10615.00,-6421.00
2004:Q2,14976.00,4729.00,21609.00,-29.00,-1288.00,103.00,15202.00,-1915.00,2338.00,-1099.00,10023.00,5855.00,78.00,1242.00,268.00,2920.00,3113.00,0.00,9387.00,1374.00,-1419.00,0.00,-2240.00,-1262.00,12934.00,0.00,12934.00,-1974.00
2004:Q3,-650.00,4879.00,35077.00,3378.00,1068.00,456.00,24622.00,354.00,7653.00,-1000.00,11036.00,6579.00,132.00,877.00,268.00,1144.00,3132.00,0.00,18063.00,-1301.00,-1157.00,0.00,-2793.00,-1487.00,24801.00,0.00,24801.00,-22543.00
2004:Q4,15613.00,4989.00,-5563.00,-8607.00,248.00,-1996.00,19469.00,1809.00,6123.00,-2135.00,9082.00,4590.00,80.00,-4953.00,228.00,-6807.00,-3225.00,0.00,-2071.00,-141.00,-1798.00,0.00,3212.00,-2861.00,-483.00,0.00,-483.00,14116.00
2005:Q1,14994.00,4202.00,26487.00,-1808.00,123.00,377.00,24388.00,892.00,1495.00,2433.00,13131.00,6437.00,43.00,-385.00,123.00,2591.00,1034.00,1.00,14157.00,706.00,-911.00,1.00,4433.00,2871.00,7057.00,0.00,7057.00,-1538.00
2005:Q2,14545.00,4303.00,19589.00,-778.00,-633.00,597.00,11371.00,-154.00,-1619.00,776.00,9506.00,2862.00,61.00,-1285.00,123.00,2755.00,7389.00,-11.00,3267.00,-94.00,-1248.00,2.00,-2391.00,-2445.00,9443.00,0.00,9443.00,-6080.00
2005:Q3,-13130.00,4364.00,30299.00,-189.00,83.00,-471.00,29879.00,1853.00,1669.00,2984.00,15562.00,7811.00,126.00,-1616.00,123.00,-40.00,2404.00,0.00,15684.00,-595.00,-1094.00,9.00,-7360.00,-2374.00,27098.00,0.00,27098.00,-32108.00
2005:Q4,12442.00,4398.00,-976.00,-2070.00,-224.00,136.00,6874.00,913.00,-1226.00,-388.00,7188.00,387.00,70.00,-3000.00,118.00,-2859.00,-21.00,0.00,13342.00,132.00,406.00,18.00,2259.00,1807.00,8720.00,0.00,8720.00,22361.00
2006:Q1,17793.00,4128.00,23503.00,7685.00,-581.00,-538.00,11364.00,-588.00,-1137.00,1566.00,6816.00,4707.00,16.00,812.00,1237.00,2028.00,1486.00,-6.00,13671.00,-11.00,-1470.00,5.00,7834.00,4384.00,2929.00,0.00,2929.00,3833.00
2006:Q2,17471.00,4204.00,14329.00,7914.00,-1024.00,-470.00,6641.00,-1240.00,-2424.00,1064.00,5598.00,3643.00,109.00,-1871.00,1237.00,1913.00,-109.00,-11.00,2236.00,-35.00,-1733.00,-7.00,-4122.00,529.00,7604.00,0.00,7604.00,1174.00
2006:Q3,17177.00,4278.00,18887.00,4759.00,849.00,1271.00,8647.00,-346.00,2401.00,416.00,3946.00,2230.00,57.00,10.00,1237.00,-860.00,2923.00,-6.00,9203.00,81.00,-2725.00,-19.00,2158.00,2611.00,7097.00,0.00,7097.00,3215.00
2006:Q4,15119.00,4346.00,7724.00,-11446.00,1472.00,-1005.00,17415.00,2753.00,4275.00,1033.00,5698.00,3656.00,542.00,-880.00,1016.00,1821.00,-1205.00,-6.00,16919.00,-142.00,-2595.00,-38.00,5120.00,15616.00,-1042.00,0.00,-1042.00,19968.00
2007:Q1,14070.00,4498.00,14177.00,1795.00,2926.00,954.00,4222.00,-358.00,-8341.00,1219.00,8931.00,2771.00,104.00,472.00,-494.00,0.00,4204.00,-6.00,-771.00,-626.00,-3462.00,-6.00,3121.00,-6956.00,7158.00,0.00,7158.00,-5375.00
2007:Q2,13464.00,4559.00,9053.00,1269.00,244.00,736.00,-2041.00,-2866.00,-12341.00,1230.00,9137.00,2799.00,498.00,1597.00,-494.00,2609.00,4644.00,-9.00,9335.00,247.00,-2154.00,2.00,-1885.00,5896.00,7229.00,0.00,7229.00,9188.00
2007:Q3,12920.00,4622.00,21740.00,12204.00,1418.00,478.00,2963.00,-993.00,-9464.00,1243.00,9350.00,2827.00,243.00,2963.00,-494.00,-896.00,2805.00,56.00,9644.00,-192.00,-5098.00,752.00,-61.00,6941.00,7302.00,0.00,7302.00,-3798.00
2007:Q4,11627.00,4695.00,-1955.00,-2489.00,2575.00,-480.00,-1192.00,1101.00,-8561.00,93.00,8659.00,-2484.00,471.00,-3065.00,-485.00,-3264.00,5983.00,-9.00,-8046.00,-112.00,-2511.00,-13.00,-3615.00,1186.00,-2981.00,0.00,-2981.00,841.00
2008:Q1,9991.00,4808.00,11722.00,-854.00,5359.00,-1734.00,2713.00,5344.00,695.00,-2785.00,3063.00,-3604.00,95.00,3407.00,-130.00,854.00,2016.00,-4.00,9196.00,1693.00,-1325.00,29.00,-1049.00,2503.00,7345.00,0.00,7345.00,2658.00
2008:Q2,10458.00,4820.00,101.00,-1255.00,972.00,1036.00,-5268.00,-977.00,-2471.00,-2533.00,3761.00,-3048.00,146.00,1210.00,-130.00,863.00,2515.00,12.00,13584.00,217.00,4694.00,105.00,-8938.00,7088.00,10418.00,0.00,10418.00,19121.00
2008:Q3,-858.00,4792.00,4998.00,2841.00,-672.00,-230.00,-12352.00,-899.00,-3498.00,-3484.00,761.00,-5232.00,-351.00,13230.00,-130.00,0.00,2629.00,33.00,15754.00,-578.00,-2734.00,701.00,269.00,3051.00,15045.00,0.00,15045.00,5106.00
2008:Q4,10924.00,4621.00,8302.00,-15509.00,6459.00,1727.00,-1197.00,2355.00,-367.00,-2725.00,3053.00,-3513.00,294.00,17565.00,-265.00,-463.00,-323.00,14.00,-22817.00,522.00,-270.00,535.00,-18388.00,2210.00,-7426.00,0.00,-7426.00,-24816.00
2009:Q1,8873.00,4778.00,-1820.00,-1961.00,400.00,-15.00,2375.00,-1641.00,5732.00,-511.00,-6209.00,5004.00,38.00,-4514.00,123.00,710.00,1054.00,-30.00,-17866.00,-1595.00,-362.00,-503.00,-3124.00,-10275.00,-2007.00,0.00,-2007.00,-11951.00
2009:Q2,10629.00,4691.00,15522.00,7949.00,-4090.00,932.00,5918.00,-5319.00,4409.00,758.00,-2145.00,8215.00,40.00,2265.00,123.00,-98.00,2474.00,9.00,5580.00,-57.00,-540.00,42.00,3699.00,2923.00,-487.00,0.00,-487.00,-4004.00
2009:Q3,10679.00,4659.00,14597.00,-328.00,-791.00,805.00,9208.00,-2915.00,5713.00,685.00,-2558.00,8283.00,-242.00,2326.00,123.00,-1914.00,5426.00,-16.00,9776.00,-34.00,-1648.00,-319.00,6043.00,4926.00,808.00,0.00,808.00,1200.00
2009:Q4,10864.00,4680.00,11786.00,-5963.00,1277.00,-1601.00,16321.00,597.00,7056.00,1013.00,-1644.00,9299.00,-344.00,-2916.00,116.00,-2424.00,7319.00,1.00,-2332.00,-51.00,-2727.00,230.00,-1296.00,4846.00,-3334.00,0.00,-3334.00,-7933.00
2010:Q1,11665.00,3900.00,-6425.00,655.00,-4298.00,3745.00,275.00,1269.00,-1424.00,-110.00,-5364.00,5904.00,-179.00,-10741.00,-39.00,1860.00,2397.00,-100.00,-5423.00,-160.00,-5908.00,-1664.00,3144.00,67.00,-902.00,0.00,-902.00,8768.00
2010:Q2,13763.00,3898.00,6203.00,8831.00,-669.00,-2212.00,444.00,-726.00,545.00,-110.00,-5286.00,6021.00,-19.00,-488.00,-39.00,1928.00,-1618.00,45.00,2500.00,177.00,-955.00,699.00,-6447.00,2366.00,6660.00,0.00,6660.00,6162.00
2010:Q3,13599.00,3960.00,7660.00,2223.00,3328.00,-186.00,4936.00,1402.00,2713.00,-110.00,-5209.00,6140.00,-19.00,-5534.00,-39.00,323.00,2623.00,5.00,6374.00,-121.00,-2508.00,47.00,3402.00,1095.00,4459.00,0.00,4459.00,8352.00
2010:Q4,12252.00,4033.00,-45740.00,-6696.00,-2327.00,-2079.00,-1495.00,-3880.00,1366.00,-110.00,-5133.00,6262.00,-90.00,-4107.00,-2.00,-3268.00,-25643.00,-33.00,-1936.00,927.00,-3355.00,-495.00,5546.00,-683.00,-3876.00,0.00,-3876.00,52023.00
2011:Q1,8489.00,4001.00,6435.00,1193.00,2109.00,-688.00,4713.00,650.00,1517.00,1013.00,-6078.00,7611.00,-49.00,565.00,-165.00,618.00,-1861.00,0.00,2108.00,1838.00,-2770.00,3.00,2205.00,1323.00,-491.00,0.00,-491.00,161.00
2011:Q2,6724.00,4099.00,-3721.00,1783.00,-1602.00,-393.00,-5214.00,-494.00,-1333.00,96.00,-8616.00,5133.00,256.00,-2405.00,-165.00,3797.00,220.00,2.00,6714.00,56.00,732.00,89.00,-5172.00,-2218.00,13227.00,0.00,13227.00,13059.00
2011:Q3,6413.00,4254.00,-929.00,-9935.00,-2548.00,-181.00,68.00,-2785.00,-1212.00,1165.00,-5426.00,8326.00,245.00,6907.00,-165.00,509.00,4168.00,3.00,-5040.00,-113.00,-5164.00,65.00,-6272.00,-1042.00,7486.00,0.00,7486.00,-1952.00
2011:Q4,9531.00,4353.00,25623.00,-1585.00,-3521.00,-100.00,35857.00,3493.00,5647.00,4616.00,2728.00,19373.00,340.00,-2155.00,-222.00,-1529.00,-1447.00,-15.00,15894.00,-110.00,-3511.00,-52.00,4832.00,-233.00,14968.00,0.00,14968.00,-4551.00
2012:Q1,16224.00,4694.00,-1246.00,5062.00,-2145.00,-229.00,-4787.00,-1464.00,-1820.00,-2681.00,-1832.00,3010.00,244.00,860.00,457.00,3941.00,-4665.00,16.00,-16334.00,-73.00,-4530.00,402.00,6512.00,-1881.00,-16764.00,-10025.00,-6739.00,-3558.00
2012:Q2,15007.00,4779.00,3312.00,136.00,1085.00,-644.00,-2713.00,-80.00,-1730.00,-2550.00,-1618.00,3265.00,210.00,2581.00,457.00,901.00,1299.00,0.00,11125.00,-1156.00,-3268.00,68.00,-5185.00,16580.00,4086.00,2607.00,1479.00,18041.00
2012:Q3,14903.00,4763.00,9602.00,3657.00,3162.00,94.00,1103.00,634.00,-1436.00,-2111.00,-522.00,4538.00,128.00,-881.00,457.00,2448.00,-563.00,-3.00,-1539.00,-91.00,-5557.00,-73.00,4479.00,-1062.00,765.00,362.00,403.00,-1001.00
2012:Q4,-906.00,4837.00,14754.00,3485.00,143.00,10.00,6693.00,-478.00,-1696.00,-1008.00,1075.00,8800.00,113.00,2066.00,440.00,-2492.00,4295.00,1.00,1904.00,294.00,-1189.00,-21.00,-2029.00,-6015.00,10864.00,245.00,10619.00,-18593.00
2013:Q1,14256.00,5364.00,8408.00,-4700.00,-1036.00,248.00,5439.00,12.00,791.00,-1332.00,-284.00,6252.00,213.00,1575.00,109.00,2017.00,4541.00,2.00,4855.00,604.00,-892.00,138.00,7606.00,5868.00,-8469.00,-6159.00,-2310.00,5339.00
2013:Q2,14884.00,5322.00,9443.00,-1145.00,-3200.00,-154.00,2540.00,-795.00,-970.00,-1377.00,-459.00,6141.00,714.00,2794.00,109.00,2612.00,5170.00,3.00,3037.00,-1228.00,-1595.00,104.00,-2027.00,1820.00,5963.00,12.00,5951.00,3156.00
2013:Q3,19145.00,5389.00,13889.00,-26.00,70.00,-99.00,6358.00,359.00,1828.00,-1393.00,-556.00,6120.00,451.00,149.00,109.00,1700.00,5170.00,7.00,3649.00,169.00,-2383.00,54.00,2669.00,736.00,2404.00,193.00,2211.00,3516.00
2013:Q4,16941.00,5482.00,10151.00,-857.00,2016.00,19.00,14286.00,1116.00,4758.00,-757.00,-409.00,9578.00,928.00,-844.00,646.00,-3077.00,-3020.00,54.00,12717.00,-153.00,-2738.00,523.00,10881.00,4422.00,-218.00,-77.00,-141.00,14025.00
2014:Q1,14574.00,5130.00,4487.00,3720.00,-2488.00,96.00,-3980.00,-855.00,-1365.00,-1541.00,-2596.00,2377.00,318.00,608.00,334.00,4827.00,1042.00,10.00,-2692.00,-355.00,-4467.00,171.00,1825.00,-816.00,950.00,-540.00,1490.00,2265.00
2014:Q2,15430.00,5236.00,7723.00,1368.00,1333.00,-150.00,3147.00,696.00,3421.00,-1427.00,-2295.00,2752.00,526.00,-3160.00,334.00,3803.00,531.00,-9.00,4951.00,116.00,-2354.00,-173.00,-711.00,-497.00,8570.00,464.00,8106.00,7422.00
2014:Q3,14209.00,5359.00,14240.00,872.00,369.00,23.00,9922.00,313.00,3024.00,-473.00,562.00,6496.00,569.00,923.00,334.00,-502.00,1725.00,5.00,4376.00,-144.00,-5561.00,68.00,742.00,2567.00,6704.00,-60.00,6764.00,-1014.00
2014:Q4,16464.00,5373.00,10000.00,-93.00,-1070.00,97.00,10737.00,-296.00,1271.00,133.00,82.00,9547.00,602.00,4210.00,410.00,-2586.00,-2306.00,-1.00,-6293.00,-64.00,-4473.00,37.00,90.00,-438.00,-1445.00,216.00,-1661.00,-5202.00
2015:Q1,13635.00,5608.00,-229.00,-161.00,610.00,-13.00,-7227.00,160.00,-1563.00,-2641.00,-117.00,-3066.00,473.00,-240.00,241.00,5317.00,768.00,3.00,-7489.00,91.00,-4848.00,57.00,346.00,-342.00,-2793.00,-1384.00,-1409.00,767.00
2015:Q2,13705.00,5631.00,5138.00,-5025.00,575.00,-17.00,3555.00,138.00,-706.00,-1403.00,3623.00,1903.00,507.00,-956.00,241.00,3229.00,3026.00,3.00,-1417.00,0.00,-5133.00,-106.00,-4726.00,178.00,8370.00,700.00,7670.00,1519.00
2015:Q3,12799.00,5675.00,9553.00,3826.00,1168.00,31.00,-573.00,382.00,-395.00,-1939.00,1850.00,-471.00,566.00,2459.00,241.00,1385.00,454.00,-4.00,1617.00,158.00,-6206.00,-34.00,-5854.00,3258.00,10295.00,199.00,10096.00,-812.00
2015:Q4,11721.00,5670.00,-4258.00,-1551.00,829.00,-1.00,1913.00,230.00,-576.00,-1584.00,2925.00,918.00,847.00,-3317.00,253.00,-3900.00,660.00,9.00,3692.00,128.00,-5845.00,213.00,2023.00,8274.00,-1101.00,-276.00,-825.00,14002.00
2016:Q1,7873.00,5702.00,8703.00,-1954.00,-839.00,-68.00,6644.00,-343.00,60.00,854.00,2598.00,3475.00,1010.00,-995.00,253.00,4203.00,456.00,-7.00,28812.00,216.00,-6096.00,-66.00,1321.00,27061.00,6376.00,-513.00,6889.00,22280.00
2016:Q2,9979.00,5721.00,2811.00,4174.00,43.00,3.00,-2553.00,16.00,-170.00,-194.00,-933.00,-1272.00,430.00,-3385.00,-300.00,3352.00,985.00,62.00,-2778.00,242.00,-4792.00,1237.00,-4117.00,11.00,4641.00,374.00,4267.00,-1331.00
