1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q4,2876826.00,2473943.00,44348.00,2429595.00,202459.00,200424.00,2876826.00,1537731.00,31813.00,4349.00,5663.00,147840.00,0.00,341.00,0.00,267778.00,30093.00,2539.00,322550.00,328683.00,94841.00,0.00,44644.00,31961.00,26000.00
2005:Q1,2936062.00,2529163.00,45613.00,2483550.00,205559.00,201340.00,2936062.00,1559633.00,32636.00,4374.00,5911.00,152685.00,0.00,354.00,0.00,280909.00,31122.00,1953.00,335999.00,329756.00,94210.00,0.00,43176.00,36344.00,27000.00
2005:Q2,3000212.00,2577410.00,35856.00,2541554.00,207826.00,214976.00,3000212.00,1598697.00,30113.00,4398.00,6148.00,155957.00,0.00,358.00,0.00,290415.00,31629.00,1555.00,341897.00,339839.00,95966.00,0.00,42827.00,32413.00,28000.00
2005:Q3,3043677.00,2603512.00,33788.00,2569724.00,213515.00,226650.00,3043677.00,1615652.00,32331.00,4423.00,6604.00,162233.00,0.00,322.00,0.00,305977.00,32215.00,1476.00,340211.00,341101.00,95159.00,0.00,42185.00,35288.00,28500.00
2005:Q4,3099948.00,2640392.00,42657.00,2597735.00,216898.00,242658.00,3099948.00,1647231.00,32113.00,4447.00,6939.00,166129.00,0.00,508.00,0.00,313165.00,32496.00,1647.00,349329.00,339800.00,94564.00,0.00,39695.00,42885.00,29000.00
2006:Q1,3115338.00,2646222.00,43151.00,2603071.00,218986.00,250130.00,3115338.00,1638347.00,34480.00,4776.00,7144.00,169489.00,0.00,641.00,0.00,319981.00,34014.00,1741.00,364658.00,343396.00,93444.00,0.00,38174.00,35553.00,29500.00
2006:Q2,3178423.00,2684408.00,35169.00,2649239.00,227396.00,266619.00,3178423.00,1701175.00,30718.00,5106.00,7485.00,171051.00,0.00,750.00,0.00,325579.00,35207.00,1815.00,357285.00,345020.00,92822.00,0.00,36521.00,37889.00,30000.00
2006:Q3,3205030.00,2703210.00,30353.00,2672857.00,227460.00,274360.00,3205030.00,1687459.00,27313.00,5435.00,7969.00,178729.00,0.00,1023.00,0.00,329525.00,36289.00,1694.00,372460.00,357716.00,94227.00,0.00,34617.00,38392.00,32182.00
2006:Q4,3286520.00,2756386.00,34264.00,2722122.00,233346.00,296788.00,3286520.00,1703190.00,28131.00,5764.00,8368.00,190065.00,0.00,1338.00,0.00,335223.00,36573.00,1605.00,392473.00,367941.00,94526.00,0.00,36091.00,50868.00,34364.00
2007:Q1,3359782.00,2812957.00,35994.00,2776963.00,235907.00,310918.00,3359782.00,1724757.00,28420.00,5642.00,8850.00,198384.00,0.00,1377.00,0.00,344154.00,37912.00,1514.00,419597.00,376556.00,93599.00,0.00,34062.00,48412.00,36546.00
2007:Q2,3442176.00,2860344.00,31179.00,2829165.00,243252.00,338580.00,3442176.00,1776221.00,29455.00,5519.00,9241.00,201492.00,0.00,1134.00,0.00,353291.00,39148.00,1431.00,427646.00,378704.00,91723.00,0.00,34490.00,53953.00,38728.00
2007:Q3,3471376.00,2875946.00,37156.00,2838790.00,244815.00,350615.00,3471376.00,1766687.00,30464.00,5397.00,9653.00,204347.00,0.00,1386.00,0.00,362641.00,40520.00,1368.00,457733.00,379454.00,90732.00,362.00,33612.00,45124.00,41896.00
2007:Q4,3542387.00,2919120.00,51239.00,2867881.00,255842.00,367425.00,3542387.00,1786831.00,29188.00,5274.00,10017.00,201960.00,0.00,2024.00,0.00,371300.00,41379.00,1402.00,497195.00,377812.00,88920.00,575.00,33324.00,50122.00,45064.00
2008:Q1,3578203.00,2941638.00,52695.00,2888943.00,258855.00,377710.00,3578203.00,1785356.00,20814.00,5186.00,10295.00,211546.00,0.00,2022.00,0.00,374363.00,43152.00,1372.00,512341.00,378055.00,85197.00,1063.00,33137.00,66073.00,48231.00
2008:Q2,3621511.00,2946136.00,42209.00,2903927.00,269290.00,406085.00,3621511.00,1821493.00,20463.00,5098.00,10389.00,211954.00,0.00,2199.00,0.00,378124.00,44836.00,1318.00,518576.00,387881.00,82478.00,1498.00,32002.00,51803.00,51399.00
2008:Q3,3625980.00,2938578.00,43729.00,2894849.00,266732.00,420670.00,3625980.00,1850256.00,24071.00,5010.00,10328.00,229700.00,0.00,2263.00,0.00,378885.00,46103.00,1326.00,488074.00,371236.00,72581.00,1673.00,31348.00,61946.00,51180.00
2008:Q4,3653281.00,2952844.00,56024.00,2896820.00,266236.00,434201.00,3653281.00,1914037.00,26164.00,4922.00,10418.00,221895.00,0.00,2521.00,0.00,381938.00,47055.00,1268.00,509883.00,342670.00,67334.00,2184.00,31291.00,38741.00,50960.00
2009:Q1,3684905.00,2976443.00,55614.00,2920829.00,266714.00,441748.00,3684905.00,1937504.00,22318.00,4963.00,10421.00,220403.00,0.00,2977.00,0.00,375729.00,53353.00,1149.00,494333.00,367929.00,70351.00,3061.00,30933.00,38740.00,50741.00
2009:Q2,3730794.00,3007737.00,46260.00,2961477.00,270462.00,452595.00,3730794.00,1963166.00,22025.00,5003.00,10756.00,225983.00,0.00,2386.00,0.00,373584.00,59476.00,1049.00,474182.00,397265.00,72670.00,3972.00,30448.00,38308.00,50521.00
2009:Q3,3757328.00,3024525.00,61517.00,2963008.00,272192.00,460611.00,3757328.00,1935699.00,24081.00,5044.00,11222.00,223726.00,0.00,3496.00,0.00,371026.00,66104.00,1131.00,450644.00,454273.00,79395.00,5288.00,29716.00,41895.00,54588.00
2009:Q4,3823445.00,3079724.00,63908.00,3015816.00,272853.00,470868.00,3823445.00,1996545.00,27101.00,5084.00,11532.00,224336.00,0.00,3465.00,0.00,369382.00,73134.00,1330.00,440937.00,463728.00,77677.00,6009.00,29100.00,35430.00,58655.00
2010:Q1,3858383.00,3105108.00,63884.00,3041224.00,274226.00,479049.00,3858383.00,2034485.00,24009.00,5220.00,11769.00,225836.00,0.00,3085.00,0.00,364018.00,81323.00,1506.00,405654.00,485136.00,78561.00,6675.00,28042.00,40342.00,62722.00
2010:Q2,3859913.00,3097924.00,47474.00,3050450.00,272175.00,489814.00,3859913.00,2030823.00,21606.00,5356.00,11965.00,228476.00,0.00,1988.00,0.00,358732.00,90502.00,1680.00,391604.00,501020.00,79728.00,7463.00,27165.00,35015.00,66790.00
2010:Q3,3862587.00,3100826.00,52081.00,3048745.00,269427.00,492334.00,3862587.00,1997793.00,23695.00,5491.00,12478.00,236562.00,0.00,2720.00,0.00,353523.00,100793.00,1750.00,373967.00,527940.00,83017.00,8176.00,26212.00,39207.00,69263.00
2010:Q4,3926913.00,3152078.00,63026.00,3089052.00,271268.00,503567.00,3926913.00,2064917.00,23935.00,5627.00,12941.00,254605.00,0.00,2535.00,0.00,348390.00,112328.00,1993.00,387875.00,490371.00,77140.00,7585.00,24918.00,40017.00,71736.00
2011:Q1,3910480.00,3133094.00,60167.00,3072927.00,271140.00,506246.00,3910480.00,2075204.00,20386.00,5692.00,13078.00,259864.00,0.00,2832.00,2825.00,342312.00,115059.00,2147.00,380173.00,473001.00,75950.00,7430.00,23847.00,36472.00,74208.00
2011:Q2,3878899.00,3097985.00,37699.00,3060286.00,269942.00,510972.00,3878899.00,2037094.00,20942.00,5756.00,13263.00,267294.00,0.00,2497.00,3308.00,333696.00,117179.00,2214.00,362643.00,485261.00,80226.00,7891.00,22910.00,40045.00,76680.00
2011:Q3,3863846.00,3089280.00,48131.00,3041149.00,264997.00,509569.00,3863846.00,2007941.00,22617.00,5821.00,13271.00,283848.00,0.00,2843.00,4272.00,328270.00,119793.00,1799.00,350326.00,502312.00,80980.00,8231.00,21962.00,36066.00,73494.00
2011:Q4,3878914.00,3103408.00,52392.00,3051016.00,263781.00,511725.00,3878914.00,1984086.00,22291.00,5885.00,13183.00,297250.00,0.00,3431.00,3220.00,330998.00,121771.00,1437.00,358682.00,519194.00,84100.00,9068.00,21049.00,30899.00,72370.00
2012:Q1,3878033.00,3103176.00,51957.00,3051219.00,262020.00,512837.00,3878033.00,1952657.00,23490.00,5935.00,13110.00,311885.00,0.00,3415.00,4687.00,329166.00,124907.00,1087.00,342329.00,543294.00,85303.00,10206.00,20206.00,34685.00,71671.00
2012:Q2,3889668.00,3109341.00,43438.00,3065903.00,257544.00,522783.00,3889668.00,1946904.00,19035.00,5984.00,13174.00,331112.00,0.00,2776.00,3889.00,327548.00,125268.00,745.00,326618.00,567712.00,86940.00,11152.00,19384.00,31167.00,70260.00
2012:Q3,3878086.00,3102540.00,55750.00,3046790.00,254152.00,521394.00,3878086.00,1886019.00,21377.00,6034.00,13341.00,352003.00,0.00,2792.00,3845.00,327026.00,128853.00,1068.00,321175.00,595396.00,89344.00,12037.00,18066.00,29027.00,70683.00
2012:Q4,3871607.00,3096997.00,56201.00,3040796.00,249949.00,524661.00,3871607.00,1830927.00,22915.00,6083.00,13405.00,365035.00,0.00,2615.00,4208.00,328101.00,131488.00,1421.00,337587.00,608894.00,90594.00,12970.00,16956.00,26632.00,71776.00
2013:Q1,3877192.00,3101707.00,54523.00,3047184.00,248355.00,527130.00,3877192.00,1835565.00,16486.00,5653.00,13467.00,376195.00,0.00,2674.00,5341.00,327817.00,134108.00,1781.00,313269.00,620489.00,90774.00,13666.00,16293.00,31048.00,72566.00
2013:Q2,3861830.00,3085015.00,39410.00,3045605.00,245253.00,531562.00,3861830.00,1858848.00,19241.00,5222.00,13297.00,392349.00,0.00,2724.00,5035.00,327358.00,136760.00,2253.00,310522.00,581320.00,86754.00,12673.00,14799.00,19031.00,73644.00
2013:Q3,3824145.00,3055818.00,46710.00,3009108.00,240774.00,527553.00,3824145.00,1845529.00,22254.00,4792.00,13281.00,406398.00,0.00,3486.00,5421.00,326802.00,138788.00,2335.00,305894.00,546695.00,83929.00,11503.00,13768.00,18269.00,75001.00
2013:Q4,3803473.00,3040156.00,45308.00,2994848.00,235555.00,527762.00,3803473.00,1826163.00,21167.00,4361.00,13260.00,418876.00,0.00,3556.00,4557.00,326393.00,141613.00,2393.00,308973.00,529635.00,82876.00,11369.00,13408.00,18637.00,76236.00
2014:Q1,3791609.00,3030261.00,43057.00,2987204.00,234404.00,526944.00,3791609.00,1806141.00,20558.00,4385.00,13413.00,425238.00,0.00,3401.00,4537.00,323797.00,142890.00,2367.00,296866.00,543311.00,86259.00,11964.00,12665.00,16861.00,76956.00
2014:Q2,3787130.00,3026808.00,33657.00,2993151.00,233545.00,526777.00,3787130.00,1789197.00,20648.00,4446.00,13667.00,429912.00,0.00,2710.00,4933.00,321502.00,145284.00,2363.00,281909.00,561178.00,88478.00,12914.00,12158.00,18197.00,77634.00
2014:Q3,3752524.00,2996791.00,37453.00,2959338.00,230885.00,524848.00,3752524.00,1734761.00,19185.00,4490.00,13556.00,440403.00,0.00,2638.00,4977.00,322064.00,146974.00,2280.00,279158.00,572564.00,89137.00,13853.00,11405.00,16203.00,78876.00
2014:Q4,3761510.00,3004926.00,38916.00,2966010.00,228833.00,527751.00,3761510.00,1709336.00,19687.00,4567.00,13632.00,451529.00,0.00,2703.00,3775.00,322146.00,147793.00,2240.00,282016.00,586565.00,90164.00,15113.00,10816.00,18865.00,80563.00
2015:Q1,3789363.00,3027617.00,38108.00,2989509.00,228408.00,533338.00,3789363.00,1709247.00,22725.00,4638.00,13876.00,465173.00,0.00,2746.00,3940.00,322029.00,149884.00,2207.00,273750.00,598926.00,90280.00,16574.00,9915.00,20629.00,82824.00
2015:Q2,3799368.00,3032087.00,31059.00,3001028.00,224722.00,542559.00,3799368.00,1727640.00,21827.00,4722.00,13913.00,476641.00,0.00,2501.00,4230.00,325652.00,152433.00,2220.00,257942.00,591019.00,87929.00,16817.00,9126.00,18963.00,85793.00
2015:Q3,3787066.00,3022013.00,31535.00,2990478.00,222097.00,542956.00,3787066.00,1700623.00,20560.00,4812.00,14156.00,488094.00,0.00,2238.00,4375.00,327502.00,155573.00,2039.00,256949.00,593198.00,88457.00,17484.00,8740.00,15893.00,86373.00
2015:Q4,3777040.00,3015091.00,32783.00,2982308.00,220757.00,541192.00,3777040.00,1648781.00,22245.00,4923.00,14398.00,498900.00,0.00,2131.00,4327.00,330427.00,158671.00,2004.00,268373.00,603665.00,89501.00,19084.00,8185.00,13951.00,87474.00
2016:Q1,3797574.00,3031730.00,32375.00,2999355.00,220945.00,544899.00,3797574.00,1653397.00,19159.00,5007.00,14476.00,507484.00,0.00,1972.00,4801.00,333025.00,161810.00,2392.00,239059.00,628776.00,90667.00,21043.00,7538.00,18780.00,88188.00
2016:Q2,3826139.00,3049922.00,27035.00,3022887.00,220777.00,555440.00,3826139.00,1638054.00,20155.00,5091.00,14629.00,524102.00,0.00,1967.00,4908.00,332092.00,164417.00,2395.00,216160.00,668958.00,93245.00,23113.00,7473.00,19655.00,89725.00
