1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q3,-38669.00,-3116.00,-120199.00,74142.00,10504.00,-38669.00,-416.00,-728.00,-652.00,1504.00,816.00,-26268.00,-1036.00,-856.00,512.00,2625.00,1708.00,-452.00,0.00,-15166.00,-6660.00,6400.00
2012:Q4,40212.00,4836.00,-31774.00,62797.00,4352.00,40212.00,392.00,-732.00,-648.00,-1488.00,320.00,54660.00,-2100.00,-232.00,452.00,7226.00,1716.00,-484.00,0.00,-3826.00,-23972.00,8928.00
2013:Q1,-6306.00,-644.00,-85739.00,77737.00,2340.00,-6306.00,-248.00,588.00,268.00,5288.00,304.00,-13836.00,-4076.00,-2052.00,852.00,9294.00,-124.00,-512.00,0.00,13564.00,-8284.00,-7332.00
2013:Q2,102810.00,7628.00,-1318.00,34200.00,62300.00,102810.00,452.00,600.00,268.00,2492.00,-840.00,44236.00,2000.00,336.00,2856.00,13882.00,-96.00,-532.00,0.00,-526560.00,2852.00,560864.00
2013:Q3,29720.00,2020.00,50629.00,17535.00,-40464.00,29720.00,756.00,600.00,272.00,6480.00,-76.00,55104.00,1096.00,-7744.00,1804.00,21100.00,-116.00,160.00,0.00,-45968.00,-4328.00,580.00
2013:Q4,68936.00,6248.00,5814.00,13486.00,43388.00,68936.00,680.00,604.00,268.00,1160.00,-100.00,69588.00,1752.00,3996.00,3712.00,17236.00,-236.00,144.00,0.00,-42936.00,-5456.00,18524.00
2014:Q1,53778.00,3956.00,3251.00,33708.00,12864.00,53778.00,1181.00,1844.00,212.00,816.00,752.00,38152.00,7248.00,412.00,1272.00,14172.00,2156.00,140.00,0.00,-99591.00,1164.00,83848.00
2014:Q2,95838.00,7248.00,23061.00,61781.00,3748.00,95838.00,1176.00,1860.00,536.00,2684.00,1252.00,60708.00,5928.00,-548.00,2104.00,13362.00,1024.00,108.00,0.00,23635.00,-8216.00,-9776.00
2014:Q3,114721.00,8472.00,43602.00,72259.00,-9612.00,114721.00,1525.00,1884.00,388.00,924.00,-552.00,46912.00,2904.00,-632.00,2276.00,13027.00,944.00,264.00,0.00,51341.00,4000.00,-10484.00
2014:Q4,107308.00,10688.00,-19097.00,91109.00,24608.00,107308.00,1667.00,1884.00,676.00,-3616.00,376.00,94476.00,5720.00,-1296.00,2408.00,19215.00,2624.00,256.00,0.00,-19634.00,7516.00,-4964.00
2015:Q1,98074.00,7356.00,14801.00,62673.00,13244.00,98074.00,1910.00,1868.00,624.00,-428.00,1200.00,70332.00,-760.00,-6716.00,1892.00,26233.00,-5032.00,252.00,0.00,26195.00,1004.00,-20500.00
2015:Q2,154592.00,11804.00,36911.00,95810.00,10068.00,154592.00,2118.00,1868.00,740.00,-2676.00,184.00,80264.00,13308.00,-2068.00,2028.00,29659.00,-2248.00,264.00,0.00,73927.00,-21988.00,-20788.00
2015:Q3,138206.00,10232.00,-79190.00,190723.00,16440.00,138206.00,2329.00,1868.00,792.00,-5780.00,1196.00,129028.00,21432.00,-168.00,2264.00,21974.00,-1252.00,-660.00,0.00,16595.00,-9656.00,-41756.00
2015:Q4,139075.00,11928.00,53039.00,96688.00,-22580.00,139075.00,2550.00,1868.00,976.00,-1940.00,1192.00,141208.00,21776.00,0.00,3388.00,47794.00,-884.00,-440.00,0.00,-14909.00,-20960.00,-42544.00
2016:Q1,107200.00,7828.00,25710.00,77310.00,-3648.00,107200.00,2759.00,1868.00,740.00,1256.00,384.00,99968.00,18508.00,668.00,4040.00,23310.00,-725.00,-1740.00,0.00,-76973.00,-2868.00,36004.00
2016:Q2,139538.00,10820.00,38565.00,110818.00,-20664.00,139538.00,2979.00,1868.00,744.00,200.00,752.00,137892.00,16084.00,-608.00,1720.00,29018.00,-698.00,184.00,0.00,-25189.00,-7888.00,-17520.00
