1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q2,2549702.00,202451.00,754553.00,1445377.00,147321.00,2549702.00,19796.00,12170.00,10563.00,65414.00,14963.00,1406129.00,33421.00,19778.00,5032.00,261250.00,20699.00,4068.00,0.00,576505.00,60312.00,39602.00
2009:Q3,2524201.00,203424.00,716369.00,1457036.00,147372.00,2524201.00,19578.00,11772.00,10482.00,69026.00,15355.00,1388009.00,34586.00,19886.00,4790.00,259270.00,19835.00,4052.00,0.00,570782.00,60193.00,36585.00
2009:Q4,2491985.00,204495.00,674430.00,1465132.00,147928.00,2491985.00,19220.00,11374.00,10400.00,67781.00,15525.00,1367393.00,32883.00,19644.00,4446.00,255563.00,18925.00,4038.00,0.00,570294.00,59680.00,34819.00
2010:Q1,2468999.00,205061.00,654573.00,1462711.00,146654.00,2468999.00,18976.00,11226.00,10682.00,65435.00,15599.00,1350506.00,32658.00,19305.00,4267.00,252060.00,19348.00,4020.00,0.00,565316.00,61310.00,38291.00
2010:Q2,2422463.00,205972.00,613412.00,1457372.00,145707.00,2422463.00,18625.00,11075.00,10963.00,66010.00,15616.00,1325428.00,31078.00,15676.00,4248.00,249382.00,19586.00,4008.00,0.00,556329.00,59498.00,34941.00
2010:Q3,2382724.00,206784.00,584594.00,1442517.00,148829.00,2382724.00,18295.00,10924.00,11244.00,64472.00,16040.00,1298359.00,30401.00,15629.00,4229.00,249724.00,20608.00,3976.00,0.00,546942.00,57916.00,33965.00
2010:Q4,2366004.00,207259.00,582459.00,1427947.00,148339.00,2366004.00,18086.00,10772.00,11526.00,64069.00,16387.00,1273213.00,30753.00,15689.00,4139.00,248800.00,21386.00,3934.00,0.00,544680.00,68910.00,33660.00
2011:Q1,2340816.00,205942.00,554441.00,1425935.00,154498.00,2340816.00,17928.00,10719.00,11134.00,64942.00,16326.00,1250701.00,29238.00,16056.00,4090.00,249570.00,20513.00,3883.00,0.00,542368.00,68923.00,34425.00
2011:Q2,2309141.00,204033.00,523308.00,1421870.00,159930.00,2309141.00,17729.00,10666.00,10742.00,65969.00,16323.00,1233573.00,28738.00,15691.00,4346.00,253247.00,19583.00,3824.00,0.00,526882.00,64613.00,37215.00
2011:Q3,2280317.00,202158.00,503493.00,1413988.00,160678.00,2280317.00,17536.00,10612.00,10350.00,66254.00,16333.00,1215805.00,29460.00,15427.00,4591.00,257983.00,18722.00,3788.00,0.00,519789.00,58542.00,35125.00
2011:Q4,2267938.00,201148.00,501040.00,1404064.00,161686.00,2267938.00,17453.00,10558.00,9958.00,67230.00,16225.00,1210299.00,28465.00,15636.00,4931.00,261128.00,17385.00,3737.00,0.00,512476.00,57864.00,34593.00
2012:Q1,2249191.00,199694.00,456874.00,1428935.00,163688.00,2249191.00,17288.00,10378.00,9795.00,67609.00,16135.00,1202677.00,28163.00,15417.00,5175.00,264169.00,17719.00,3682.00,0.00,501589.00,56817.00,32578.00
2012:Q2,2229983.00,198487.00,417946.00,1449588.00,163962.00,2229983.00,17182.00,10197.00,9632.00,67994.00,16214.00,1195140.00,28389.00,15147.00,5385.00,266972.00,18117.00,3637.00,0.00,491912.00,51763.00,32302.00
2012:Q3,2219754.00,197708.00,387335.00,1468123.00,166588.00,2219754.00,17078.00,10015.00,9469.00,68370.00,16418.00,1188573.00,28130.00,14933.00,5513.00,269052.00,18544.00,3524.00,0.00,486135.00,50098.00,33902.00
2012:Q4,2232285.00,198917.00,381870.00,1483822.00,167676.00,2232285.00,17176.00,9832.00,9307.00,67998.00,16498.00,1202238.00,27605.00,14875.00,5626.00,270896.00,18973.00,3403.00,0.00,487619.00,44105.00,36134.00
2013:Q1,2230225.00,198756.00,359951.00,1503257.00,168261.00,2230225.00,17114.00,9979.00,9374.00,69320.00,16574.00,1198779.00,26586.00,14362.00,5839.00,271236.00,18942.00,3275.00,0.00,492510.00,42034.00,34301.00
2013:Q2,2254632.00,200663.00,358326.00,1511807.00,183836.00,2254632.00,17227.00,10129.00,9441.00,69943.00,16364.00,1209838.00,27086.00,14446.00,6553.00,274846.00,18918.00,3142.00,0.00,359435.00,42747.00,174517.00
2013:Q3,2261084.00,201168.00,370006.00,1516190.00,173720.00,2261084.00,17416.00,10279.00,9509.00,71563.00,16345.00,1223614.00,27360.00,12510.00,7004.00,281372.00,18889.00,3182.00,0.00,345714.00,41665.00,174662.00
2013:Q4,2281075.00,202730.00,374216.00,1519562.00,184567.00,2281075.00,17586.00,10430.00,9576.00,71853.00,16320.00,1241011.00,27798.00,13509.00,7932.00,286274.00,18830.00,3218.00,0.00,337144.00,40301.00,179293.00
2014:Q1,2293724.00,203719.00,374233.00,1527989.00,187783.00,2293724.00,17881.00,10891.00,9629.00,72057.00,16508.00,1250549.00,29610.00,13612.00,8250.00,287533.00,19369.00,3253.00,0.00,313735.00,40592.00,200255.00
2014:Q2,2316910.00,205531.00,379225.00,1543434.00,188720.00,2316910.00,18175.00,11356.00,9763.00,72728.00,16821.00,1265726.00,31092.00,13475.00,8776.00,290997.00,19625.00,3280.00,0.00,318747.00,38538.00,197811.00
2014:Q3,2344028.00,207649.00,383563.00,1561499.00,191317.00,2344028.00,18557.00,11827.00,9860.00,72959.00,16683.00,1277454.00,31818.00,13317.00,9345.00,295418.00,19861.00,3346.00,0.00,328855.00,39538.00,195190.00
2014:Q4,2378219.00,210321.00,387275.00,1580255.00,200369.00,2378219.00,18973.00,12298.00,10029.00,72055.00,16777.00,1301073.00,33248.00,12993.00,9947.00,301218.00,20517.00,3410.00,0.00,326082.00,41417.00,198182.00
2015:Q1,2401758.00,212160.00,389995.00,1595923.00,203680.00,2401758.00,19451.00,12765.00,10185.00,71948.00,17077.00,1318656.00,33058.00,11314.00,10420.00,305333.00,19259.00,3473.00,0.00,334094.00,41668.00,193057.00
2015:Q2,2439783.00,215111.00,398600.00,1619875.00,206197.00,2439783.00,19980.00,13232.00,10370.00,71279.00,17123.00,1338722.00,36385.00,10797.00,10927.00,312824.00,18697.00,3539.00,0.00,351877.00,36171.00,187860.00
2015:Q3,2472536.00,217669.00,377003.00,1667556.00,210307.00,2472536.00,20563.00,13699.00,10568.00,69834.00,17422.00,1370979.00,41743.00,10755.00,11493.00,319510.00,18384.00,3374.00,0.00,353034.00,33757.00,177421.00
2015:Q4,2510706.00,220651.00,393665.00,1691728.00,204662.00,2510706.00,21200.00,14166.00,10812.00,69349.00,17720.00,1406281.00,47187.00,10755.00,12340.00,332633.00,18163.00,3264.00,0.00,351534.00,28517.00,166785.00
2016:Q1,2536257.00,222608.00,398843.00,1711056.00,203750.00,2536257.00,21890.00,14633.00,10997.00,69663.00,17816.00,1431273.00,51814.00,10922.00,13350.00,335764.00,17982.00,2829.00,0.00,333738.00,27800.00,175786.00
2016:Q2,2570917.00,225313.00,408260.00,1738760.00,198584.00,2570917.00,22635.00,15100.00,11183.00,69713.00,18004.00,1465746.00,55835.00,10770.00,13780.00,343068.00,17807.00,2875.00,0.00,327167.00,25828.00,171406.00
