1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1982:Q4,3216908.00,3005182.00,2589754.00,1281919.00,1307835.00,265272.00,17500.00,247772.00,16570.00,133586.00,211726.00,44008.00,28100.00,0.00,3244.00,3244.00,0.00,24961.00,24961.00,0.00,45009.00,66404.00,43289.00,4678.00,18438.00,833062.00,677655.00,109439.00,88580.00,479636.00,63055.00,15235.00,5645.00,71472.00,2383846.00,959035.00,444495.00,28.43
1983:Q1,3264514.00,3046265.00,2618859.00,1300941.00,1317918.00,269771.00,17703.00,252068.00,17330.00,140305.00,218249.00,46000.00,28909.00,0.00,3987.00,3987.00,0.00,25509.00,25509.00,0.00,46965.00,66879.00,42775.00,4702.00,19403.00,853354.00,695767.00,108888.00,89344.00,497536.00,61351.00,15738.00,6260.00,74238.00,2411160.00,965388.00,442894.00,28.86
1983:Q2,3284220.00,3059981.00,2634447.00,1314246.00,1320201.00,271868.00,17907.00,253961.00,17844.00,135821.00,224239.00,48048.00,29837.00,0.00,4711.00,4711.00,0.00,26274.00,26274.00,0.00,48878.00,66491.00,41319.00,4679.00,20493.00,875565.00,712881.00,110273.00,90873.00,511735.00,62266.00,16224.00,6539.00,77655.00,2408655.00,969791.00,446034.00,29.60
1983:Q3,3313905.00,3082374.00,2663928.00,1335015.00,1328913.00,271639.00,18246.00,253393.00,18109.00,128698.00,231531.00,50223.00,30796.00,0.00,5386.00,5386.00,0.00,27574.00,27574.00,0.00,50683.00,66868.00,39947.00,4714.00,22208.00,896784.00,729857.00,110852.00,91570.00,527435.00,62716.00,16668.00,6878.00,80665.00,2417121.00,977654.00,452489.00,30.20
1983:Q4,3361535.00,3120897.00,2704845.00,1361201.00,1343644.00,268085.00,18639.00,249446.00,17920.00,130047.00,240638.00,52493.00,31700.00,0.00,6023.00,6023.00,0.00,29305.00,29305.00,0.00,52404.00,68713.00,39667.00,4747.00,24299.00,919578.00,748981.00,111560.00,92163.00,545258.00,62983.00,17081.00,6440.00,84094.00,2441957.00,988972.00,459156.00,30.67
1984:Q1,3401513.00,3147806.00,2720812.00,1387310.00,1333502.00,272306.00,18869.00,253437.00,18625.00,136063.00,253708.00,53425.00,32533.00,0.00,6139.00,6139.00,0.00,31772.00,31772.00,0.00,54394.00,75445.00,48243.00,4753.00,22449.00,949482.00,775239.00,115513.00,94126.00,565599.00,62914.00,17188.00,6890.00,87251.00,2452032.00,997412.00,466803.00,31.62
1984:Q2,3426828.00,3168251.00,2738908.00,1412398.00,1326510.00,274701.00,19174.00,255527.00,19242.00,135400.00,258577.00,54469.00,33281.00,0.00,6155.00,6155.00,0.00,34252.00,34252.00,0.00,56277.00,74143.00,48907.00,4761.00,20475.00,984373.00,807402.00,121669.00,94928.00,590806.00,64770.00,17359.00,7172.00,87669.00,2442456.00,1008385.00,477300.00,33.06
1984:Q3,3455814.00,3192964.00,2765064.00,1444382.00,1320682.00,275430.00,19319.00,256111.00,19743.00,132727.00,262851.00,55853.00,34089.00,0.00,5920.00,5920.00,0.00,36765.00,36765.00,0.00,57892.00,72332.00,49658.00,4798.00,17875.00,1018812.00,836359.00,126719.00,95901.00,613738.00,66509.00,17690.00,7255.00,91000.00,2437002.00,1020739.00,485446.00,34.32
1984:Q4,3488895.00,3221720.00,2789414.00,1473981.00,1315433.00,275491.00,19643.00,255848.00,19860.00,136955.00,267175.00,57539.00,35100.00,0.00,5481.00,5481.00,0.00,39311.00,39311.00,0.00,59293.00,70451.00,50724.00,4826.00,14901.00,1049405.00,862648.00,129331.00,95807.00,637510.00,67829.00,18151.00,7104.00,93673.00,2439490.00,1032878.00,493454.00,35.36
1985:Q1,3523860.00,3248669.00,2813346.00,1503676.00,1309670.00,276459.00,19953.00,256506.00,20477.00,138387.00,275191.00,59851.00,36370.00,0.00,5468.00,5468.00,0.00,41009.00,41009.00,0.00,60657.00,71836.00,52726.00,4842.00,14269.00,1080659.00,886857.00,129531.00,95730.00,661596.00,67916.00,18775.00,7460.00,99651.00,2443201.00,1042613.00,502907.00,36.30
1985:Q2,3544438.00,3261045.00,2830100.00,1525096.00,1305004.00,277072.00,20121.00,256951.00,20936.00,132937.00,283393.00,62458.00,37956.00,0.00,5488.00,5488.00,0.00,42493.00,42493.00,0.00,61926.00,73072.00,54588.00,4721.00,13763.00,1116708.00,915931.00,132549.00,96194.00,687188.00,69987.00,19494.00,7370.00,103927.00,2427729.00,1050012.00,510039.00,37.73
1985:Q3,3586884.00,3294616.00,2863583.00,1558836.00,1304747.00,279958.00,20276.00,259682.00,21596.00,129479.00,292268.00,65757.00,39489.00,0.00,5588.00,5588.00,0.00,43447.00,43447.00,0.00,62957.00,75030.00,56533.00,4616.00,13881.00,1146194.00,929118.00,132975.00,96349.00,699794.00,70920.00,20450.00,7410.00,118297.00,2440689.00,1062803.00,519920.00,38.07
1985:Q4,3655015.00,3353945.00,2912260.00,1603320.00,1308940.00,283745.00,20657.00,263088.00,22017.00,135923.00,301070.00,71771.00,40600.00,0.00,5754.00,5754.00,0.00,43983.00,43983.00,0.00,63798.00,75165.00,56258.00,4532.00,14375.00,1151978.00,933047.00,131382.00,93849.00,707816.00,66558.00,21596.00,7955.00,122822.00,2503038.00,1081198.00,530351.00,37.28
1986:Q1,3700468.00,3382962.00,2943506.00,1636177.00,1307329.00,284618.00,20993.00,263625.00,22490.00,132348.00,317506.00,73166.00,41380.00,3122.00,9425.00,9425.00,0.00,43818.00,43818.00,0.00,69046.00,77549.00,58108.00,4332.00,15109.00,1161451.00,951071.00,130931.00,93923.00,726218.00,54197.00,21836.00,8171.00,126175.00,2539017.00,1100433.00,534740.00,37.46
1986:Q2,3739264.00,3413570.00,2975024.00,1665343.00,1309681.00,287726.00,21527.00,266199.00,22867.00,127953.00,325694.00,73741.00,41918.00,3182.00,10008.00,10008.00,0.00,45091.00,45091.00,0.00,71303.00,80451.00,60130.00,4352.00,15969.00,1181040.00,972756.00,132147.00,94736.00,745873.00,50678.00,22148.00,8360.00,127097.00,2558224.00,1117888.00,543753.00,38.02
1986:Q3,3790444.00,3457241.00,3016221.00,1701314.00,1314907.00,291843.00,21945.00,269898.00,23534.00,125643.00,333203.00,73975.00,42224.00,3208.00,10530.00,10530.00,0.00,46259.00,46259.00,0.00,73364.00,83643.00,62033.00,4157.00,17453.00,1197799.00,988495.00,132675.00,93028.00,762792.00,49627.00,22637.00,8491.00,128549.00,2592644.00,1139013.00,553856.00,38.13
1986:Q4,3834488.00,3498212.00,3054746.00,1735568.00,1319178.00,294553.00,22337.00,272216.00,24424.00,124489.00,336276.00,74350.00,42308.00,3227.00,10771.00,10771.00,0.00,44676.00,44676.00,0.00,74822.00,86123.00,62879.00,3931.00,19313.00,1214318.00,1000195.00,131977.00,93021.00,775197.00,51446.00,23269.00,8104.00,131304.00,2620170.00,1158445.00,564071.00,38.17
1987:Q1,3881006.00,3545057.00,3093668.00,1758705.00,1334963.00,297853.00,22781.00,275072.00,24953.00,128583.00,335949.00,74594.00,42014.00,3220.00,10720.00,10720.00,0.00,42950.00,42950.00,0.00,75513.00,86939.00,62488.00,3726.00,20724.00,1229959.00,1016511.00,131935.00,92672.00,791903.00,54924.00,23459.00,8224.00,126841.00,2651047.00,1173117.00,571582.00,38.34
1987:Q2,3912955.00,3581112.00,3128894.00,1777499.00,1351395.00,298691.00,23183.00,275508.00,25832.00,127695.00,331843.00,74788.00,41183.00,3166.00,10365.00,10365.00,0.00,40438.00,40438.00,0.00,75274.00,86630.00,60734.00,3634.00,22261.00,1242996.00,1031020.00,136343.00,93539.00,801138.00,53811.00,23480.00,8388.00,126297.00,2669959.00,1184908.00,581155.00,38.62
1987:Q3,3944400.00,3615603.00,3163807.00,1797941.00,1365866.00,298405.00,23646.00,274759.00,26938.00,126453.00,328797.00,74980.00,40436.00,3117.00,9971.00,9971.00,0.00,38352.00,38352.00,0.00,75167.00,86774.00,58864.00,3489.00,24422.00,1255524.00,1044726.00,139569.00,93716.00,811441.00,54615.00,23542.00,8497.00,124144.00,2688876.00,1197631.00,590476.00,38.85
1987:Q4,4000482.00,3669627.00,3208385.00,1819652.00,1388733.00,303651.00,23863.00,279788.00,28116.00,129475.00,330855.00,75214.00,40390.00,3118.00,9799.00,9799.00,0.00,37909.00,37909.00,0.00,76252.00,88173.00,57753.00,3461.00,26959.00,1266533.00,1058231.00,140669.00,94829.00,822733.00,56506.00,23851.00,3083.00,124862.00,2733949.00,1211315.00,602570.00,38.71
1988:Q1,4073828.00,3730072.00,3258015.00,1844131.00,1413884.00,308989.00,24246.00,284743.00,29452.00,133615.00,343757.00,76787.00,42658.00,3875.00,9796.00,9796.00,0.00,40185.00,40185.00,0.00,78516.00,91939.00,57433.00,3387.00,31120.00,1293943.00,1076785.00,142093.00,94608.00,840085.00,60292.00,24369.00,3290.00,129207.00,2779885.00,1221732.00,615947.00,38.73
1988:Q2,4137072.00,3778068.00,3300177.00,1867284.00,1432893.00,312271.00,24768.00,287503.00,30570.00,135050.00,359004.00,78201.00,44704.00,4558.00,9897.00,9897.00,0.00,43716.00,43716.00,0.00,81939.00,95989.00,57435.00,3398.00,35156.00,1322284.00,1102220.00,146079.00,96350.00,859791.00,57996.00,25051.00,3464.00,133552.00,2814788.00,1234460.00,625579.00,39.16
1988:Q3,4195854.00,3823601.00,3340498.00,1889072.00,1451426.00,314641.00,25065.00,289576.00,31587.00,136876.00,372253.00,79028.00,45875.00,4948.00,10079.00,10079.00,0.00,47078.00,47078.00,0.00,85529.00,99716.00,57651.00,3498.00,38567.00,1352073.00,1126779.00,148502.00,99095.00,879182.00,57922.00,25860.00,3613.00,137898.00,2843782.00,1245065.00,635957.00,39.62
1988:Q4,4257374.00,3875578.00,3388668.00,1914597.00,1474071.00,319675.00,25557.00,294118.00,31703.00,135532.00,381797.00,79791.00,46957.00,5310.00,10318.00,10318.00,0.00,47846.00,47846.00,0.00,88294.00,103281.00,58155.00,3522.00,41603.00,1381341.00,1141944.00,149960.00,93845.00,898139.00,63925.00,26761.00,6467.00,142243.00,2876034.00,1258825.00,647255.00,39.71
1989:Q1,4318615.00,3931303.00,3433232.00,1936338.00,1496894.00,324053.00,25844.00,298209.00,33433.00,140585.00,387312.00,80372.00,47728.00,5567.00,10655.00,10655.00,0.00,46631.00,46631.00,0.00,90464.00,105895.00,59509.00,3181.00,43205.00,1400442.00,1152963.00,151423.00,96130.00,905410.00,65171.00,27852.00,6995.00,147461.00,2918173.00,1267185.00,657598.00,39.51
1989:Q2,4376267.00,3987665.00,3486037.00,1966154.00,1519883.00,326556.00,26103.00,300453.00,34640.00,140433.00,388602.00,80221.00,47395.00,5455.00,11129.00,11129.00,0.00,43064.00,43064.00,0.00,92268.00,109070.00,61603.00,2785.00,44682.00,1422473.00,1168109.00,156759.00,97685.00,913665.00,64939.00,29234.00,7512.00,152679.00,2953794.00,1282609.00,670934.00,39.55
1989:Q3,4408648.00,4020245.00,3519714.00,1979718.00,1539996.00,329161.00,26560.00,302601.00,35556.00,135814.00,388403.00,80064.00,47061.00,5344.00,11605.00,11605.00,0.00,39090.00,39090.00,0.00,93781.00,111458.00,63207.00,2716.00,45535.00,1442256.00,1179861.00,160650.00,96261.00,922950.00,66361.00,30543.00,7594.00,157897.00,2966391.00,1285845.00,679786.00,39.77
1989:Q4,4455726.00,4065893.00,3557102.00,1997856.00,1559246.00,333544.00,26921.00,306623.00,35749.00,139497.00,389833.00,80976.00,48351.00,5775.00,11946.00,11946.00,0.00,35146.00,35146.00,0.00,95080.00,112559.00,63763.00,2784.00,46012.00,1459913.00,1190194.00,162723.00,97877.00,929594.00,66469.00,31417.00,8717.00,163116.00,2995813.00,1294200.00,688009.00,39.73
1990:Q1,4476218.00,4084988.00,3572314.00,2013662.00,1558652.00,333936.00,27110.00,306826.00,36353.00,142385.00,391230.00,81907.00,49581.00,6185.00,12183.00,12183.00,0.00,33520.00,33520.00,0.00,96140.00,111714.00,63420.00,2588.00,45706.00,1464455.00,1193623.00,162736.00,99343.00,931544.00,67828.00,31781.00,8928.00,162295.00,3011762.00,1306552.00,696027.00,39.63
1990:Q2,4486394.00,4095519.00,3579600.00,2022937.00,1556663.00,336730.00,27404.00,309326.00,37031.00,142158.00,390875.00,82404.00,50159.00,6378.00,12347.00,12347.00,0.00,32654.00,32654.00,0.00,96941.00,109993.00,61951.00,2516.00,45526.00,1464582.00,1194737.00,165597.00,98728.00,930412.00,67270.00,31863.00,9238.00,161474.00,3021812.00,1313774.00,702281.00,39.54
1990:Q3,4502714.00,4110258.00,3589676.00,2030930.00,1558746.00,338405.00,27596.00,310809.00,38282.00,143895.00,392457.00,83368.00,51449.00,6808.00,12452.00,12452.00,0.00,32004.00,32004.00,0.00,97495.00,108881.00,60467.00,2443.00,45971.00,1462403.00,1195230.00,166892.00,99054.00,929284.00,65278.00,31919.00,9323.00,160653.00,3040312.00,1320215.00,709200.00,39.31
1990:Q4,4505279.00,4113786.00,3587363.00,2026607.00,1560756.00,342211.00,27855.00,314356.00,39426.00,144787.00,391493.00,83198.00,51019.00,6665.00,12512.00,12512.00,0.00,31052.00,31052.00,0.00,97817.00,109230.00,60023.00,2417.00,46790.00,1452610.00,1190517.00,166680.00,98949.00,924888.00,66417.00,32000.00,3843.00,159833.00,3052669.00,1322587.00,717020.00,39.00
1991:Q1,4510887.00,4119287.00,3586604.00,2031875.00,1554729.00,344963.00,27870.00,317093.00,40789.00,146930.00,391601.00,83989.00,50085.00,6353.00,12497.00,12497.00,0.00,29581.00,29581.00,0.00,97716.00,111380.00,60765.00,2344.00,48270.00,1448963.00,1183578.00,165656.00,97330.00,920593.00,69889.00,32143.00,3671.00,159681.00,3061925.00,1326919.00,721131.00,38.65
1991:Q2,4498614.00,4102365.00,3575637.00,2026862.00,1548775.00,344997.00,27890.00,317107.00,41559.00,140171.00,396249.00,85255.00,51375.00,6784.00,12373.00,12373.00,0.00,28256.00,28256.00,0.00,97500.00,114706.00,62429.00,2402.00,49876.00,1449567.00,1186636.00,167327.00,98426.00,920884.00,66997.00,32226.00,3679.00,160029.00,3049048.00,1333467.00,721509.00,38.92
1991:Q3,4459176.00,4063497.00,3543730.00,2024765.00,1518965.00,343895.00,28512.00,315383.00,42607.00,133265.00,395679.00,84504.00,52250.00,7076.00,12254.00,12254.00,0.00,26934.00,26934.00,0.00,96420.00,116241.00,64175.00,2460.00,49606.00,1434733.00,1170643.00,167718.00,98214.00,904710.00,65630.00,32372.00,3711.00,162377.00,3024443.00,1341075.00,723302.00,38.71
1991:Q4,4440516.00,4040979.00,3521915.00,2031698.00,1490217.00,343092.00,28220.00,314872.00,42883.00,133089.00,399537.00,85327.00,53228.00,7402.00,12249.00,12249.00,0.00,26024.00,26024.00,0.00,96724.00,118583.00,65021.00,2599.00,50962.00,1429607.00,1161964.00,166737.00,97596.00,897631.00,67752.00,32479.00,3937.00,163475.00,3010909.00,1336043.00,719138.00,38.59
1992:Q1,4450706.00,4042880.00,3509766.00,2035312.00,1474454.00,350007.00,28463.00,321544.00,43237.00,139870.00,407826.00,87603.00,56386.00,8456.00,12356.00,12356.00,0.00,25359.00,25359.00,0.00,97908.00,119758.00,65265.00,2529.00,51964.00,1429009.00,1154639.00,165571.00,97764.00,891303.00,70839.00,32641.00,3956.00,166934.00,3021697.00,1333231.00,719293.00,38.21
1992:Q2,4427363.00,4014101.00,3480155.00,2020642.00,1459513.00,350317.00,28655.00,321662.00,44138.00,139491.00,413261.00,88771.00,57853.00,8946.00,12560.00,12560.00,0.00,24769.00,24769.00,0.00,99961.00,120401.00,64872.00,2438.00,53092.00,1427357.00,1150356.00,168579.00,97822.00,883956.00,69787.00,32794.00,4027.00,170393.00,3000005.00,1349311.00,722481.00,38.35
1992:Q3,4424939.00,4002723.00,3468374.00,2027733.00,1440641.00,348551.00,28911.00,319640.00,45348.00,140450.00,422216.00,90652.00,59755.00,9163.00,13040.00,13040.00,0.00,24858.00,24858.00,0.00,102668.00,122081.00,64207.00,2530.00,55344.00,1422164.00,1142173.00,170036.00,97078.00,875060.00,70374.00,32956.00,4059.00,172602.00,3002775.00,1358984.00,725291.00,38.04
1992:Q4,4416866.00,3990682.00,3459626.00,2037398.00,1422228.00,343344.00,28926.00,314418.00,46239.00,141474.00,426184.00,90703.00,60195.00,9727.00,12976.00,12976.00,0.00,25169.00,25169.00,0.00,103812.00,123602.00,64103.00,2528.00,56971.00,1424387.00,1135513.00,169474.00,98412.00,867627.00,74065.00,33121.00,4376.00,177312.00,2992480.00,1380432.00,730233.00,37.95
1993:Q1,4446288.00,4012879.00,3470475.00,2046225.00,1424250.00,348335.00,29064.00,319271.00,47046.00,147023.00,433409.00,92089.00,61900.00,9449.00,13288.00,13288.00,0.00,23509.00,23509.00,0.00,106272.00,126902.00,64491.00,2632.00,59779.00,1416424.00,1123366.00,165010.00,97179.00,861177.00,77383.00,32710.00,4390.00,178576.00,3029864.00,1394096.00,735653.00,37.08
1993:Q2,4475464.00,4036330.00,3494675.00,2069213.00,1425462.00,350383.00,29514.00,320869.00,47748.00,143523.00,439134.00,92689.00,62434.00,10019.00,13386.00,13386.00,0.00,22990.00,22990.00,0.00,107041.00,130575.00,65175.00,2689.00,62711.00,1414410.00,1122735.00,170132.00,97028.00,855575.00,75235.00,32276.00,4324.00,179840.00,3061053.00,1408260.00,742708.00,36.68
1993:Q3,4503304.00,4058462.00,3519213.00,2085552.00,1433661.00,351554.00,29829.00,321725.00,48303.00,139392.00,444842.00,93173.00,62271.00,10727.00,13453.00,13453.00,0.00,22629.00,22629.00,0.00,107576.00,135014.00,65991.00,2754.00,66269.00,1409102.00,1117672.00,170403.00,97021.00,850249.00,74097.00,31850.00,4378.00,181105.00,3094201.00,1419996.00,749375.00,36.12
1993:Q4,4540303.00,4086521.00,3547532.00,2105357.00,1442175.00,349650.00,30066.00,319584.00,49442.00,139898.00,453781.00,93935.00,63605.00,10865.00,15084.00,13600.00,1484.00,21850.00,21850.00,0.00,108731.00,139711.00,66700.00,2809.00,70202.00,1409369.00,1114861.00,173860.00,95479.00,845522.00,75547.00,31387.00,5206.00,182369.00,3130934.00,1424591.00,756018.00,35.61
1994:Q1,4606922.00,4141815.00,3590330.00,2132389.00,1457941.00,355288.00,30321.00,324967.00,50814.00,145383.00,465107.00,97729.00,64735.00,11153.00,12640.00,11124.00,1516.00,20829.00,20829.00,0.00,112710.00,145312.00,67230.00,2886.00,75196.00,1413079.00,1113423.00,175713.00,96037.00,841672.00,79327.00,31496.00,5264.00,183569.00,3193844.00,1437104.00,762663.00,34.86
1994:Q2,4680054.00,4195263.00,3640025.00,2164706.00,1475319.00,361827.00,30707.00,331120.00,51874.00,141537.00,484791.00,100191.00,65545.00,13097.00,17056.00,15507.00,1549.00,22635.00,22635.00,0.00,116549.00,149718.00,67707.00,2946.00,79065.00,1424011.00,1120371.00,182362.00,96375.00,841634.00,77869.00,32000.00,5251.00,188520.00,3256042.00,1446503.00,768060.00,34.41
1994:Q3,4726571.00,4225889.00,3666019.00,2173928.00,1492091.00,365494.00,31054.00,334440.00,52494.00,141882.00,500682.00,104344.00,66512.00,13326.00,17707.00,16126.00,1581.00,22891.00,22891.00,0.00,121182.00,154720.00,68155.00,3006.00,83559.00,1435900.00,1126241.00,187235.00,96430.00,842576.00,78658.00,32320.00,5210.00,193471.00,3290671.00,1461519.00,778398.00,34.23
1994:Q4,4785318.00,4269090.00,3707382.00,2198233.00,1509149.00,362130.00,31165.00,330965.00,52844.00,146734.00,516228.00,106272.00,67176.00,15108.00,19944.00,18330.00,1614.00,23800.00,23800.00,0.00,125024.00,158904.00,68747.00,2979.00,87178.00,1448317.00,1129290.00,189177.00,99166.00,840947.00,82964.00,32807.00,4834.00,198422.00,3337002.00,1480113.00,789239.00,33.84
1995:Q1,4848073.00,4308725.00,3740448.00,2219560.00,1520888.00,363297.00,31383.00,331914.00,55702.00,149278.00,539347.00,111358.00,68800.00,15123.00,22101.00,20338.00,1763.00,23022.00,23022.00,0.00,130824.00,168119.00,69821.00,2952.00,95347.00,1466425.00,1137976.00,191612.00,100722.00,845643.00,88932.00,32898.00,4795.00,201823.00,3381648.00,1499363.00,799305.00,33.65
1995:Q2,4897223.00,4341151.00,3769590.00,2240576.00,1529014.00,368579.00,31481.00,337098.00,57046.00,145935.00,556072.00,113698.00,69532.00,16149.00,23157.00,21244.00,1913.00,22669.00,22669.00,0.00,133440.00,177427.00,70864.00,2922.00,103641.00,1482066.00,1150601.00,197179.00,100780.00,852642.00,88473.00,33006.00,4762.00,205224.00,3415156.00,1508106.00,803368.00,33.69
1995:Q3,4966788.00,4391472.00,3818768.00,2273975.00,1544793.00,373583.00,31617.00,341966.00,57614.00,141508.00,575316.00,117415.00,70711.00,16374.00,24763.00,22701.00,2062.00,22104.00,22104.00,0.00,137647.00,186302.00,70847.00,2897.00,112559.00,1500954.00,1163741.00,200339.00,101827.00,861574.00,90679.00,33156.00,4753.00,208625.00,3465834.00,1515647.00,810191.00,33.58
1995:Q4,5031321.00,4438849.00,3861496.00,2299836.00,1561660.00,377289.00,31778.00,345511.00,56629.00,143435.00,592472.00,119807.00,71459.00,17035.00,25838.00,23626.00,2212.00,21747.00,21747.00,0.00,140320.00,196267.00,71497.00,2917.00,121853.00,1519569.00,1174640.00,200633.00,104081.00,869926.00,96728.00,33358.00,2818.00,212026.00,3511752.00,1525435.00,815050.00,33.45
1996:Q1,5100158.00,4487362.00,3903654.00,2331431.00,1572223.00,381767.00,32038.00,349729.00,59023.00,142918.00,612796.00,124139.00,71990.00,16764.00,27372.00,25057.00,2315.00,21349.00,21349.00,0.00,146401.00,204780.00,71728.00,2889.00,130163.00,1549857.00,1187326.00,204222.00,105444.00,877661.00,106292.00,33834.00,3021.00,219384.00,3550301.00,1537925.00,818711.00,33.44
1996:Q2,5138269.00,4496952.00,3897226.00,2335334.00,1561892.00,388600.00,32061.00,356539.00,60618.00,150508.00,641317.00,130842.00,72955.00,17816.00,29511.00,27092.00,2419.00,20789.00,20789.00,0.00,156103.00,213301.00,71801.00,2903.00,138597.00,1585833.00,1208459.00,212589.00,105767.00,890103.00,113253.00,34412.00,2967.00,226742.00,3552436.00,1552004.00,823667.00,34.02
1996:Q3,5186728.00,4523555.00,3918344.00,2363521.00,1554823.00,390345.00,32360.00,357985.00,60848.00,154018.00,663172.00,134738.00,73947.00,18095.00,30298.00,27775.00,2523.00,20600.00,20600.00,0.00,162696.00,222798.00,72249.00,2892.00,147658.00,1619148.00,1228441.00,225786.00,102729.00,899926.00,118371.00,35249.00,2987.00,234100.00,3567580.00,1574611.00,836010.00,34.43
1996:Q4,5284398.00,4597189.00,3963779.00,2383643.00,1580136.00,393407.00,32642.00,360765.00,59863.00,180140.00,687208.00,138984.00,75005.00,19237.00,31177.00,28550.00,2627.00,20386.00,20386.00,0.00,169841.00,232578.00,72474.00,3013.00,157092.00,1654761.00,1245082.00,229829.00,105140.00,910112.00,128525.00,35675.00,4021.00,241458.00,3629637.00,1588123.00,841751.00,34.30
1997:Q1,5462049.00,4745035.00,4101814.00,2411045.00,1690769.00,399088.00,32920.00,366168.00,62122.00,182011.00,717014.00,143458.00,78302.00,20334.00,32878.00,30114.00,2764.00,19688.00,19688.00,0.00,177235.00,245119.00,72782.00,3016.00,169321.00,1700640.00,1265269.00,242272.00,106146.00,916852.00,137737.00,36794.00,4132.00,256707.00,3761409.00,1604216.00,850960.00,33.64
1997:Q2,5566004.00,4814156.00,4165309.00,2460964.00,1704345.00,403250.00,32661.00,370589.00,63490.00,182107.00,751848.00,149655.00,81320.00,20951.00,33624.00,30723.00,2901.00,19416.00,19416.00,0.00,188027.00,258855.00,72918.00,3011.00,182925.00,1752483.00,1292439.00,256238.00,105240.00,930961.00,147113.00,38074.00,4151.00,270706.00,3813522.00,1621178.00,860972.00,33.89
1997:Q3,5685523.00,4903979.00,4253689.00,2511955.00,1741734.00,403294.00,32590.00,370704.00,64301.00,182695.00,781543.00,154817.00,83795.00,22014.00,34613.00,31574.00,3039.00,19037.00,19037.00,0.00,193636.00,273631.00,73452.00,3025.00,197154.00,1800771.00,1318471.00,264294.00,110784.00,943393.00,154235.00,38974.00,4386.00,284705.00,3884752.00,1643540.00,871054.00,33.94
1997:Q4,5857569.00,5039343.00,4386934.00,2567283.00,1819651.00,405817.00,32543.00,373274.00,64586.00,182006.00,818225.00,161335.00,85715.00,22906.00,35411.00,32235.00,3176.00,18743.00,18743.00,0.00,204925.00,289190.00,73176.00,3005.00,213009.00,1848701.00,1347010.00,276569.00,109384.00,961057.00,160441.00,39941.00,3854.00,297455.00,4008868.00,1664750.00,881705.00,33.60
1998:Q1,6047172.00,5177221.00,4522087.00,2617805.00,1904282.00,408192.00,32830.00,375362.00,67289.00,179653.00,869951.00,161595.00,95401.00,24672.00,37258.00,34170.00,3088.00,20632.00,20632.00,0.00,212329.00,318065.00,74135.00,3031.00,240898.00,1921457.00,1386448.00,277519.00,111020.00,997909.00,166922.00,41243.00,3859.00,322985.00,4125715.00,1679112.00,898698.00,33.61
1998:Q2,6128736.00,5204751.00,4550096.00,2652098.00,1897998.00,411559.00,32728.00,378831.00,68842.00,174254.00,923986.00,162360.00,104587.00,27531.00,38855.00,35854.00,3001.00,22521.00,22521.00,0.00,216784.00,351348.00,74802.00,3309.00,273237.00,1999309.00,1437388.00,289583.00,113016.00,1034789.00,172565.00,40730.00,3861.00,344765.00,4129427.00,1701114.00,909890.00,34.81
1998:Q3,6273485.00,5286382.00,4627188.00,2686650.00,1940538.00,420233.00,32994.00,387239.00,70225.00,168737.00,987103.00,164643.00,115272.00,29656.00,39952.00,37039.00,2913.00,24411.00,24411.00,0.00,227918.00,385251.00,75753.00,3297.00,306201.00,2077493.00,1481029.00,297104.00,112186.00,1071739.00,184084.00,43306.00,3780.00,365295.00,4195992.00,1728479.00,919068.00,35.30
1998:Q4,6402195.00,5361346.00,4701278.00,2724685.00,1976593.00,420127.00,32953.00,387174.00,71955.00,167986.00,1040850.00,167446.00,126458.00,32573.00,40799.00,37974.00,2825.00,26299.00,26299.00,0.00,233142.00,414133.00,76223.00,3045.00,334865.00,2153788.00,1526027.00,302099.00,115141.00,1108787.00,190752.00,44061.00,3373.00,389575.00,4248408.00,1754987.00,928428.00,35.92
1999:Q1,6520140.00,5433455.00,4759495.00,2756075.00,2003420.00,426553.00,32992.00,393561.00,76711.00,170696.00,1086685.00,166202.00,139221.00,34513.00,40068.00,37275.00,2793.00,25863.00,25863.00,0.00,241091.00,439726.00,76484.00,3027.00,360215.00,2221164.00,1570547.00,313185.00,116203.00,1141159.00,197517.00,43949.00,3659.00,405492.00,4298976.00,1778104.00,939237.00,36.53
1999:Q2,6594326.00,5467850.00,4788246.00,2818224.00,1970022.00,428840.00,33037.00,395803.00,80082.00,170683.00,1126476.00,166234.00,152233.00,34727.00,39588.00,36826.00,2762.00,25271.00,25271.00,0.00,251419.00,457004.00,76907.00,3032.00,377066.00,2296901.00,1610187.00,320662.00,117882.00,1171642.00,206961.00,49595.00,3749.00,426409.00,4297425.00,1804426.00,950452.00,37.47
